Number,word,transliteration,abbreviation
38744,сеть,set,set
38801,сидеть,sidet,sdt
38813,сила,sila,sla
38893,синий,siniy,sny
38944,сирень,siren,srn
38948,сироп,sirop,srp
38973,сито,sito,sto
39013,скала,skala,skl
39017,скалка,skalka,skk
39048,скатерть,skatert,skt
39107,склад,sklad,skd
39147,скобка,skobka,skb
39155,сковорода,skovoroda,skv
39201,скорлупа,skorlupa,sku
39221,скорпион,skorpion,ski
39253,скрепка,skrepka,ske
39268,скрип,skrip,skr
39390,сладкий,sladkiy,sdk
39416,след,sled,sld
39435,слеза,sleza,slz
39458,слесарь,slesar,sls
39466,слива,sliva,slv
39509,слово,slovo,slo
39533,слой,sloy,sly
39540,слон,slon,sln
39594,слышать,slyshat,sys
39641,смелый,smelyy,sme
39643,смена,smena,smn
39673,сметана,smetana,smt
39680,смех,smeh,smh
39718,смола,smola,sml
39734,смородина,smorodina,smr
39816,снег,sneg,sng
39883,собака,sobaka,sbk
39941,сова,sova,sva
40125,сок,sok,sok
40128,сокол,sokol,sko
40156,солдат,soldat,sod
40184,солнце,solntse,son
40191,соловей,solovey,svy
40196,солома,soloma,slm
40206,соль,sol,sol
40213,сом,som,som
40343,сорока,soroka,srk
40364,сосед,sosed,ssd
40394,сосна,sosna,ssn
40448,сота,sota,sta
40471,соус,sous,sos
40608,спать,spat,spt
40614,спектакль,spektakl,spk
40696,спина,spina,spn
40702,спираль,spiral,spr
40728,спичка,spichka,spc
40918,среда,sreda,srd
41007,стадион,stadion,sdn
41010,стадо,stado,std
41018,стакан,stakan,ska
41128,старый,staryy,sty
41150,статуя,statuya,sau
41164,ствол,stvol,stv
41173,стебель,stebel,stb
41186,стекло,steklo,ste
41212,стена,stena,stn
41232,степь,step,stp
41306,стих,stih,sth
41345,стол,stol,stl
41346,столб,stolb,slb
41387,стопа,stopa,spa
41400,сторож,storozh,stz
41425,стоять,stoyat,stt
41446,страна,strana,str
41477,страус,straus,sus
41503,стрекоза,strekoza,skz
41509,стрелка,strelka,srl
41558,строитель,stroitel,sro
41609,струна,struna,sun
41617,струя,struya,suy
41626,студент,student,sud
41637,стук,stuk,stk
41644,стул,stul,stu
41649,ступень,stupen,spe
41690,суббота,subbota,sbb
41736,сугроб,sugrob,sgr
41778,судья,sudya,sdy
41833,сумка,sumka,smk
41848,сундук,sunduk,snd
41852,суп,sup,sup
41930,сухой,suhoy,shy
42022,сцена,stsena,sts
42099,сын,syn,syn
42107,сыпать,sypat,syp
42113,сыр,syr,syr
42159,таблетка,tabletka,tbl
42162,табличка,tablichka,tbc
42169,табуретка,taburetka,tbr
42183,таз,taz,taz
42196,тайга,tayga,tyg
42204,тайна,tayna,tyn
42215,такси,taksi,tks
42243,талия,taliya,tli
42272,танец,tanets,tts
42275,танк,tank,tnk
42295,тапочка,tapochka,tpc
42310,тарелка,tarelka,trl
42349,таять,tayat,tat
42362,твёрдый,tvyordyy,tvy
42375,творог,tvorog,tvr
42381,театр,teatr,ttr
42398,текст,tekst,tkt
42418,телевизор,televizor,tlv
42419,телега,telega,tlg
42460,телескоп,teleskop,tel
42469,телефон,telefon,tlf
42485,тело,telo,tlo
42558,теннис,tennis,tnn
42566,тень,ten,ten
42613,тёплый,tyoplyy,tpy
42628,тёрка,tyorka,trk
42646,термос,termos,trm
42699,тесный,tesnyy,tsn
42706,тесто,testo,tst
42725,тетрадь,tetrad,ttd
42731,тётя,tyotya,tty
42762,течь,tech,tch
42771,тигр,tigr,tgr
42817,тиски,tiski,tsk
42838,тихий,tihiy,thy
42867,тлеть,tlet,tlt
42913,толкать,tolkat,tlk
42930,толпа,tolpa,tlp
42948,толстый,tolstyy,tls
42961,томат,tomat,tmt
42985,тонкий,tonkiy,tny
42992,тоннель,tonnel,tnl
43001,топать,topat,tpt
43023,тополь,topol,tpl
43026,топор,topor,tpr
43095,торт,tort,trt
43127,точка,tochka,tck
43141,трава,trava,trv
43190,трактор,traktor,trr
43195,трамвай,tramvay,tmv
43322,тренер,trener,tnr
43371,треугольник,treugolnik,trg
43409,трещина,treshchina,tsc
43482,трон,tron,trn
43488,тропа,tropa,trp
43502,трость,trost,trs
43505,тротуар,trotuar,tro
43516,труба,truba,trb
43594,трясти,tryasti,try
43628,туман,tuman,tmn
43636,тумбочка,tumbochka,tmb
43640,тундра,tundra,tnd
43642,тунец,tunets,tun
43674,турист,turist,tur
43706,туфля,tuflya,tfl
43740,тыква,tykva,tkv
43759,тьма,tma,tma
43762,тюбик,tyubik,tbk
43768,тюлень,tyulen,tln
43770,тюльпан,tyulpan,tyu
43819,тяжёлый,tyazhyolyy,tzh
43823,тянуть,tyanut,tnt
44057,угол,ugol,ugl
44131,удача,udacha,udc
44216,удочка,udochka,udk
44263,ужин,uzhin,uzh
44273,узел,uzel,uzl
44277,узкий,uzkiy,uzk
44375,укроп,ukrop,ukr
44391,уксус,uksus,uks
44408,улей,uley,uly
44418,улитка,ulitka,ult
44419,улица,ulitsa,uts
44441,улыбка,ulybka,ulb
44530,умный,umnyy,umn
44804,урна,urna,urn
44933,успех,uspeh,usp
44835,усы,usy,usy
45087,утка,utka,utk
45141,утро,utro,utr
45152,утюг,utyug,utg
45183,ухо,uho,uho
45229,учёный,uchyonyy,ucn
45239,учитель,uchitel,uch
45313,факел,fakel,fkl
45348,фамилия,familiya,fml
45363,фанера,fanera,fne
45386,фара,fara,fra
45401,фартук,fartuk,frt
45406,фарш,farsh,frs
45412,фасоль,fasol,fsl
45430,февраль,fevral,fvr
45456,фен,fen,fen
45477,ферма,ferma,frm
45497,фея,feya,fey
45498,фиалка,fialka,flk
45589,фильм,film,flm
45590,фильтр,filtr,flr
45611,финик,finik,fnk
45628,фиолетовый,fioletovyy,flv
45652,фишка,fishka,fsh
45654,флаг,flag,flg
45664,фламинго,flamingo,fln
45675,флейта,fleyta,fly
45691,флот,flot,flt
45706,фляга,flyaga,fla
45718,фокусник,fokusnik,fks
45724,фольга,folga,fol
45733,фонарь,fonar,fnr
45743,фонтан,fontan,fnt
45813,фото,foto,fto
45945,фургон,furgon,frg
45953,футбол,futbol,ftb
45997,халат,halat,hlt
46035,хаос,haos,has
46104,хвост,hvost,hvs
46110,хвоя,hvoya,hvo
46186,хлеб,hleb,hlb
46210,хлопать,hlopat,hlp
46259,хобот,hobot,hbt
46296,хоккей,hokkey,hkk
46308,холм,holm,hlm
46315,холодильник,holodilnik,hld
46331,холст,holst,hls
46338,хомяк,homyak,hmk
46341,хор,hor,hor
46451,хрупкий,hrupkiy,hrp
46453,хруст,hrust,hrs
46519,царапина,tsarapina,tpn
46539,царь,tsar,tsr
46617,целый,tselyy,tsy
46618,цель,tsel,tsl
46672,цепь,tsep,tsp
46697,цех,tseh,tsh
46722,цилиндр,tsilindr,tsd
46735,цирк,tsirk,tsi
46743,циркуль,tsirkul,tsu
46769,цифра,tsifra,tsf
46809,чай,chay,chy
46810,чайка,chayka,cyk
46831,час,chas,chs
46855,частый,chastyy,csy
46868,чашка,chashka,csk
46879,чек,chek,chk
46912,челюсть,chelyust,cls
46915,чемодан,chemodan,chm
46917,чемпион,chempion,cmp
46935,чердак,cherdak,crd
46949,черепаха,cherepaha,crp
46977,чернила,chernila,crl
47015,чёрный,chyornyy,chr
47026,чертёж,chertyozh,crt
47044,чеснок,chesnok,csn
47063,четверг,chetverg,ctv
47102,чехол,chehol,chh
47115,чешуя,cheshuya,csu
47172,чистый,chistyy,chi
47180,читать,chitat,cht
47264,чудо,chudo,chd
47294,чулок,chulok,chl
47324,шаблон,shablon,sbl
47327,шаг,shag,shg
47333,шайба,shayba,syb
47339,шалаш,shalash,sal
47363,шампунь,shampun,smp
47374,шапка,shapka,sap
47379,шар,shar,shr
47407,шарф,sharf,srf
47435,шахматы,shahmaty,sma
47436,шахта,shahta,shh
47489,шёлк,shyolk,slk
47508,шёпот,shyopot,sop
47522,шерсть,sherst,srs
47524,шершавый,shershavyy,ssy
47525,шест,shest,shs
47529,шестерёнка,shesteryonka,snk
47554,шея,sheya,she
47578,шина,shina,shn
47586,шип,ship,shp
47600,широкий,shirokiy,sky
47620,шить,shit,sht
47636,шишка,shishka,ssk
47641,шкатулка,shkatulka,sul
47643,шкаф,shkaf,shk
47652,школа,shkola,sho
47668,шланг,shlang,slg
47670,шлем,shlem,shl
47688,шляпа,shlyapa,slp
47713,шнурок,shnurok,snr
47723,шоколад,shokolad,shd
47733,шорох,shoroh,srh
47736,шорты,shorty,srt
47738,шоссе,shosse,sss
47752,шпала,shpala,spl
47800,штанга,shtanga,stg
47808,штаны,shtany,san
47828,штора,shtora,sor
47830,шторм,shtorm,srm
47868,шуба,shuba,shb
47875,шум,shum,shm
47903,шутка,shutka,shu
47936,щека,shcheka,sck
47955,щелчок,shchelchok,scc
47956,щель,shchel,scl
47976,щётка,shchyotka,scy
47983,щипцы,shchiptsy,scp
47985,щит,shchit,shc
47990,щука,shchuka,scu
48047,экзамен,ekzamen,ekz
48100,экран,ekran,ekr
48107,экскаватор,ekskavator,eks
48437,эра,era,era
48464,эскалатор,eskalator,esk
48505,этаж,etazh,etz
48517,этикетка,etiketka,etk
48560,эхо,eho,eho
48570,юбка,yubka,ybk
48576,юг,yug,yug
48594,юла,yula,yla
48644,яблоко,yabloko,ybl
48680,ядро,yadro,ydr
48689,язык,yazyk,yzk
48704,яйцо,yaytso,yyt
48709,якорь,yakor,ykr
48718,яма,yama,yma
48728,январь,yanvar,ynv
48731,янтарь,yantar,ynt
48743,яркий,yarkiy,yrk
48779,ясный,yasnyy,ysn
48794,ящерица,yashcheritsa,ysr
48796,ящик,yashchik,ysh
