tikhonov_root,lemmas,decision,root
аттиц,аттицизм,new_root,аттиц
аттич,аттический,new_root,аттич
аттракцион,аттракцион,new_root,аттракцион
ать,детерминироваться; доспаться,lemma_level_conflict,
ауди,аудиовизуальный; аудиология; аудиометр; аудиометрия,new_root,ауди
аудиенци,аудиенция,new_root,аудиенци
аудитор,аудитор; аудиторский; аудиторный,new_root,аудитор
ауксан,ауксанометр,new_root,ауксан
ауксин,ауксин; гетероауксин,new_root,ауксин
аукцион,аукцион; аукционный,new_root,аукцион
аул,аул,new_root,аул
ауль,аульный; аульский,new_root,ауль
аур,аура,new_root,аур
аут,аут; тайм-аут; аутбридинг,new_root,аут
аутент,аутентификация,new_root,аутент
ауто,аутотренинг; аутоиммунный; аутогемотерапия; аутоинтоксикация; аутокатализ; аутолиз,new_root,ауто
аутсайдер,аутсайдер,new_root,аутсайдер
афган,афганский; афганец; афгани; афганка; афганско-советский; советско-афганский,new_root,афган
афер,афера; аферист,new_root,афер
афин,афинянин; афинянка,new_root,афин
афиш,афишировать; афишированный; киноафиша,new_root,афиш
афон,афонский,new_root,афон
афор,афоризм; афористический; афористичный,new_root,афор
африк,африканец; африкаанс; африканист; африканистика; восточноафриканский; индо-африканский; северноафриканский; североафриканский; центральноафриканский,new_root,африк
афродит,гермафродитизм,new_root,гермафродит
афронт,афронт,new_root,афронт
аффект,аффективный; аффектация; аффектированный; аффектировать,new_root,аффект
аффин,аффинаж; аффинирование; аффинироваться,new_root,аффин
ахалтек,ахалтекинский,new_root,ахалтекин
ахвах,ахвахский,new_root,ахвах
ахей,ахейский,new_root,ахей
ахине,ахинея,new_root,ахине
ахтер,ахтерлюк; ахтерпик; ахтерштевень,new_root,ахтер
ац,дурацкий; ткацкий; по-дурацки; бумаготкацкий; бурсацкий; ковроткацкий; круглоткацкий; кулеткацкий; левацко-оппортунистический; лентоткацкий; по-рыбацки; приготовительно-ткацкий; прядильно-ткацкий; хохлацкий; шелкоткацкий,lemma_level_conflict,
ацет,ацетон; ацетатный; ацетил; ацетиленовый; ацетиленокислородный; ацетилирование; ацетилхлорид; ацетилцеллюлоза; ацетильный; ацетоновый; кислородно-ацетиленовый; хлорацетон; хлорацетофенон,new_root,ацет
ацид,ацидофилин; ацидофобный,new_root,ацид
ацтек,ацтек; ацтекский,new_root,ацтек
ачь,по-рыбачьи,mapped,рыб
аш,мамашенька; милашечка,lemma_level_conflict,
ашуг,ашуг,new_root,ашуг
аэр,аэропорт; аэродром; аэродинамический; аэроплан; аэродинамика; аэрозоль; аэрокосмический; аэровокзал; аэрозольный; аэроклуб; аэрофотосъемка; аэробус; аэрогенный; аэрарий; аэратор; аэрировать; аэробиос; аэробы; аэровизуальный; аэрогаммаспектрометрический; аэрогаммасъемка; аэрогеологический; аэрогеология; аэрогидродинамический; аэрогравиметрический; аэрографический; аэрография; аэродинамик; аэродромно-строительный; аэродромно-технический; аэроионизатор; аэроионотерапия; аэроклиматология; аэроклубовский; аэролит; аэролог; аэрологический; аэрология; аэролоция; аэромагнитный; аэрометрия; аэромеханика; аэромобиль; аэромост; аэрон; аэронавигационный; аэронавт; аэронавтика; аэропоезд; аэропоника; аэропонный; аэропрофилактика; аэрорадионивелирование; аэросанный; аэросев; аэросиноптик; аэросиноптический; аэросолярий; аэростанция; аэростатика; аэростатический; аэросъемка; аэросъемочный; аэротаксис; аэротанк; аэротенк; аэротерапия; аэротермометр; аэрофильтр; аэрофлот; аэрофотоаппарат; аэрофотография; аэрофотометрия; аэрофоторазведка; аэрофототопография; аэроцистит; аэроэлектроразведка; гидроаэродром; гидроаэроионизация; гидроаэрометеорологический; гидроаэромеханика; деаэрация; радиоаэронавигация,new_root,аэр
аэро,аэростат,new_root,аэростат
аэробик,аэробика,new_root,аэробика
б,бамовец; бамовский,new_root,бам
бабах,бабахнуть; бабаханье; бабахать; бабахнуться,mapped,бах
бабб,баббит; баббитный,new_root,баббит
бабув,бабувист; бабувистский,new_root,бабув
бабуин,бабуин,new_root,бабуин
бавар,баварец; баварка,new_root,бавар
багг,баггист,new_root,багг
багер,багер; багермейстер,new_root,багер
багет,багет; багетный; багетовый; багетчик,new_root,багет
багов,баговник,new_root,багов
багульник,багульник,new_root,багульник
бадминтон,бадминтон; бадминтонист; бадминтонный,new_root,бадминтон
баз,база; базовый; базирование; базис; базисный; авиабаза; автобаза; плавбаза; нефтебаза; перебазироваться; агробаза; баз; базировать; зообаза; китобаза; овощебаза; перебазирование; перебазированный; перебазировать; перебазировка; пионербаза,new_root,баз
базальт,базальт; базальтовый; базальтобетон,new_root,базальт
базамент,базамент,new_root,базамент
базаров,базаровщина,new_root,базаров
базед,базедовизм,new_root,базед
базилик,базилика; базиликовый,new_root,базилик
базис,метабазис,new_root,базис
базук,базука,new_root,базук
байкал,байкалит; забайкалец,new_root,байкал
байкаль,забайкальский; прибайкальский,new_root,байкаль
байрам,байрам; курбан-байрам,new_root,байрам
байрон,байронизм; байронист,new_root,байрон
байт,байт; мегабайт; байтовый; побайтовый; полбайта; полубайт,new_root,байт
байхов,байховый,new_root,байхов
байц,байцевать; байцованный,new_root,байц
бакале,бакалея,new_root,бакале
бакалей,бакалейщик,new_root,бакалей
бакан,бакан; бакановый,new_root,бакан
бакаут,бакаут; бакаутный; бакаутовый,new_root,бакаут
бакен,бакен; бакенный; бакенщик; бакены,new_root,бакен
баклаг,баклага,new_root,баклаг
баклаж,баклажка,new_root,баклаж
баклажан,баклажан; баклажанный,new_root,баклажан
баклан,баклан; бакланий,new_root,баклан
бактер,азотобактерин; азотобактерия; бактеризация; бактеризовать; бактеризоваться; бактероид; микобактерия,new_root,бактер
бактери,бактерия; бактериальный; бактериологический; бактерицидный; антибактериальный; бактериемия; бактериоз; бактериолизин; бактериология; бактериоскопия; бактериоуловитель; бактериофагия; бактериоцин; бактерицид; железобактерия; нитробактерия; серобактерия; хлоробактерии; цианобактерия,new_root,бактери
бакун,бакунизм,new_root,бакун
балабан,балабан,new_root,балабан
баланс,сбалансированный; дисбаланс; балансирование; балансировка; несбалансированный; балансер; балансерка; балансир; балансироваться; балансный; балансомер; контрбаланс; отбалансировать; энергобаланс,new_root,баланс
балдахин,балдахин; балдахинный,new_root,балдахин
балерин,балерина,new_root,балерин
балет,балет; балетмейстер; балетки; балетоман; балетомания; балетоманка; балетоманский,new_root,балет
балк,кран-балка,mapped,балк
балкан,балканистика; забалканский,new_root,балкан
балкар,кабардино-балкарский; балкарец; балкарка; балкарский,new_root,балкар
балкон,балкон; балконный; балкончик,new_root,балкон
балл,балл; балловый,new_root,балл
баллад,баллада; балладный,new_root,баллад
балласт,балласт; балластер; балластный; газобалластный; забалластированный; забалластировать,new_root,балласт
баллист,баллистический; баллистика; баллиста; баллистокардиограмма; баллистокардиография,new_root,баллист
баллистич,судебно-баллистический,new_root,баллист
баллон,баллон; баллонет; баллонный; сверхбаллон,new_root,баллон
баллот,баллотироваться; баллотирование; баллотировать; баллотировка; баллотировочный; забаллотировать; перебаллотированный; перебаллотировать; перебаллотироваться; перебаллотировка; перебаллотировывать; перебаллотировываться,new_root,баллот
балль,балльный; балльник; восьмибалльный; двухбалльный; десятибалльный; семибалльный; трехбалльный; четырехбалльный; шестибалльный,new_root,балль
балобан,балобан,new_root,балобан
балоч,долинно-балочный; рельсобалочный; шлюпбалочный,mapped,балоч
балтий,балтийский,new_root,балтий
балхаш,балхашит,new_root,балхаш
балык,балык; балыковый,new_root,балык
балыч,балычок,new_root,балыч
баль,бальный,new_root,баль
бальзам,бальзамирование; бальзамированный; бальзамировать; бальзамироваться; бальзамировка; бальзамировочный; бальзамный; бальзамовый; набальзамированный; набальзамировать,new_root,бальзам
бальзамин,бальзамин; бальзаминный; бальзаминовый,new_root,бальзамин
бальне,бальнеогрязевой; бальнеолог; бальнеологический; бальнеология; бальнеотерапия; бальнеофизиотерапевтический,new_root,бальне
балюстрад,балюстрада,new_root,балюстрад
бамбук,бамбук,new_root,бамбук
бампер,бампер,new_root,бампер
банан,банан; банановый; бананник; бананоед,new_root,банан
бандаж,бандаж; бандажистка; бандажный; безбандажный,new_root,бандаж
бандер,бандеровец,new_root,бандер
бандерол,обандероленный; обандероливать; обандероливаться,new_root,бандерол
бандероль,бандероль; бандеролька; бандерольный,new_root,бандероль
бандур,бандуристка,new_root,бандур
банк,банковский; госбанк; банковско-промышленный; банковый; банкомет; полбанки; промбанк; финансово-банковский; частнобанковский,mapped,банк
банкаброш,банкаброш; банкаброшница,new_root,банкаброш
банкнот,банкнота; банкнот,new_root,банкнот
банкрот,банкротство; банкрот; банкротиться,new_root,банкрот
банч,банчишко; банчок,new_root,банч
баобаб,баобабовый,new_root,баобаб
бапт,баптистский; баптизм; баптистерий; баптистка,new_root,бапт
барабошк,барабошка,new_root,барабошк
барабульк,барабулька,new_root,барабульк
барак,барак,new_root,барак
барань,по-бараньи,mapped,баран
барач,барачный,new_root,барач
барбарис,барбарис; барбарисник; барбарисовый,new_root,барбарис
барбот,барботирование,new_root,барбот
баргузин,баргузин,new_root,баргузин
бард,бард,mapped,бард
бардак,бардак,new_root,бардак
бареж,бареж; барежевый,new_root,бареж
бареттер,бареттер,new_root,бареттер
бари,барицентр; барицентрический,new_root,бари
барион,барион,new_root,барион
баритон,баритонный; баритоновый,new_root,баритон
барк,барка; барк,new_root,барк
баркан,баркан; баркановый,new_root,баркан
баркарол,баркарола,new_root,баркарол
баркас,баркас; полубаркас,new_root,баркас
баркентин,баркентина,new_root,баркентин
баро,микробарограф,new_root,баро
барон,барон; баронесса; баронет; баронский; баронство; фон-барон,new_root,барон
бароч,барочный; барочник,new_root,бароч
барраж,барраж; барражирование; барражировать,new_root,барраж
баррель,баррель,new_root,баррель
баррикад,баррикада; забаррикадироваться; баррикадный; забаррикадировать; баррикадировать,new_root,баррикад
бархан,бархан,new_root,бархан
барыг,барыга,new_root,барыг
барьер,барьерный; барьерист; барьеристка,new_root,барьер
баск,баска; басконка; баскский,new_root,баск
баскак,баскак,new_root,баскак
баскет,баскетбол; баскетболист; баскетболистка,new_root,баскет
басм,басма,new_root,басм
басмач,басмаческий; басмачество,new_root,басмач
басон,басон; басонный,new_root,басон
басоч,басочка,new_root,басоч
бассей,бассейный,new_root,бассейн
бассейн,бассейновый,new_root,бассейн
бастард,бастард,new_root,бастард
бастион,бастион; бастионный,new_root,бастион
бастурм,бастурма,new_root,бастурм
батал,баталер; баталист,new_root,батал
батали,баталия,new_root,батали
батальон,батальон; батальонный; побатальонно,new_root,батальон
батаре,батарея; батареец; коксобатарея; термобатарея; электробатарея,new_root,батаре
батарей,батарейный; побатарейно,new_root,батарей
батат,батат,new_root,батат
бати,батискаф; батиграмма; батиметрический; батиплан; батисфера,new_root,бати
батиаль,батиаль,new_root,батиаль
батик,батик,new_root,батик
батист,батист; батистовый,new_root,батист
баттерфля,баттерфляист,new_root,баттерфля
батуд,батудист,new_root,батуд
батун,лук-батун,new_root,батун
батут,батут,new_root,батут
батюшк,батюшки-светы,mapped,бат
баул,баул,new_root,баул
бауль,баульчик,new_root,бауль
бахвал,бахвалиться; бахвал,new_root,бахвал
бахваль,бахвальство,new_root,бахваль
бахил,бахилы,new_root,бахил
бахч,бахча; бахчевник; бахчеводство; овоще-бахчевой,new_root,бахч
бацби,бацбиец,new_root,бацби
бацбий,бацбийка; бацбийский,new_root,бацбий
бацилл,бацилла; актинобациллез; бациллин; бациллоносительство; бациллярный; лактобациллин; пневмобацилла,new_root,бацилл
башибузук,башибузук,new_root,башибузук
башкир,башкирский; башкир; башкирка,new_root,башкир
башлыч,башлычок,new_root,башлыч
башмак,башмаки,mapped,башмак
баштан,баштан,new_root,баштан
баядер,баядерка; баядера,new_root,баядер
бе,бемоль; бемольный,new_root,бемоль
бебе,бебешка,new_root,бебеш
бегемот,бегемот; бегемотик; бегемотник,new_root,бегемот
бегони,бегония; бегониевый,new_root,бегони
бедекер,бедекер,new_root,бедекер
бедер,подбедерок,mapped,бедёр
бедлам,бедлам,new_root,бедлам
бедокур,набедокурить; бедокур; бедокурить; бедокурка,new_root,бедокур
бедолаг,бедолага,new_root,бедолаг
бедуин,бедуин; бедуинский,new_root,бедуин
безъ,безъядерный; безъемкостный; безъязыкий,lemma_level_conflict,
бейк,бейка,mapped,байк
бейс,бейсбол; бейсболист; бейсболистка,new_root,бейс
бекар,бекар; дубль-бекар,new_root,бекар
бекеш,бекеша; бекешный,new_root,бекеш
бекон,бекон; беконизация; беконный,new_root,бекон
белендряс,белендрясы,new_root,белендряс
белиберд,белиберда,new_root,белиберд
белладонн,белладонна,new_root,белладонн
беллетрист,беллетристика; беллетрист; беллетристический,new_root,беллетрист
белорус,белорус; белоруска; западнобелорусский; по-белорусски,new_root,белорус
белудж,белуджский,new_root,белудж
бельведер,бельведер,new_root,бельведер
бельфлер,бельфлер; бельфлер-китайка,new_root,бельфлер
беляш,беляши,new_root,беляш
бен,нотабена; нотабене,new_root,бен
бенгал,бенгали; бенгалка,new_root,бенгал
бенгаль,бенгальский,new_root,бенгаль
бенедиктин,бенедиктин,new_root,бенедиктин
бенефис,бенефис; бенефисный,new_root,бенефис
бенефиц,бенефициант; бенефициантка,new_root,бенефиц
бенз,бензоколонка; бензобак; бензопила; бензовоз; бензозаправка; бензозаправочный; бензозаправщик; бензоловый; бензомоторный; бензонасос; бензонафтол; бензопровод; бензораздаточный; бензорез; бензоснабжение; бензосучкорезка; бензоуказатель; бензохранилище; бензоцистерна; бензоэлектрический; гексахлорбензол; коксобензол; метилбензол; спиртобензол,new_root,бенз
бензин,авиабензин; бензинка; бензинный; бензиноуловитель; бензинохранилище; газобензиновый; отбензинивание; полимербензин,new_root,бензин
бензоин,бензоиновый,new_root,бензоин
бензой,бензойный,new_root,бензой
бентос,фитобентос,new_root,бентос
бер,сберкнижка,mapped,берег-1
бербер,бербер,new_root,бербер
бергамот,бергамот; бергамотный,new_root,бергамот
берд,бердовый,mapped,бёрд
берданк,берданка,new_root,берданк
бердыш,бердыш,new_root,бердыш
берейтор,берейтор; берейторский,new_root,берейтор
берендей,берендей,new_root,берендей
бересклет,бересклет; бересклетовый,new_root,бересклет
берет,берет,new_root,берет
берилл,бериллий; берилл; бериллиевый; бериллизация; берилловый,new_root,берилл
беркел,беркелий,new_root,беркел
беркл,берклий,new_root,беркл
беркли,берклианство,new_root,беркли
беркут,беркут,new_root,беркут
берлин,берлина,new_root,берлин
берм,берма,new_root,берм
бернард,бернардинец,new_root,бернард
бернштейн,бернштейнианец; бернштейнианство,new_root,бернштейн
берсальер,берсальер,new_root,берсальер
бести,бестия; архибестия,new_root,бести
бестселлер,бестселлер,new_root,бестселлер
бета,бета-глобулин; бета-железо; бета-излучение; бета-лучи; бета-распад; бета-спектрометр; бета-спектроскопия; бета-терапия; бета-фильтр; бета-функция; бета-частицы; бетатрон; бетатронный,new_root,бета
бетон,бетонный; железобетон; пенобетон; бетономешалка; газобетон; бетонирование; бетонированный; асбестобетонный; асфальтобетон; асфальтобетонный; асфальтоглинобетон; базальтобетон; бетонировать; бетонировка; бетонит; бетонно-растворный; бетоновоз; бетонолом; бетононасос; бетоноукладчик; бетонщица; бутобетонный; гипсобетон; гипсобетонный; гипсошлакобетон; гипсошлакобетонный; грунтобетон; грунтобетонный; дегтебетон; деревобетон; деревобетонный; забетонированный; забетонировать; камнебетон; камнебетонный; керамзитобетон; керамзитобетонный; легкобетонный; пенобетонный; пенозолобетон; пеношлакобетон; пеношлакозолобетон; растворобетонный; силикатобетонный; сталебетон; сталебетонный; стекложелезобетон; струнобетон; струнобетонный; термозитобетон; туфобетон; цементобетон; шлакобетон; шлакобетонный; шприц-бетон,new_root,бетон
бефстроганов,бефстроганов,new_root,бефстроганов
бешбармак,бешбармак,new_root,бешбармак
бешмет,бешмет,new_root,бешмет
бештау,бештаунит,new_root,бештау
биатлон,биатлон; биатлонист,new_root,биатлон
библей,библейский,new_root,библей
библи,библиотека; библия; библиотечный; библиотекарша; библиография; библиофил; библиограф; библиолог; библиологический; библиоман; библиомания; библиотаф; библиотекарский; библиотековедение; библиотековедческий; библиофильский; критико-библиографический; справочно-библиографический,new_root,библи
бивак,бивак,new_root,бивак
бивач,бивачный,new_root,бивач
бигуд,термобигуди,new_root,бигуд
бизань,бизань; бизань-мачта,new_root,бизань
бизнес,бизнес; бизнесмен,new_root,бизнес
бизон,бизон; бизоний; бизоновый; зубробизон,new_root,бизон
бий,амфибийный,new_root,бий
бикс,бикс,new_root,бикс
бил,уробилин,new_root,бил
билатеральн,билатеральный,new_root,билатеральн
билирубин,билирубин; билирубинемия,new_root,билирубин
биллион,биллион; биллионный,new_root,биллион
билль,билль,new_root,билль
бильд,бильдаппарат,new_root,бильд
бильярд,бильярд; бильярдный; бильярдная,new_root,бильярд
бин,бинокль; бинокулярный,new_root,бин
биндюжник,биндюжник,new_root,биндюжник
био,биологический; биография; биология; биолог; антибиотик; биографический; биосфера; биохимический; биограф; биотехнология; микробиология; биомасса; биохимия; биоценоз; биосинтез; биохимик; медико-биологический; микробиолог; биогеоценоз; биостанция; биотехнологический; биомеханика; биопрепарат; биотоп; биогеохимический; биотопливо; биофизик; абиогенез; автобиографичный; агробиолог; агробиологический; агробиология; агробиоценоз; антибиотикоустойчивость; антибиотикоустойчивый; антибиотический; астробиология; биогенетический; биогеографический; биогеосфера; биогеохимия; биогидроакустика; биодатчик; биодинамика; биодинамический; биодоза; биоиндикатор; биоинженерия; биоинформация; биокатализ; биокатализатор; биоклиматический; биокосмический; биолит; биолого-почвенный; биолюминесценция; биометрия; биомеханический; биомицин; бионик; бионика; бионический; биономия; бионт; биоорганический; биоориентация; биопотенциал; биопсия; биореактор; биостимулирующий; биостимулятор; биостратиграфический; биостратиграфия; биотелеметрический; биотелеметрия; биотехнический; биотин; биотит; биотический; биотоки; биоуправление; биоуправляемый; биофармацевтический; биофармация; биофизический; биофильтр; биоценометр; биоцикл; биоэлектрический; биоэнергетика; гелиобиология; гидробиолог; гидробиологический; гидробиология; гнотобиология; гнотобиотика; клинико-биохимический; магнитобиология; радиобиолог; радиобиологический; радиобиология; хронобиология,lemma_level_conflict,
биоз,анабиоз,new_root,биоз
биос,аэробиос,new_root,биос
бирж,биржа; биржевик,new_root,бирж
бирм,бирманский; бирманец; бирманка,new_root,бирм
бирон,бироновщина,new_root,бирон
бис,бисировать,new_root,бис
бисквит,бисквит; бисквитный,new_root,бисквит
бисмут,бисмутит,new_root,бисмут
биссектрис,биссектриса,new_root,биссектрис
бистр,бистр,new_root,бистр
бит,бит-ансамбль; бит-группа; бит-музыка; килобит; четырехбитный,new_root,бит
битенг,битенг,new_root,битенг
битини,битиния,new_root,битини
битник,битник,new_root,битник
битум,битум; асбестобитум; асбестобитумный; битумизация; битуминизация; битумный; битумовоз; нефтебитум,new_root,битум
бифштекс,бифштекс,new_root,бифштекс
бихевиор,бихевиоризм,new_root,бихевиор
благовол,благоволить; благоволение; соблаговолить,new_root,благовол
благогов,благоговение; благоговеть,new_root,благогов
благодар,благодарность; благодарить; поблагодарить; благодарственный; благодарствовать; возблагодарить; возблагодаренный,new_root,благодар
благодат,благодатный,new_root,благодат
благодать,благодать,new_root,благодать
благоден,благоденствовать,new_root,благоден
благодуш,благодушный; благодушие; благодушествовать,new_root,благодуш
благолеп,благолепный,new_root,благолеп
благоображ,облагоображенный,new_root,благоображ
благообраз,благообразный; благообразие; благообразность; облагообразить; облагообразиться,new_root,благообраз
благополуч,благополучный; неблагополучный; неблагополучие,new_root,благополуч
благопристой,благопристойный,new_root,благопристой
благоприят,благоприятствовать; благоприятствование,new_root,благоприят
благоприятн,малоблагоприятный,new_root,благоприятн
благослов,благословение; благословенный; благословиться,new_root,благослов
благословл,благословлять; благословленный; благословляться,new_root,благословл
благосостояни,благосостояние,new_root,благосостояни
благотвор,благотворительность; благотворный; благотворитель; благотворение; благотворительница; ублаготворение; ублаготворенный; ублаготворить; ублаготвориться; ублаготворяться,new_root,благотвор
благоух,заблагоухать,new_root,благоух
благоуха,благоухать; благоухание; благоуханный,new_root,благоуха
благочест,благочестие,new_root,благочест
благочин,благочинный; благочиние,new_root,благочин
бланк,бланк; бланкизм; бланкистский; бланковый,new_root,бланк
бланоч,бланочный,new_root,бланоч
бланш,бланширование,new_root,бланш
бласт,фибробласт; бластома; бластомикоз; бластомогенный,new_root,бласт
блат,блат,new_root,блат
блек,блеклый; поблекнуть; блекло-голубой; блекло-зеленый; блекло-лиловый; блекло-сиреневый; блекнувший; поблеклый; поблекнувший,new_root,блек
блеф,блефовать,new_root,блеф
блещ,блещущий,mapped,блест
близк,неблизкий; близкородственный; близкостоящий,mapped,близ
блик,блик; бликовый,new_root,блик
блинд,блиндаж; блиндажный; блиндированный; блиндировать; блиндироваться,new_root,блинд
блинк,блинк-микроскоп,new_root,блинк
блинт,блинтование; блинтовать; блинтоваться,new_root,блинт
блиц,блиц; блицкриг; блицтурнир,new_root,блиц
блок,блокадный; блокирование; блокировка; блокироваться; энергоблок; блоковый; пищеблок; блок-схема; автоблокировочный; армоблок; блок-аппарат; блок-диаграмма; блок-контакт; блок-контактор; блок-маркер; блок-механизм; блок-сополимер; блок-участок; блокиратор; блокированный; блокировочный; блокообжимный; блокпостный; деблокировать; кильблок; разблокированный; разблокировать; самоблокировка; сблокированный; сблокироваться,new_root,блок
блондин,блондин; блондинистый,new_root,блондин
блоч,блочно-секционный; крупноблочный; шлакоблочный,new_root,блоч
блюм,блюм; блюминг; блюминг-слябинг; блюмингостроение,new_root,блюм
богадел,богаделенка; богаделка,new_root,богадель
богадель,богадельный,new_root,богадель
богар,богара; богарный,new_root,богар
богдыхан,богдыханский,new_root,богдыхан
богем,богемный; богемствующий,new_root,богем
боготвор,обоготворение; обоготворенный; обоготворить; обоготворяться,new_root,боготвор
бозе,бозе-жидкость; бозе-частица,new_root,бозе
боинг,боинг,new_root,боинг
бойкот,бойкот; бойкотировать; бойкотированный; бойкотироваться,new_root,бойкот
бойлер,бойлерная,new_root,бойлер
бойскаут,бойскаут; бойскаутский,new_root,бойскаут
бойч,бойче; бойчее,new_root,бойч
бокал,бокаловидный,new_root,бокал
бокаль,бокальчик,new_root,бокал
бокс,бокс; боксит; боксировать; по-боксерски,new_root,бокс
болгар,болгарский; болгарин; болгарка; болгаро-советский; болгаро-турецкий; венгеро-болгарский; древнеболгарский; по-болгарски; советско-болгарский; чехословацко-болгарский,new_root,болгар
боливи,боливиец,new_root,боливи
боливий,боливийка,new_root,боливи
болонк,болонка,new_root,болонк
болтай,шалтай-болтай,new_root,болтай
больн,душевнобольной,mapped,бол-1
бом,бом-брам-стеньга; бом-брамсель,new_root,бом
бомб,бомбежка; бомбить; бомбардировка; разбомбить; бомбовый; бомбардировочный; бомбометание; авиабомба; бомбаж; бомбарда; бомбардированный; бомбардироваться; бомбовоз; бомбодержатель; бомболюк; бомбомет; бомбометатель; бомбометчик; дальнебомбардировочный; отбомбиться; секс-бомба,new_root,бомб
бомбл,разбомбленный,new_root,бомб
бомж,бомж,new_root,бомж
бомонд,бомонд,new_root,бомонд
бон,бона,new_root,бон
бонапарт,бонапартистский,new_root,бонапарт
бонбоньероч,бонбоньерочный,new_root,бонбоньероч
бонвиван,бонвиван; бонвиванка,new_root,бонвиван
бонтон,бонтон; бонтонный,new_root,бонтон
борат,борат,new_root,борат
борд,бордовый,new_root,борд
бордель,бордель,new_root,бордель
бордо,бордоский,new_root,бордо
бордюр,бордюр; бордюрный,new_root,бордюр
борей,борей,new_root,борей
боржом,боржоми; боржом,new_root,боржом
бормоч,бормочущий,new_root,бормоч
борожд,взборожденный; изборожденный,mapped,борозд
босс,босс,new_root,босс
бостон,бостон; бостоновый; вальс-бостон,new_root,бостон
ботан,ботанический; ботаника; ботаник; агроботаника; агроботанический; ботанизирка; ботанизировать; ботанико-географический; геоботаника; геоботанический; палеоботанический; этноботаника; этноботанический,new_root,ботан
ботинк,ботинки; полуботинки,new_root,ботинк
ботиноч,ботиночки,new_root,ботиноч
ботфорт,ботфорты,new_root,ботфорт
боцман,боцман; боцманский,new_root,боцман
брав,бравый; бравада; бравурный; бравировать; браво; брависсимо,new_root,брав
брад,брадобрей,new_root,брей
бразил,бразилец,new_root,бразил
бразиль,бразильско-советский; бразильянка,new_root,бразил
браконьер,браконьер; браконьерство; браконьерский,new_root,браконьер
брам,бом-брам-стеньга; брам-стеньга,new_root,брам
брамсель,бом-брамсель; брамсельный,new_root,брамсель
бранд,брандспойт; брандвахтенный,new_root,бранд
брань,брань,mapped,бран
браслет,браслетик; браслетка; браслетный,new_root,браслет
брасс,брасс; брассист; брассистка,new_root,брасс
браунинг,браунинг,new_root,браунинг
брах,амфибрахический,new_root,брахий
брахи,брахикефалия; брахиозавр; брахицефалия,new_root,брахи
брахий,амфибрахий,new_root,брахий
брахман,брахман; брахманизм,new_root,брахман
брашпиль,брашпиль,new_root,брашпиль
брегет,брегет,new_root,брегет
брезент,брезентовый,new_root,брезент
брей,брадобрей,new_root,брей
брейд,брейд-вымпел,new_root,брейд
брейк,брейк,new_root,брейк
брелоч,брелочный,new_root,брелоч
брень,бренькать,new_root,брень
бретель,бретелька; бретель,new_root,бретель
бретер,бретер,new_root,бретер
бретон,бретонский; бретонец,new_root,бретон
брехер,штрейкбрехер; штрейкбрехерство,mapped,брех
бреш,брешущий,mapped,брех
брешь,брешь,new_root,брешь
бриг,комбриг,new_root,бриг
бригад,бригада; бригадный; агитбригада; бригадирский; бригадирство; бригадирствовать; бригадник; бригадно-звеньевой; внутрибригадный; индивидуально-бригадный; межбригадный; побригадно,new_root,бригад
бригантин,бригантина,new_root,бригантин
бридж,бридж; бриджи,new_root,бридж
бридинг,аутбридинг,new_root,бридинг
бриз,бриз,new_root,бриз
брикет,брикетирование; брикетированный; брикетировать; брикетироваться; брикетный; углебрикет,new_root,брикет
бриллиант,бриллиантовый; бриллиантик,new_root,бриллиант
брильянт,брильянтик; брильянтин; брильянтщик,new_root,брильянт
