Number,Lemma,PoS,reason,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,notes,roots
5448,всезнание,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5449,всезнающий,a,lemma_level_conflict,"вс,зна",зна(j),,Root-level mapping escalated вс to lemma-level conflict,
5450,всекитайский,a,lemma_level_conflict,"вс,китай",китай,,Root-level mapping escalated вс to lemma-level conflict,
5458,всемерно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5459,всемерный,a,lemma_level_conflict,"вс,мер",,мер => мер-1|мер-2|мер-3,Root-level mapping escalated вс to lemma-level conflict,
5461,всемирно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5462,всемирно-исторический,a,lemma_level_conflict,"вс,мир,истор",истор,мир => мир-1|мир-2,Root-level mapping escalated вс to lemma-level conflict,
5463,всемирный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5466,всенародно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5467,всенародный,a,lemma_level_conflict,"вс,народ",род,,Root-level mapping escalated вс to lemma-level conflict,
5469,всенощная,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5470,всенощный,a,lemma_level_conflict,"вс,нощ",нощ,,Root-level mapping escalated вс to lemma-level conflict,
5471,всеобщий,a,lemma_level_conflict,"вс,общ",общ,,Root-level mapping escalated вс to lemma-level conflict,
5472,всеобщность,s,lemma_level_conflict,"вс,общ",общ,,Root-level mapping escalated вс to lemma-level conflict,
5473,всеобъемлющий,a,lemma_level_conflict,"вс,объемл",объемл,,Root-level mapping escalated вс to lemma-level conflict,
5474,всеоружие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5475,всеохватный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5476,всеохватывающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5477,всепланетный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5478,всепобеждающий,a,lemma_level_conflict,"вс,побежд",бежд,,Root-level mapping escalated вс to lemma-level conflict,
5480,всепогодный,a,lemma_level_conflict,"вс,погод",год,,Root-level mapping escalated вс to lemma-level conflict,
5481,всепонимающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5482,всепроникающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5483,всепрощающий,a,lemma_level_conflict,"вс,прощ",прощ,,Root-level mapping escalated вс to lemma-level conflict,
5484,всепрощение,s,lemma_level_conflict,"вс,прощ",прощ,,Root-level mapping escalated вс to lemma-level conflict,
5485,всероссийский,a,lemma_level_conflict,"вс,россий",россий,,Root-level mapping escalated вс to lemma-level conflict,
5486,всерьез,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5489,всеславянский,a,lemma_level_conflict,"вс,слав",,слав => слав-1|слав-2,Root-level mapping escalated вс to lemma-level conflict,
5490,всесоюзный,a,lemma_level_conflict,"вс,союз",союз,,Root-level mapping escalated вс to lemma-level conflict,
5491,всесторонне,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5492,всесторонний,a,lemma_level_conflict,"вс,сторон",сторон,,Root-level mapping escalated вс to lemma-level conflict,
5493,всеуслышание,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5495,всецелый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5496,всечеловеческий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5497,всеядность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5498,всеядный,a,lemma_level_conflict,"вс,яд",яд,,Root-level mapping escalated вс to lemma-level conflict,
5519,вскочить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5530,вскрыша,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5560,вспомнить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5593,встревоженно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5601,встречаемость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5604,встречно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5608,встроиться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5665,вторично,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5666,вторичность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5669,второгодник,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5671,второклассник,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5674,второсортный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5675,второстепенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5676,вторсырье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5678,в-третьих,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5679,втридорога,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5696,вуду,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5697,вуз,s,lemma_level_conflict,з,,,Root-level mapping escalated з to lemma-level conflict,
5698,вузовский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5700,вулканический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5701,вульгарно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5708,входной,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5716,вчерась,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5721,в-четвертых,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5732,въедливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5753,выборгский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5757,выборочно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5835,выгодно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5836,выгодность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5838,выгодоприобретатель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5846,выгородка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5847,выгравировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5912,выебать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5924,выживаемость,s,lemma_level_conflict,жи,,,Conflicting automatic candidates across lemmas: жи|жил,
5930,выжидательно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5933,выжидающе,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5941,вызволение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5956,вызывающе,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
5993,выключиться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6030,вылазить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6063,выматериться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6081,вымолвить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6089,вымученно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6117,вынужденно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6164,выплескивать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6201,выпукло,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6207,выпускающий,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6228,выравненный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6237,выраженье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6239,выразительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6267,вырубиться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6286,высветить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6287,высветиться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6288,высвечивать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6289,высвечиваться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6339,высоко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6340,высокоблагородие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6341,высоковольтный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6342,высоко-высоко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6344,высокогорье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6346,высокоинтеллектуальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6348,высококвалифицированный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6349,высококлассный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6352,высокомерно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6355,высоконравственный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6357,высокооплачиваемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6359,высокопарно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6360,высокопарный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6361,высоко-петровский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6363,высокопревосходительство,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6364,высокопреосвященный,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6365,высокопреосвященство,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6366,высокопродуктивный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6368,высокопрофессиональный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6375,высокотехнологический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6376,высокотехнологичный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6378,высокоурожайный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6383,высокоэффективный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6389,высохший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6390,высочайше,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6401,выставка-ярмарка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6426,выступающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6500,выхлопной,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6504,выходит,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6525,вычислимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6542,вышагнуть,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6548,вышеозначенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6549,вышеописанный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6550,вышеперечисленный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6552,вышесказанное,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6554,вышестоящий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6567,вышколенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6575,выявить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6576,выявиться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6578,выявлять,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6581,выяснить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6582,выясниться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6587,вьетнамский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6591,вьюн,s,lemma_level_conflict,"вь,юн",юн,,Root-level mapping escalated вь to lemma-level conflict,
6592,вьюнок,s,lemma_level_conflict,"вь,юн",юн,,Root-level mapping escalated вь to lemma-level conflict,
6594,вьющийся,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6595,вэ,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6613,вяло,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6615,вялотекущий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6621,гаагский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6622,габардиновый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6624,габаритный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6626,гавайский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6631,гаврик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6633,гагаринский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6641,гаджет,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6645,гадко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6649,гадский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6651,гадюшник,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6655,газель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6657,газетенка,s,lemma_level_conflict,"газет,енк",газет,,Root-level mapping escalated енк to lemma-level conflict,
6658,газетка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6661,газик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6666,газоанализатор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6671,газодинамический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6672,газодобывающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6673,газоконденсатный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6675,газонный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6677,газообразный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6678,газоперекачивающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6679,газоперерабатывающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6680,газопровод,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6681,газораспределение,s,lemma_level_conflict,"газ,дел",газ,,Conflicting automatic candidates across lemmas: де(j)|дел,
6682,газораспределительный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6683,газоснабжающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6685,газотранспортный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6686,газотурбинный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6688,газпромовский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6689,гаишник,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6690,гаишный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6692,гайдаровский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6696,гайский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6702,галантерея,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6703,галантно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6710,галерист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6715,галилейский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6716,галилеянин,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6718,галифе,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6720,галл,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6722,галльский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6725,галогеновый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6731,галстучек,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6733,галушка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6735,гальванический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6741,гамбургер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6742,гамбургский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6743,гамлетизм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6745,гамма,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6750,ганноверский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6751,гантель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6756,гарантирование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6757,гарантированно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6761,гарантия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6762,гарбуз,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6763,гарвардский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6767,гардеробный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6768,гардеробщик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6769,гардеробщица,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6778,гармонически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6780,гармонично,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6783,гармония,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6784,гармонь,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6786,гарнизон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6792,гарпун,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6798,гасконец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6800,гастарбайтер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6805,гастроль,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6808,гастрономический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6810,гатчинский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6813,гауляйтер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6814,гауптвахта,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6822,гвоздик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6825,гвоздь,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6826,гебист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6827,гегелевский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6828,гегемон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6833,гей,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6839,гексоген,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6840,гектар,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6841,гелевый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6844,гель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6846,гемагглютинин,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6847,гемагглютинирующий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6848,гематома,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6850,гемодиализ,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6853,гемофилия,s,lemma_level_conflict,"гем,фил",гем,,Root-level mapping escalated фил to lemma-level conflict,
6855,генацвале,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6856,гендерный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6857,гендиректор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6858,гендриков,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6861,генез,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6867,генерализовать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6874,генеральный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6879,генерация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6880,генерировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6881,генерироваться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6884,генетически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6885,генетический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6886,гениально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6890,гениталии,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6891,генитальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6893,генный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6895,геномика,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6896,геномный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6898,генотипирование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6902,генподрядчик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6903,генпрокурор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6906,генуэзский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6909,генштабовский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6911,географически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6916,геодинамический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6917,геоинформатика,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6918,геоинформационный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6919,геоинформация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6920,геолог,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6923,геолого-геофизический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6924,геолого-минералогический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6926,геологоразведочный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6928,геолого-экономический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6930,геометрически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6935,геополитический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6938,геосистема,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6939,геосреда,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6940,геостационарный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6941,геостратегический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6946,геохимический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6948,геоэкологический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6950,гепарин,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6952,гепатоцит,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6957,гербалайф,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6959,гербицид,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6961,геркулес,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6962,геркулесов,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6963,германец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6965,германский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6966,гермафродит,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6969,герметизировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6971,герметически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6973,герметично,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6979,героиновый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6981,героически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6984,герой-любовник,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6985,геройски,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6988,герольд,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6989,герпес,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6990,герпесвирусный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6991,герпетический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6992,герр,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6994,герцог,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6995,герцогиня,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6997,гестапо,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
6998,гестаповец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7000,гетевский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7002,гетерогенность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7004,гетерологичный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7005,гетеросексуальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7007,гетто,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7008,гефсиманский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7010,гжель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7011,гиалуроновый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7017,гибко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7022,гибридизация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7024,гибридома,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7025,гигант,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7030,гид,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7032,гидравлика,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7034,гидрат,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7036,гидратированный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7037,гидрогель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7038,гидрогеологический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7044,гидроколлоид,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7047,гидроксильный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7048,гидролиз,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7049,гидролизат,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
7052,гидрологический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
