Number,Lemma,imageability,emotional_valence,is_profane
7658,господствующий,,,
7655,господский,,,
7652,господень,,,
9342,документ,,,
9349,документация,,,
9347,документальный,,,
9345,документально,,,
9352,документированный,,,
9351,документирование,,,
9350,документик,,,
9343,документалист,,,
9344,документалистика,,,
9348,документарный,,,
33011,приобрести,,,
33013,приобретать,,,
33015,приобретение,,,
24118,обрести,,,
13165,изобретение,,,
13157,изобрести,,,
24119,обретать,,,
13158,изобретатель,,,
13164,изобретать,,,
24121,обретение,,,
18606,материал,,,
18614,материально,,,
18608,материализм,,,
18611,материалист,,,
18609,материализовать,,,
18613,материаловедение,,,
18616,материальность,,,
36589,реальный,,,
36588,реальность,,,
36587,реально,,,
22711,нереальный,,,
13784,ирреальный,,,
42022,сцена,,,
42023,сценарий,,,
42026,сценический,,,
42024,сценарист,,,
42027,сценка,,,
13587,инсценировка,,,
13586,инсценировать,,,
9226,догадаться,,,
9230,догадываться,,,
10849,загадочный,,,
10846,загадка,,,
44001,угадать,,,
9227,догадка,,,
6638,гадать,,,
35346,разгадать,,,
44003,угадывать,,,
44004,угадываться,,,
27153,партия,,,
27141,партиец,,,
32996,принцип,,,
33000,принципиальный,,,
32998,принципиально,,,
32999,принципиальность,,,
2124,беспринципный,,,
32997,принципал,,,
2123,беспринципность,,,
22575,непринципиальный,,,
42204,тайна,,,
42208,тайный,,,
42190,таинственный,,,
42193,таиться,,,
42192,таить,,,
42191,таинство,,,
12083,затаиться,,,
42198,тайком,,,
42205,тайник,,,
5640,втайне,,,
28706,плечо,,,
32121,предплечье,,,
28702,плечевой,,,
29575,подоплека,,,
28704,плечико,,,
28705,плечистый,,,
28703,плечики,,,
11711,заплечный,,,
40751,сплеча,,,
42613,теплый,,,
42588,тепло,,,
42594,тепловой,,,
42606,теплота,,,
26521,оттепель,,,
42584,теплиться,,,
42585,теплица,,,
31513,потеплеть,,,
31512,потепление,,,
42612,теплушка,,,
35554,разлука,,,
35557,разлучить,,,
26141,отлучаться,,,
26143,отлучить,,,
26144,отлучиться,,,
22675,неразлучный,,,
26145,отлучка,,,
26142,отлучение,,,
35556,разлучаться,,,
35555,разлучать,,,
40655,специальный,,,
40653,специально,,,
40654,специальность,,,
45436,федерация,,,
23907,обнаружить,,,
21071,наружу,,,
21070,наружный,,,
23905,обнаруживать,,,
39807,снаружи,,,
23904,обнаружение,,,
23908,обнаружиться,,,
23906,обнаруживаться,,,
21069,наружность,,,
21067,наружка,,,
39367,слабый,,,
39362,слабость,,,
39355,слабо,,,
36238,расслабиться,,,
25571,ослабить,,,
25572,ослабление,,,
25570,ослабеть,,,
39349,слабеть,,,
25575,ослабнуть,,,
36244,расслабляться,,,
44122,удар,,,
44124,ударить,,,
44127,ударный,,,
44125,удариться,,,
44128,ударять,,,
44123,ударение,,,
44126,ударник,,,
44129,ударяться,,,
15940,контрудар,,,
1873,безударный,,,
13533,иногда,,,
13538,инок,,,
27696,переиначить,,,
13552,иноческий,,,
13539,инокиня,,,
27695,переиначивать,,,
36658,регион,,,
36660,региональный,,,
18820,межрегиональный,,,
41702,субрегиональный,,,
36659,регионал,,,
35863,район,,,
35865,районный,,,
19190,микрорайон,,,
35864,районирование,,,
18818,межрайонный,,,
35866,районо,,,
43460,трогать,,,
43169,трагический,,,
43485,тронуть,,,
43486,тронуться,,,
43459,трогательный,,,
12171,затронуть,,,
12158,затрагивать,,,
31596,потрогать,,,
9665,дотронуться,,,
22937,нетронутый,,,
7488,гора,,,
7568,горный,,,
7538,горка,,,
7556,горничная,,,
7555,горница,,,
32653,пригорок,,,
7528,горец,,,
7569,горняк,,,
20388,нагорный,,,
32053,предгорье,,,
9557,дорогой,,,
9554,дорого,,,
21810,недорогой,,,
9564,дорожить,,,
21809,недорого,,,
29580,подорожать,,,
9556,дороговизна,,,
9563,дорожать,,,
44202,удорожание,,,
9555,дороговатый,,,
45318,факт,,,
45319,фактически,,,
45320,фактический,,,
31455,постфактум,,,
45322,фактологический,,,
8960,директор,,,
8968,дирекция,,,
8963,директорский,,,
8966,директорша,,,
8964,директорство,,,
8961,директорат,,,
8965,директорствовать,,,
40556,союз,,,
40557,союзник,,,
40560,союзный,,,
40559,союзнический,,,
40558,союзница,,,
39536,сломать,,,
17891,ломать,,,
23834,обломок,,,
27786,перелом,,,
39537,сломаться,,,
17888,лом,,,
17892,ломаться,,,
39538,сломить,,,
35549,разлом,,,
30464,поломать,,,
40184,солнце,,,
40183,солнечный,,,
40188,солнышко,,,
29743,подсолнечный,,,
29744,подсолнух,,,
29742,подсолнечник,,,
40181,солнечно,,,
4055,вздохнуть,,,
25968,отдохнуть,,,
4054,вздох,,,
3593,вдохновение,,,
5898,выдохнуть,,,
11027,задохнуться,,,
38395,сдохнуть,,,
3602,вдохнуть,,,
3598,вдохновить,,,
3600,вдохновлять,,,
46481,художник,,,
46479,художественный,,,
46482,художница,,,
46480,художество,,,
46477,художественно,,,
46478,художественность,,,
46483,художнический,,,
23471,нынешний,,,
23470,ныне,,,
23472,нынче,,,
26210,отныне,,,
30858,поныне,,,
9492,доныне,,,
23357,нона,,,
23358,нонешний,,,
23360,нонче,,,
3111,будущее,,,
3112,будущий,,,
21898,незабудка,,,
3113,будущность,,,
48358,энергия,,,
48353,энергетический,,,
48351,энергетика,,,
48357,энергичный,,,
48355,энергично,,,
48350,энергетик,,,
48360,энергоемкий,,,
48361,энергоемкость,,,
48352,энергетически,,,
48354,энергический,,,
9604,достаточно,,,
21819,недостаточно,,,
21820,недостаточность,,,
32098,предостаточно,,,
40229,сон,,,
39852,сниться,,,
40237,сонный,,,
33168,присниться,,,
2171,бессонница,,,
2172,бессонный,,,
40236,сонно,,,
40858,спросонья,,,
9033,диссонанс,,,
40233,сонливость,,,
45608,финансовый,,,
45599,финансирование,,,
45609,финансы,,,
45600,финансировать,,,
45601,финансироваться,,,
45602,финансист,,,
34496,профинансировать,,,
45603,финансово,,,
36994,рефинансирование,,,
21852,недофинансирование,,,
39815,сначала,,,
13125,изначально,,,
14613,касаться,,,
16285,коснуться,,,
32837,прикосновение,,,
32838,прикоснуться,,,
32801,прикасаться,,,
40298,соприкосновение,,,
22559,неприкосновенность,,,
40297,соприкасаться,,,
22560,неприкосновенный,,,
14609,касание,,,
48555,эффективный,,,
48552,эффект,,,
48554,эффективность,,,
48553,эффективно,,,
48558,эффектный,,,
23148,неэффективный,,,
48556,эффектно,,,
23147,неэффективность,,,
23146,неэффективно,,,
48557,эффектность,,,
12109,затем,,,
46693,церковь,,,
46692,церковный,,,
46682,церка,,,
46684,церквушка,,,
46685,церковка,,,
46683,церква,,,
46686,церковник,,,
46691,церковность,,,
5242,воцерковление,,,
13569,институт,,,
13571,институтский,,,
13570,институтка,,,
21512,небо,,,
21498,небесный,,,
21517,небосвод,,,
21515,небожитель,,,
29509,поднебесный,,,
29510,поднебесье,,,
21511,небный,,,
29508,поднебесная,,,
41361,столкнуться,,,
41033,сталкиваться,,,
41359,столкновение,,,
42916,толкнуть,,,
42953,толчок,,,
42913,толкать,,,
29805,подталкивать,,,
29822,подтолкнуть,,,
26529,оттолкнуть,,,
26511,отталкивать,,,
8119,давление,,,
8116,давить,,,
29150,подавлять,,,
29144,подавить,,,
35415,раздавить,,,
5860,выдавить,,,
29146,подавление,,,
32671,придавить,,,
10970,задавить,,,
8117,давиться,,,
47190,член,,,
47200,членство,,,
47192,членик,,,
36473,расчленение,,,
36474,расчленить,,,
47199,членский,,,
6538,вычленить,,,
40542,сочленение,,,
47191,членение,,,
6539,вычленять,,,
19153,миг,,,
18712,мгновение,,,
19308,миновать,,,
19321,минувший,,,
29486,подмигнуть,,,
18714,мгновенный,,,
19156,мигать,,,
29485,подмигивать,,,
19328,минуть,,,
4484,вмиг,,,
41930,сухой,,,
41923,сухо,,,
41946,суша,,,
41922,сухарь,,,
6388,высохнуть,,,
41950,сушить,,,
11992,засохнуть,,,
28015,пересохнуть,,,
40486,сохнуть,,,
41952,сушка,,,
41065,стараться,,,
31379,постараться,,,
41060,старание,,,
41064,старательный,,,
28026,перестараться,,,
36279,расстараться,,,
41063,старательность,,,
41061,старатель,,,
17691,лист,,,
17702,листок,,,
17693,листва,,,
17704,листочек,,,
17692,листать,,,
17700,листовка,,,
17698,листик,,,
17694,лиственница,,,
27779,перелистывать,,,
30332,полистать,,,
44057,угол,,,
44067,уголок,,,
44070,угольный,,,
44023,угловой,,,
44022,угловатый,,,
28131,период,,,
28134,периодически,,,
28135,периодический,,,
28136,периодичность,,,
28133,периодика,,,
28132,периодизация,,,
25708,осторожно,,,
25710,осторожный,,,
41441,стража,,,
41400,сторож,,,
25709,осторожность,,,
21212,насторожиться,,,
21208,настороженно,,,
41440,страж,,,
21205,настораживать,,,
21211,насторожить,,,
6983,герой,,,
6980,героиня,,,
6982,героический,,,
6976,героизм,,,
6981,героически,,,
6987,геройство,,,
6986,геройский,,,
6985,геройски,,,
6977,героика,,,
755,антигерой,,,
26914,палец,,,
26939,пальчик,,,
26938,пальцевой,,,
1978,берег,,,
20220,набережная,,,
28831,побережье,,,
32513,прибрежный,,,
1980,береговой,,,
1678,безбрежный,,,
1988,бережок,,,
25740,острый,,,
25720,остро,,,
25735,острота,,,
24051,обострение,,,
30890,поощрять,,,
13192,изощренный,,,
25717,острие,,,
30886,поощрение,,,
11607,заостренный,,,
24055,обостриться,,,
20151,мыть,,,
20129,мыло,,,
6098,вымыть,,,
30744,помойка,,,
20153,мыться,,,
39782,смыть,,,
30788,помыть,,,
44569,умыться,,,
34005,промыть,,,
19599,мойка,,,
26840,ощущение,,,
26838,ощущать,,,
26837,ощутить,,,
26839,ощущаться,,,
26836,ощутимый,,,
26835,ощутимо,,,
22378,неощутимый,,,
32116,предощущение,,,
4524,внешний,,,
4520,внешне,,,
4525,внешность,,,
12978,извне,,,
4594,вовне,,,
3180,бумага,,,
3181,бумажка,,,
3183,бумажный,,,
3182,бумажник,,,
3184,бумажонка,,,
9907,дурак,,,
9927,дурной,,,
9906,дура,,,
9909,дурацкий,,,
9912,дурачок,,,
32707,придурок,,,
9931,дурочка,,,
9934,дурь,,,
9926,дурно,,,
9922,дурить,,,
14315,камень,,,
14311,каменный,,,
14325,камешек,,,
14340,камушек,,,
24806,окаменеть,,,
14307,каменистый,,,
14314,каменщик,,,
14308,каменка,,,
14336,камский,,,
14306,каменеть,,,
42657,терпеть,,,
42655,терпение,,,
31519,потерпеть,,,
22919,нетерпение,,,
42653,терпеливо,,,
22917,нетерпеливо,,,
31518,потерпевший,,,
42654,терпеливый,,,
22918,нетерпеливый,,,
32440,претерпеть,,,
41308,стихи,,,
41306,стих,,,
41315,стиховой,,,
42469,телефон,,,
42474,телефонный,,,
42471,телефонист,,,
42476,телефончик,,,
43520,трубка,,,
43516,труба,,,
43525,трубочка,,,
43522,трубный,,,
43519,трубить,,,
43518,трубач,,,
43527,трубчатый,,,
36404,раструб,,,
27291,патрубок,,,
34454,протрубить,,,
18849,мелкий,,,
18877,мелочь,,,
18884,мельница,,,
18834,мел,,,
18890,мельчайший,,,
19673,молоть,,,
13089,измельчить,,,
18876,мелочный,,,
26158,отмель,,,
13088,измельчение,,,
19530,мобильный,,,
19528,мобильник,,,
19529,мобильность,,,
19522,мобила,,,
998,армия,,,
994,армейский,,,
993,армеец,,,
11653,запах,,,
27310,пахнуть,,,
36055,распахнуть,,,
36056,распахнуться,,,
27314,пахучий,,,
36053,распахивать,,,
34061,пропахнуть,,,
36054,распахиваться,,,
30905,попахивать,,,
20995,нараспашку,,,
34481,профессиональный,,,
34482,профессия,,,
34475,профессионал,,,
34477,профессионализм,,,
34479,профессионально,,,
22630,непрофессиональный,,,
22628,непрофессионал,,,
22629,непрофессионализм,,,
34476,профессионализация,,,
34478,профессионалка,,,
31939,праздник,,,
31943,праздничный,,,
44729,упражнение,,,
31946,праздновать,,,
31945,празднование,,,
31950,праздный,,,
44732,упразднить,,,
26300,отпраздновать,,,
31938,празднество,,,
31094,порожний,,,
6454,вытереть,,,
6464,вытирать,,,
41301,стирать,,,
41242,стереть,,,
31515,потереть,,,
42622,тереть,,,
41303,стирка,,,
41298,стиральный,,,
31538,потирать,,,
34358,протереть,,,
47264,чудо,,,
47255,чудесный,,,
47267,чудовищный,,,
47265,чудовище,,,
47263,чудный,,,
33408,причудливый,,,
47250,чудак,,,
47269,чудом,,,
47258,чудиться,,,
31781,почудиться,,,
11343,зал,,,
11344,зала,,,
11401,зальчик,,,
11400,зальце,,,
5192,восторг,,,
43065,торжественный,,,
43066,торжество,,,
43063,торжественно,,,
5196,восторженный,,,
5663,вторжение,,,
43067,торжествовать,,,
5194,восторженно,,,
36377,расторжение,,,
5193,восторгаться,,,
10216,естественно,,,
10220,естественный,,,
10221,естество,,,
21871,неестественный,,,
10219,естественность,,,
46809,чай,,,
26578,отчаяние,,,
26581,отчаянный,,,
26579,отчаянно,,,
23114,нечаянно,,,
26583,отчаяться,,,
21571,невзначай,,,
23115,нечаянный,,,
46871,чаяние,,,
46872,чаять,,,
9693,дочь,,,
9690,дочка,,,
9686,дочерний,,,
9684,доченька,,,
9692,дочурка,,,
9683,доча,,,
26868,падчерица,,,
44214,удочерение,,,
9691,дочкин,,,
44215,удочерить,,,
435,активный,,,
434,активность,,,
422,актив,,,
425,активизация,,,
430,активист,,,
426,активизировать,,,
424,активация,,,
13621,интерактивный,,,
428,активированный,,,
429,активировать,,,
28754,плотный,,,
5292,вплоть,,,
28759,плоть,,,
28752,плотно,,,
5025,воплощение,,,
28753,плотность,,,
5291,вплотную,,,
5021,воплотить,,,
5023,воплощать,,,
5022,воплотиться,,,
15386,колено,,,
30152,поколение,,,
15382,коленка,,,
15385,коленный,,,
15389,коленчатый,,,
15388,коленце,,,
20681,наколенник,,,
29396,подколенный,,,
45434,федеральный,,,
45435,федеративный,,,
3842,веселый,,,
3840,весело,,,
3843,веселье,,,
3839,веселиться,,,
21561,невеселый,,,
28929,повеселеть,,,
3838,веселить,,,
35281,развеселиться,,,
35280,развеселить,,,
3841,веселость,,,
47286,чужой,,,
47280,чуждый,,,
26609,отчуждение,,,
47275,чужак,,,
47276,чужбина,,,
47285,чужое,,,
26611,отчужденность,,,
26610,отчужденно,,,
26612,отчужденный,,,
26606,отчудить,,,
12688,золотой,,,
12682,золото,,,
12677,золотистый,,,
12694,золоченый,,,
30036,позолотить,,,
30035,позолота,,,
12679,золотиться,,,
12558,златой,,,
12678,золотить,,,
12557,злато,,,
9413,доля,,,
32341,преодолеть,,,
32340,преодоление,,,
32338,преодолевать,,,
24676,одолеть,,,
22531,непреодолимый,,,
24675,одолевать,,,
9410,долька,,,
22282,неодолимый,,,
23600,обездолить,,,
44098,угроза,,,
7895,грозить,,,
7899,грозный,,,
44095,угрожать,,,
7893,гроза,,,
7898,грозно,,,
32667,пригрозить,,,
44096,угрожающе,,,
29116,погрозить,,,
44097,угрожающий,,,
30076,пока,,,
30093,покамест,,,
30214,покуль,,,
13946,испугаться,,,
34764,пугать,,,
13943,испуганно,,,
13942,испуг,,,
20972,напугать,,,
13944,испуганный,,,
34765,пугаться,,,
13945,испугать,,,
27946,перепугать,,,
27947,перепугаться,,,
18674,махнуть,,,
18670,махать,,,
35567,размах,,,
35568,размахивать,,,
26154,отмахнуться,,,
30682,помахать,,,
11424,замахать,,,
4089,взмахнуть,,,
33960,промах,,,
39627,смахивать,,,
301,администрация,,,
298,административный,,,
299,администратор,,,
302,администрирование,,,
292,административно,,,
300,администраторша,,,
42671,территория,,,
42670,территориальный,,,
42669,территориально,,,
34749,публика,,,
25290,опубликовать,,,
34751,публикация,,,
34752,публиковать,,,
34753,публиковаться,,,
25289,опубликование,,,
22315,неопубликованный,,,
34750,публикатор,,,
40696,спина,,,
40697,спинка,,,
40699,спинной,,,
40695,спин,,,
40701,спиновый,,,
45589,фильм,,,
29930,пожар,,,
10273,жара,,,
10281,жаркий,,,
10282,жарко,,,
10272,жар,,,
29934,пожарный,,,
10276,жареный,,,
10277,жарить,,,
29933,пожарник,,,
29330,поджарить,,,
26816,ошибка,,,
26815,ошибиться,,,
26814,ошибаться,,,
26820,ошибочный,,,
6559,вышибить,,,
26818,ошибочно,,,
45266,ушибить,,,
45265,ушиб,,,
1850,безошибочный,,,
42063,сшибить,,,
46855,частый,,,
12289,зачастую,,,
46851,частота,,,
46840,частенько,,,
46854,частушка,,,
46869,чаща,,,
23112,нечасто,,,
12288,зачастить,,,
45200,участиться,,,
46852,частотный,,,
24501,огонь,,,
24500,огонек,,,
24479,огненный,,,
24473,огневой,,,
24487,огниво,,,
24354,объект,,,
24363,объектный,,,
36573,реализация,,,
36576,реализовать,,,
36577,реализоваться,,,
36574,реализм,,,
36586,реалия,,,
36582,реалистический,,,
36572,реал,,,
36578,реализовывать,,,
36580,реалист,,,
40524,соцреализм,,,
46539,царь,,,
46530,царский,,,
46535,царство,,,
46527,царить,,,
46528,царица,,,
5240,воцариться,,,
46522,царевич,,,
46536,царствование,,,
46534,царствие,,,
46533,царственный,,,
48743,яркий,,,
48744,ярко,,,
48764,ярость,,,
48762,яростно,,,
48763,яростный,,,
48738,яр,,,
48767,ярый,,,
48752,яркость,,,
23152,неяркий,,,
35839,разъяренный,,,
6451,вытащить,,,
42345,тащить,,,
42322,таскать,,,
6449,вытаскивать,,,
31500,потащить,,,
33269,притащить,,,
42346,тащиться,,,
41161,стащить,,,
12093,затащить,,,
45042,утащить,,,
1300,база,,,
1315,базовый,,,
1312,базироваться,,,
1311,базирование,,,
1313,базис,,,
1314,базисный,,,
27480,перебазироваться,,,
23698,обида,,,
23700,обидеться,,,
23699,обидеть,,,
23708,обижаться,,,
23701,обидно,,,
23707,обижать,,,
23702,обидный,,,
1814,безобидный,,,
23709,обиженно,,,
23710,обиженный,,,
23348,номер,,,
23349,номерной,,,
23350,номерок,,,
4822,возмутиться,,,
39763,смутный,,,
20089,мутный,,,
39765,смущать,,,
39761,смутиться,,,
4824,возмущаться,,,
4825,возмущение,,,
39760,смутить,,,
4821,возмутить,,,
39767,смущение,,,
46672,цепь,,,
46671,цепочка,,,
5713,вцепиться,,,
46669,цепляться,,,
12278,зацепиться,,,
46670,цепной,,,
12277,зацепить,,,
42033,сцепление,,,
46665,цепкий,,,
26746,оцепенение,,,
13999,истина,,,
14002,истинный,,,
30064,поистине,,,
13996,истец,,,
14000,истинно,,,
4877,воистину,,,
22026,неистовый,,,
14001,истинность,,,
22023,неистово,,,
14007,истово,,,
8693,десяток,,,
8691,десятка,,,
8679,десятая,,,
8692,десятник,,,
8689,десятина,,,
8690,десятичный,,,
3575,вдесятеро,,,
44156,удесятерить,,,
23391,нос,,,
23404,носок,,,
23402,носовой,,,
23393,носик,,,
27844,переносица,,,
23392,носатый,,,
27848,переносье,,,
29522,подносик,,,
641,анализ,,,
643,анализировать,,,
33444,проанализировать,,,
644,анализироваться,,,
642,анализатор,,,
6318,выскочить,,,
5519,вскочить,,,
39009,скакать,,,
29717,подскочить,,,
6314,выскакивать,,,
5499,вскакивать,,,
34206,проскочить,,,
39060,скачок,,,
26430,отскочить,,,
40379,соскочить,,,
10821,завтра,,,
10822,завтрак,,,
10825,завтрашний,,,
10823,завтракать,,,
20563,назавтра,,,
29974,позавтракать,,,
31286,послезавтрашний,,,
19624,молитва,,,
19631,молиться,,,
44541,умолять,,,
19630,молить,,,
4093,взмолиться,,,
19694,мольба,,,
19627,молитвенный,,,
23013,неумолимый,,,
30749,помолиться,,,
19615,молебен,,,
19818,мороз,,,
19814,мороженое,,,
11456,замерзнуть,,,
18942,мерзкий,,,
19825,морозный,,,
11513,заморозить,,,
18938,мерзавец,,,
18946,мерзнуть,,,
18948,мерзость,,,
11454,замерзать,,,
17823,ловить,,,
44426,уловить,,,
17830,ловушка,,,
17826,ловкий,,,
22122,неловкость,,,
22120,неловкий,,,
22996,неуловимый,,,
44400,улавливать,,,
17829,ловля,,,
17828,ловкость,,,
19247,милый,,,
19245,милость,,,
19212,миленький,,,
30725,помиловать,,,
44495,умиление,,,
19243,милостивый,,,
19209,милая,,,
19233,мило,,,
19211,милейший,,,
19244,милостыня,,,
43053,торговля,,,
43056,торговый,,,
43049,торговать,,,
43047,торг,,,
43051,торговец,,,
43050,торговаться,,,
43052,торговка,,,
43048,торгаш,,,
31566,поторговаться,,,
6470,выторговать,,,
24031,оборудование,,,
40255,сооружение,,,
25444,орудие,,,
24032,оборудовать,,,
40252,соорудить,,,
25446,орудовать,,,
25445,орудийный,,,
40253,сооружать,,,
27852,переоборудовать,,,
27851,переоборудование,,,
17082,кусок,,,
17083,кусочек,,,
11334,закусить,,,
17077,кусать,,,
13860,искушение,,,
44395,укусить,,,
11337,закусывать,,,
27763,перекусить,,,
44394,укус,,,
26093,откусить,,,
31607,потрясти,,,
43595,трястись,,,
31602,потрясать,,,
43594,трясти,,,
31605,потрясение,,,
43597,тряхнуть,,,
31604,потрясающий,,,
41623,стряхнуть,,,
5613,встряхнуть,,,
12183,затрястись,,,
31956,практика,,,
31964,практический,,,
31959,практиковать,,,
31960,практиковаться,,,
31962,практицизм,,,
12161,затрата,,,
45132,утратить,,,
43272,тратить,,,
31571,потратить,,,
45131,утрата,,,
43271,трата,,,
43273,тратиться,,,
12162,затратить,,,
45133,утрачивать,,,
14054,истратить,,,
31831,поэт,,,
31837,поэтический,,,
31834,поэтесса,,,
31835,поэтика,,,
31840,поэтичный,,,
31839,поэтичность,,,
45826,фотография,,,
45813,фото,,,
45823,фотографировать,,,
45834,фотомодель,,,
45838,фотопортрет,,,
45841,фоторобот,,,
45816,фотоателье,,,
45847,фотохудожник,,,
45817,фотобиеннале,,,
45819,фотовспышка,,,
45939,функция,,,
45935,функциональный,,,
45937,функционирование,,,
45938,функционировать,,,
45936,функционер,,,
45932,функционально,,,
45933,функциональность,,,
9048,дисфункция,,,
45931,функционал,,,
43179,традиция,,,
43178,традиционный,,,
43176,традиционно,,,
22933,нетрадиционный,,,
43174,традиционалист,,,
43173,традиционализм,,,
43175,традиционалистский,,,
43177,традиционность,,,
7886,гроб,,,
41736,сугроб,,,
7812,гребень,,,
7715,грабить,,,
29104,погреб,,,
24519,ограбить,,,
7713,грабитель,,,
7831,грести,,,
24520,ограбление,,,
29107,погребение,,,
17324,левый,,,
39413,слева,,,
20727,налево,,,
4428,влево,,,
17323,левша,,,
17309,левак,,,
17316,лево,,,
17310,леветь,,,
17312,левизна,,,
30386,полковник,,,
30382,полк,,,
29621,подполковник,,,
30390,полковой,,,
25172,ополчение,,,
30630,полчище,,,
25171,ополченец,,,
25173,ополчиться,,,
30387,полковничий,,,
30389,полководческий,,,
15395,колесо,,,
15505,кольцо,,,
15511,коляска,,,
15397,колея,,,
15504,кольцевой,,,
15396,колечко,,,
15394,колесный,,,
24854,околица,,,
15393,колесница,,,
15507,кольчуга,,,
5375,врач,,,
5376,врачебный,,,
5380,врачиха,,,
5379,врачевать,,,
5377,врачевание,,,
5378,врачеватель,,,
36322,рассыпаться,,,
31483,посыпаться,,,
42108,сыпаться,,,
6440,высыпать,,,
40279,сопка,,,
31482,посыпать,,,
42107,сыпать,,,
36321,рассыпать,,,
21255,насыпь,,,
37299,россыпь,,,
16575,крест,,,
24900,окрестность,,,
27745,перекресток,,,
16586,крестный,,,
16601,крещение,,,
16581,креститься,,,
24901,окрестный,,,
39258,скрестить,,,
16580,крестить,,,
27743,перекреститься,,,
17566,лечение,,,
17415,лекарство,,,
17567,лечить,,,
17414,лекарственный,,,
17568,лечиться,,,
17565,лечебный,,,
6041,вылечить,,,
17416,лекарь,,,
21989,неизлечимый,,,
17562,лечебница,,,
39816,снег,,,
39829,снежный,,,
11977,заснеженный,,,
39830,снежок,,,
39826,снежинка,,,
39819,снеговой,,,
29729,подснежник,,,
39817,снегирь,,,
39827,снежник,,,
2163,бесснежный,,,
20010,мука,,,
20111,мучить,,,
20109,мучительный,,,
20108,мучительно,,,
20112,мучиться,,,
20100,мучаться,,,
20101,мучение,,,
20102,мученик,,,
11541,замучить,,,
13114,измучить,,,
34538,процент,,,
34539,процентный,,,
2139,беспроцентный,,,
22633,непроцентный,,,
3328,бюджет,,,
3331,бюджетный,,,
3330,бюджетник,,,
4495,внебюджетный,,,
18783,межбюджетный,,,
7633,госбюджет,,,
3329,бюджетирование,,,
9403,доллар,,,
9404,долларовый,,,
41527,стремиться,,,
41528,стремление,,,
41526,стремительный,,,
44998,устремиться,,,
44997,устремить,,,
45002,устремляться,,,
44999,устремление,,,
41525,стремительность,,,
45000,устремленность,,,
45001,устремлять,,,
38723,серьезный,,,
38722,серьезность,,,
22770,несерьезный,,,
37473,рыба,,,
37474,рыбак,,,
37486,рыбный,,,
37484,рыбка,,,
37475,рыбалка,,,
37481,рыбий,,,
37476,рыбацкий,,,
37482,рыбина,,,
37478,рыбачить,,,
37480,рыбешка,,,
17658,линия,,,
17656,линейный,,,
17653,линейка,,,
22116,нелинейный,,,
13173,изолиния,,,
17654,линейно,,,
17655,линейность,,,
22115,нелинейность,,,
35534,разлиновать,,,
12482,зеленый,,,
12483,зелень,,,
12479,зеленоватый,,,
12477,зеленеть,,,
12485,зелье,,,
24753,озеленение,,,
30012,позеленеть,,,
11105,зазеленеть,,,
12484,зело,,,
24754,озеленить,,,
23734,обком,,,
15513,ком,,,
15622,комок,,,
15579,комический,,,
39172,скомкать,,,
15560,коми,,,
15623,комочек,,,
15562,комик,,,
15581,комичный,,,
15514,кома,,,
41229,степень,,,
31392,постепенный,,,
41226,степенно,,,
41228,степенный,,,
41227,степенной,,,
25695,остепениться,,,
10400,жесткий,,,
10404,жестокий,,,
10401,жестко,,,
10406,жестокость,,,
10405,жестоко,,,
10403,жесткость,,,
24705,ожесточенный,,,
44259,ужесточение,,,
10407,жесточайший,,,
24702,ожесточение,,,
27015,пара,,,
27131,парочка,,,
20851,напарник,,,
27107,парный,,,
30900,попарно,,,
20852,напарница,,,
40581,спарить,,,
27106,парность,,,
40580,спаривание,,,
45630,фирма,,,
45633,фирменный,,,
45632,фирмач,,,
45634,фирмочка,,,
10323,железный,,,
10325,железо,,,
10319,железка,,,
10329,железяка,,,
10320,железно,,,
10318,железистый,,,
10324,железняк,,,
19303,министр,,,
48119,экс-министр,,,
19302,министерша,,,
6653,газ,,,
6670,газовый,,,
6665,газификация,,,
6669,газовик,,,
6662,газированный,,,
6664,газировка,,,
8384,дегазация,,,
6654,газануть,,,
6663,газировать,,,
10851,загазованность,,,
2021,беседа,,,
39892,собеседник,,,
2023,беседовать,,,
2022,беседка,,,
28834,побеседовать,,,
39894,собеседование,,,
39893,собеседница,,,
30982,попробовать,,,
33475,пробовать,,,
33445,проба,,,
33474,пробный,,,
25237,опробовать,,,
33459,пробирка,,,
13940,испробовать,,,
27933,перепробовать,,,
25236,опробование,,,
33476,пробоваться,,,
36808,река,,,
37032,речка,,,
37034,речной,,,
37036,речушка,,,
11861,заречный,,,
37033,речник,,,
18798,междуречье,,,
11862,заречье,,,
33120,приречный,,,
37035,речонка,,,
24364,объем,,,
24369,объемный,,,
24365,объемистый,,,
24368,объемность,,,
24367,объемно,,,
16800,крутой,,,
16795,крутить,,,
16796,крутиться,,,
16799,круто,,,
39289,скрутить,,,
30201,покрутить,,,
11305,закрутить,,,
36015,раскрутить,,,
11306,закрутиться,,,
16794,крутизна,,,
3880,ветер,,,
3886,ветерок,,,
3893,ветреный,,,
3897,ветровой,,,
5796,выветриться,,,
3901,ветряной,,,
33518,проветривание,,,
33519,проветривать,,,
1683,безветренный,,,
33521,проветрить,,,
28541,плакать,,,
11700,заплакать,,,
28636,плач,,,
36086,расплакаться,,,
30933,поплакать,,,
25133,оплакивать,,,
28639,плачущий,,,
11699,заплаканный,,,
28638,плачевный,,,
28542,плакаться,,,
38760,сжечь,,,
11076,зажечь,,,
10413,жечь,,,
11081,зажигалка,,,
