Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane
48558,эффектный,a,11.1,97,93,662,эффект,241.6,3,5,0
23148,неэффективный,a,6.0,64,89,450,эффект,241.6,1,1,0
48556,эффектно,adv,3.9,92,93,301,эффект,241.6,1,1,0
23147,неэффективность,s,1.9,51,86,153,эффект,241.6,1,1,0
23146,неэффективно,adv,1.2,45,85,97,эффект,241.6,1,1,0
48557,эффектность,s,0.4,26,81,32,эффект,241.6,1,4,0
12109,затем,adv,241.3,100,96,7088,затем,241.3,1,3,0
46693,церковь,s,178.6,100,85,2384,церкв,241.0,5,4,0
46692,церковный,a,46.0,98,85,1044,церкв,241.0,3,4,0
46682,церка,s,7.9,3,1,4,церкв,241.0,4,3,0
46684,церквушка,s,1.3,60,89,93,церкв,241.0,5,4,0
46685,церковка,s,1.0,43,84,59,церкв,241.0,5,4,0
46683,церква,s,0.8,32,81,48,церкв,241.0,4,4,0
46686,церковник,s,0.8,42,84,51,церкв,241.0,3,3,0
46691,церковность,s,0.7,26,74,47,церкв,241.0,1,3,0
5242,воцерковление,s,0.5,24,75,34,церкв,241.0,2,4,0
13569,институт,s,226.5,100,94,5848,институт,240.6,5,3,0
13571,институтский,a,7.3,91,90,314,институт,240.6,3,3,0
13570,институтка,s,0.5,21,52,25,институт,240.6,4,3,0
21512,небо,s,187.6,100,94,3396,неб,238.8,5,5,0
21498,небесный,a,33.7,100,89,1241,неб,238.8,4,5,0
21517,небосвод,s,2.0,68,87,134,неб,238.8,5,5,0
21515,небожитель,s,1.9,66,85,115,неб,238.8,4,4,0
29509,поднебесный,a,1.9,66,83,109,неб,238.8,3,4,0
29510,поднебесье,s,1.5,49,84,95,неб,238.8,4,4,0
21511,небный,a,0.5,8,19,8,неб,238.8,2,3,0
29508,поднебесная,s,0.5,31,80,40,неб,238.8,3,4,0
41361,столкнуться,v,29.8,100,96,1671,талк,238.0,4,2,0
41033,сталкиваться,v,25.0,100,95,1475,талк,238.0,4,2,0
41359,столкновение,s,21.7,98,94,1103,талк,238.0,4,1,0
42916,толкнуть,v,20.0,95,90,795,талк,238.0,4,2,0
42953,толчок,s,18.6,99,95,903,талк,238.0,4,3,0
42913,толкать,v,18.5,98,94,919,талк,238.0,4,2,0
29805,подталкивать,v,9.2,97,94,582,талк,238.0,3,3,0
29822,подтолкнуть,v,9.1,99,94,567,талк,238.0,4,3,0
26529,оттолкнуть,v,8.0,91,90,429,талк,238.0,4,2,0
26511,отталкивать,v,6.2,95,93,408,талк,238.0,3,2,0
8119,давление,s,67.2,99,90,2556,дав-1,236.5,1,2,0
8116,давить,v,24.6,100,94,1091,дав-1,236.5,3,2,0
29150,подавлять,v,22.9,99,93,1428,дав-1,236.5,2,1,0
29144,подавить,v,13.6,99,95,712,дав-1,236.5,3,2,0
35415,раздавить,v,12.1,96,92,615,дав-1,236.5,4,1,0
5860,выдавить,v,9.3,90,91,478,дав-1,236.5,4,2,0
29146,подавление,s,8.8,87,87,472,дав-1,236.5,1,1,0
32671,придавить,v,7.1,89,91,405,дав-1,236.5,4,2,0
10970,задавить,v,6.0,96,94,397,дав-1,236.5,4,1,0
8117,давиться,v,5.0,79,90,323,дав-1,236.5,3,2,0
47190,член,s,207.4,100,93,6078,член,236.5,2,3,0
47200,членство,s,5.7,77,89,314,член,236.5,1,3,0
47192,членик,s,3.2,6,2,6,член,236.5,4,3,0
36473,расчленение,s,2.3,62,84,127,член,236.5,3,1,0
36474,расчленить,v,2.2,76,90,168,член,236.5,4,1,0
47199,членский,a,2.2,68,89,147,член,236.5,2,3,0
6538,вычленить,v,1.4,69,88,117,член,236.5,2,3,0
40542,сочленение,s,1.4,50,71,85,член,236.5,2,3,0
47191,членение,s,1.3,26,72,51,член,236.5,1,3,0
6539,вычленять,v,0.7,37,83,53,член,236.5,2,3,0
19153,миг,s,55.9,100,91,1318,мг,236.3,3,3,0
18712,мгновение,s,55.1,100,92,1471,мг,236.3,2,3,0
19308,миновать,v,28.0,100,94,1191,мг,236.3,3,3,0
19321,минувший,a,22.7,98,90,1537,мг,236.3,1,3,0
29486,подмигнуть,v,13.5,76,88,514,мг,236.3,4,4,0
18714,мгновенный,a,11.3,99,94,641,мг,236.3,1,3,0
19156,мигать,v,7.3,85,90,424,мг,236.3,4,3,0
29485,подмигивать,v,6.6,86,90,375,мг,236.3,4,4,0
19328,минуть,v,6.2,96,88,348,мг,236.3,3,3,0
4484,вмиг,adv,5.4,81,89,294,мг,236.3,1,3,0
41930,сухой,a,83.0,100,96,2529,сох-2,236.1,4,3,0
41923,сухо,adv,14.5,92,90,600,сох-2,236.1,1,3,0
41946,суша,s,9.7,98,94,537,сох-2,236.1,4,3,0
41922,сухарь,s,7.3,88,89,323,сох-2,236.1,5,3,0
6388,высохнуть,v,7.0,93,92,435,сох-2,236.1,3,2,0
41950,сушить,v,6.4,99,92,379,сох-2,236.1,4,3,0
11992,засохнуть,v,6.1,88,91,394,сох-2,236.1,3,2,0
28015,пересохнуть,v,5.3,74,88,313,сох-2,236.1,3,2,0
40486,сохнуть,v,4.8,88,91,294,сох-2,236.1,3,2,0
41952,сушка,s,4.7,83,85,229,сох-2,236.1,5,3,0
41065,стараться,v,172.8,100,96,4402,стара,235.4,1,4,0
31379,постараться,v,45.2,100,95,1923,стара,235.4,1,4,0
41060,старание,s,9.5,97,95,617,стара,235.4,1,4,0
41064,старательный,a,3.6,87,91,254,стара,235.4,2,4,0
28026,перестараться,v,1.8,65,90,136,стара,235.4,1,2,0
36279,расстараться,v,1.0,43,84,69,стара,235.4,1,4,0
41063,старательность,s,0.8,47,87,67,стара,235.4,1,4,0
41061,старатель,s,0.7,33,79,43,стара,235.4,4,3,0
17691,лист,s,127.6,100,92,2933,лист,234.9,4,3,0
17702,листок,s,29.0,99,92,913,лист,234.9,5,4,0
17693,листва,s,14.1,97,93,645,лист,234.9,5,4,0
17704,листочек,s,10.4,99,93,514,лист,234.9,5,4,0
17692,листать,v,9.4,92,92,534,лист,234.9,4,3,0
17700,листовка,s,8.7,93,91,367,лист,234.9,5,2,0
17698,листик,s,4.6,82,75,203,лист,234.9,5,4,0
17694,лиственница,s,4.1,67,82,138,лист,234.9,5,4,0
27779,перелистывать,v,3.9,87,91,249,лист,234.9,4,3,0
30332,полистать,v,3.8,83,91,267,лист,234.9,4,3,0
44057,угол,s,168.1,100,95,3539,угл-1,234.8,4,3,0
44067,уголок,s,32.2,99,96,1490,угл-1,234.8,5,4,0
44070,угольный,a,13.5,96,85,471,угл-1,234.8,4,3,0
44023,угловой,a,7.4,98,88,396,угл-1,234.8,4,3,0
44022,угловатый,a,4.0,83,85,225,угл-1,234.8,3,2,0
28131,период,s,204.2,100,90,6662,период,234.5,1,3,0
28134,периодически,adv,13.2,99,92,851,период,234.5,1,3,0
28135,периодический,a,9.6,85,88,604,период,234.5,1,3,0
28136,периодичность,s,3.4,75,87,238,период,234.5,1,3,0
28133,периодика,s,2.4,65,87,155,период,234.5,1,3,0
28132,периодизация,s,1.7,19,53,42,период,234.5,1,3,0
25708,осторожно,adv,69.8,100,91,1786,стерег,234.2,1,4,0
25710,осторожный,a,24.3,100,95,1183,стерег,234.2,1,4,0
41441,стража,s,15.6,97,85,586,стерег,234.2,4,3,0
41400,сторож,s,14.4,95,91,566,стерег,234.2,5,3,0
25709,осторожность,s,11.1,100,95,664,стерег,234.2,1,4,0
21212,насторожиться,v,8.9,82,89,416,стерег,234.2,3,2,0
21208,настороженно,adv,7.0,89,92,399,стерег,234.2,3,2,0
41440,страж,s,6.3,92,91,363,стерег,234.2,4,3,0
21205,настораживать,v,5.3,95,93,365,стерег,234.2,2,2,0
21211,насторожить,v,5.3,94,93,354,стерег,234.2,3,2,0
6983,герой,s,184.0,100,93,3957,геро(j),233.8,4,5,0
6980,героиня,s,20.7,97,90,750,геро(j),233.8,4,5,0
6982,героический,a,14.8,97,94,754,геро(j),233.8,3,5,0
6976,героизм,s,5.3,94,93,316,геро(j),233.8,2,5,0
6981,героически,adv,2.4,78,91,177,геро(j),233.8,3,5,0
6987,геройство,s,1.5,60,89,104,геро(j),233.8,2,5,0
6986,геройский,a,1.4,56,87,100,геро(j),233.8,3,5,0
6985,геройски,adv,0.9,48,86,68,геро(j),233.8,3,5,0
6977,героика,s,0.7,38,82,49,геро(j),233.8,2,4,0
755,антигерой,s,0.4,22,77,28,геро(j),233.8,3,2,0
26914,палец,s,219.1,100,92,3040,пал-3,233.5,5,3,0
26939,пальчик,s,10.4,92,91,515,пал-3,233.5,5,4,0
26938,пальцевой,a,0.4,11,48,13,пал-3,233.5,3,3,0
1978,берег,s,164.7,100,94,2868,берег-2,230.6,5,4,0
20220,набережная,s,27.9,98,91,958,берег-2,230.6,5,4,0
28831,побережье,s,14.7,98,93,688,берег-2,230.6,5,4,0
32513,прибрежный,a,8.5,97,93,421,берег-2,230.6,4,3,0
1980,береговой,a,8.1,93,85,346,берег-2,230.6,4,3,0
1678,безбрежный,a,2.2,78,91,155,берег-2,230.6,4,4,0
1988,бережок,s,1.6,60,86,106,берег-2,230.6,5,4,0
25740,острый,a,85.1,100,97,3134,вастр,230.0,4,3,0
25720,остро,adv,20.2,99,96,1184,вастр,230.0,3,3,0
25735,острота,s,12.8,99,95,753,вастр,230.0,2,3,0
24051,обострение,s,8.8,90,92,563,вастр,230.0,2,2,0
30890,поощрять,v,8.0,98,94,533,вастр,230.0,2,4,0
13192,изощренный,a,6.6,94,93,432,вастр,230.0,2,3,0
25717,острие,s,6.5,93,89,345,вастр,230.0,5,3,0
30886,поощрение,s,6.2,94,89,401,вастр,230.0,2,4,0
11607,заостренный,a,5.4,63,28,101,вастр,230.0,4,3,0
24055,обостриться,v,4.7,97,93,349,вастр,230.0,2,2,0
20151,мыть,v,28.8,98,93,1169,мо(j),228.3,5,3,0
20129,мыло,s,16.6,100,92,718,мо(j),228.3,5,3,0
6098,вымыть,v,13.6,98,91,702,мо(j),228.3,5,3,0
30744,помойка,s,9.8,89,92,491,мо(j),228.3,5,1,0
20153,мыться,v,8.3,94,92,440,мо(j),228.3,4,3,0
39782,смыть,v,7.1,95,93,444,мо(j),228.3,4,3,0
30788,помыть,v,6.8,91,90,400,мо(j),228.3,4,3,0
44569,умыться,v,6.5,86,90,361,мо(j),228.3,4,3,0
34005,промыть,v,6.4,95,81,314,мо(j),228.3,4,3,0
19599,мойка,s,5.9,93,81,249,мо(j),228.3,4,3,0
26840,ощущение,s,103.3,100,96,3122,ощут,228.3,1,3,0
26838,ощущать,v,55.9,100,95,1889,ощут,228.3,2,3,0
26837,ощутить,v,35.9,100,93,1291,ощут,228.3,2,3,0
26839,ощущаться,v,12.9,99,96,802,ощут,228.3,1,3,0
26836,ощутимый,a,10.8,99,95,778,ощут,228.3,2,3,0
26835,ощутимо,adv,4.2,93,94,315,ощут,228.3,1,3,0
22378,неощутимый,a,0.7,42,86,54,ощут,228.3,1,3,0
32116,предощущение,s,0.7,42,85,55,ощут,228.3,1,3,0
4524,внешний,a,140.3,100,92,4801,вн,228.2,2,3,0
4520,внешне,adv,24.2,100,95,1235,вн,228.2,1,3,0
4525,внешность,s,24.2,100,95,1009,вн,228.2,3,3,0
12978,извне,adv,8.3,98,92,552,вн,228.2,2,3,0
4594,вовне,adv,2.4,78,89,163,вн,228.2,2,3,0
3180,бумага,s,155.8,100,96,3570,бумаг,228.1,5,3,0
3181,бумажка,s,37.8,97,92,1211,бумаг,228.1,5,3,0
3183,бумажный,a,21.9,100,96,1036,бумаг,228.1,4,3,0
3182,бумажник,s,7.3,76,86,276,бумаг,228.1,5,3,0
3184,бумажонка,s,0.4,21,78,23,бумаг,228.1,5,2,0
9907,дурак,s,69.8,97,92,1729,дур,227.9,2,1,1
9927,дурной,a,31.1,100,94,1261,дур,227.9,2,2,0
9906,дура,s,29.5,91,89,852,дур,227.9,2,1,1
9909,дурацкий,a,23.9,93,92,907,дур,227.9,2,1,1
9912,дурачок,s,7.7,85,89,391,дур,227.9,2,2,1
32707,придурок,s,7.0,78,87,294,дур,227.9,2,1,1
9931,дурочка,s,6.1,77,88,294,дур,227.9,2,2,1
9934,дурь,s,5.8,85,91,299,дур,227.9,2,2,0
9926,дурно,adv,4.8,92,93,313,дур,227.9,1,2,0
9922,дурить,v,3.7,75,90,248,дур,227.9,2,2,0
14315,камень,s,131.9,100,95,2922,кам,227.5,5,3,0
14311,каменный,a,55.5,100,94,1607,кам,227.5,4,3,0
14325,камешек,s,8.1,97,91,396,кам,227.5,5,3,0
14340,камушек,s,6.3,88,80,264,кам,227.5,5,3,0
24806,окаменеть,v,5.7,83,91,341,кам,227.5,4,2,0
14307,каменистый,a,5.5,92,92,302,кам,227.5,4,3,0
14314,каменщик,s,3.2,71,85,149,кам,227.5,4,3,0
14308,каменка,s,2.0,47,79,62,кам,227.5,3,3,0
14336,камский,a,1.7,45,80,87,кам,227.5,1,3,0
14306,каменеть,v,1.2,61,89,97,кам,227.5,4,2,0
42657,терпеть,v,53.7,100,95,1861,терп,226.9,2,2,0
42655,терпение,s,22.0,100,95,1077,терп,226.9,1,4,0
31519,потерпеть,v,19.1,99,96,1023,терп,226.9,2,2,0
22919,нетерпение,s,16.5,100,93,796,терп,226.9,1,2,0
42653,терпеливо,adv,15.4,94,93,784,терп,226.9,2,4,0
22917,нетерпеливо,adv,11.3,79,88,428,терп,226.9,2,2,0
31518,потерпевший,s,10.8,90,55,322,терп,226.9,2,2,0
42654,терпеливый,a,7.0,95,93,447,терп,226.9,2,4,0
22918,нетерпеливый,a,6.4,93,91,374,терп,226.9,2,2,0
32440,претерпеть,v,6.3,94,92,485,терп,226.9,1,2,0
41308,стихи,s,157.0,100,90,1861,стих,226.2,2,4,0
41306,стих,s,11.2,95,89,367,стих,226.2,2,4,0
41315,стиховой,a,0.6,24,74,28,стих,226.2,1,3,0
42469,телефон,s,167.8,100,94,3648,телефон,225.8,5,3,0
42474,телефонный,a,53.3,100,95,1715,телефон,225.8,3,3,0
42471,телефонист,s,1.6,46,81,64,телефон,225.8,4,3,0
42476,телефончик,s,1.3,50,85,85,телефон,225.8,5,4,0
43520,трубка,s,101.7,100,92,1616,труб,225.8,5,3,0
43516,труба,s,82.1,100,95,2194,труб,225.8,5,3,0
43525,трубочка,s,8.2,97,92,431,труб,225.8,5,3,0
43522,трубный,a,5.1,91,85,228,труб,225.8,3,3,0
43519,трубить,v,3.4,81,91,229,труб,225.8,4,3,0
43518,трубач,s,2.2,65,83,101,труб,225.8,4,3,0
43527,трубчатый,a,1.8,54,74,93,труб,225.8,4,3,0
36404,раструб,s,1.3,50,84,83,труб,225.8,4,3,0
27291,патрубок,s,0.9,39,76,53,труб,225.8,4,3,0
34454,протрубить,v,0.7,39,84,55,труб,225.8,4,3,0
18849,мелкий,a,108.5,100,97,3627,мал-4,224.9,2,3,0
18877,мелочь,s,39.6,100,96,1681,мал-4,224.9,3,3,0
18884,мельница,s,10.5,96,88,393,мал-4,224.9,5,3,0
18834,мел,s,8.1,92,87,385,мал-4,224.9,5,3,0
18890,мельчайший,a,7.2,97,95,467,мал-4,224.9,2,3,0
19673,молоть,v,3.7,76,89,248,мал-4,224.9,4,3,0
13089,измельчить,v,3.6,68,77,153,мал-4,224.9,4,3,0
18876,мелочный,a,3.5,91,93,241,мал-4,224.9,1,2,0
26158,отмель,s,3.5,65,85,152,мал-4,224.9,4,3,0
13088,измельчение,s,2.6,26,70,66,мал-4,224.9,2,3,0
19530,мобильный,a,24.0,96,93,1062,мобиль,224.6,2,3,0
19528,мобильник,s,5.1,75,87,194,мобиль,224.6,5,3,0
19529,мобильность,s,3.4,61,84,230,мобиль,224.6,1,3,0
19522,мобила,s,0.7,32,79,51,мобиль,224.6,4,3,0
998,армия,s,186.4,100,92,3483,арм,224.4,4,2,0
994,армейский,a,23.3,99,93,923,арм,224.4,3,2,0
993,армеец,s,2.4,54,85,100,арм,224.4,4,3,0
11653,запах,s,94.1,100,93,2122,пах-1,223.8,3,3,0
27310,пахнуть,v,67.2,99,92,1694,пах-1,223.8,3,3,0
36055,распахнуть,v,30.1,93,90,941,пах-1,223.8,4,3,0
36056,распахнуться,v,10.8,88,89,487,пах-1,223.8,4,3,0
27314,пахучий,a,4.6,79,89,265,пах-1,223.8,4,3,0
36053,распахивать,v,3.7,83,91,265,пах-1,223.8,4,3,0
34061,пропахнуть,v,3.2,72,89,222,пах-1,223.8,3,2,0
36054,распахиваться,v,3.1,77,90,213,пах-1,223.8,4,3,0
30905,попахивать,v,2.3,74,90,169,пах-1,223.8,2,2,0
20995,нараспашку,adv,2.2,77,90,156,пах-1,223.8,4,3,0
34481,профессиональный,a,101.5,100,92,4043,професси,222.4,1,4,0
34482,профессия,s,59.3,100,94,2279,професси,222.4,2,3,0
34475,профессионал,s,32.4,100,93,1618,професси,222.4,2,4,0
34477,профессионализм,s,11.0,94,91,723,професси,222.4,1,4,0
34479,профессионально,adv,10.9,98,94,726,професси,222.4,1,4,0
22630,непрофессиональный,a,2.2,80,90,176,професси,222.4,1,2,0
22628,непрофессионал,s,1.0,47,86,78,професси,222.4,1,2,0
22629,непрофессионализм,s,0.9,46,86,76,професси,222.4,1,2,0
34476,профессионализация,s,0.8,30,74,44,професси,222.4,1,3,0
34478,профессионалка,s,0.5,26,81,34,професси,222.4,2,3,0
31939,праздник,s,115.0,100,95,3597,поражн,222.2,4,5,0
31943,праздничный,a,26.8,100,96,1348,поражн,222.2,3,5,0
44729,упражнение,s,24.3,99,91,830,поражн,222.2,3,3,0
31946,праздновать,v,12.1,100,93,752,поражн,222.2,4,5,0
31945,празднование,s,8.8,91,89,583,поражн,222.2,3,5,0
31950,праздный,a,6.2,93,94,405,поражн,222.2,2,2,0
44732,упразднить,v,5.0,89,92,341,поражн,222.2,1,2,0
26300,отпраздновать,v,4.1,89,93,293,поражн,222.2,4,5,0
31938,празднество,s,3.1,89,91,199,поражн,222.2,4,5,0
31094,порожний,a,2.1,75,89,135,поражн,222.2,3,3,0
6454,вытереть,v,16.8,91,89,683,тер-1,221.0,4,3,0
6464,вытирать,v,15.5,93,90,717,тер-1,221.0,4,3,0
41301,стирать,v,13.8,98,93,716,тер-1,221.0,4,3,0
41242,стереть,v,11.1,98,94,610,тер-1,221.0,4,3,0
31515,потереть,v,10.0,86,88,438,тер-1,221.0,4,3,0
42622,тереть,v,8.6,99,92,498,тер-1,221.0,4,3,0
41303,стирка,s,7.7,91,83,350,тер-1,221.0,4,3,0
41298,стиральный,a,7.2,92,87,373,тер-1,221.0,3,3,0
31538,потирать,v,7.0,84,89,395,тер-1,221.0,4,3,0
34358,протереть,v,6.9,87,90,372,тер-1,221.0,4,3,0
47264,чудо,s,85.4,100,94,2676,чуд-1,221.0,3,5,0
47255,чудесный,a,31.4,99,95,1315,чуд-1,221.0,2,5,0
47267,чудовищный,a,22.3,99,95,970,чуд-1,221.0,3,1,0
47265,чудовище,s,11.9,95,90,463,чуд-1,221.0,5,1,0
47263,чудный,a,11.3,96,93,600,чуд-1,221.0,2,4,0
33408,причудливый,a,9.8,99,95,600,чуд-1,221.0,3,3,0
47250,чудак,s,9.5,94,92,445,чуд-1,221.0,3,2,0
47269,чудом,adv,8.4,93,93,492,чуд-1,221.0,1,4,0
47258,чудиться,v,7.0,87,88,315,чуд-1,221.0,2,3,0
31781,почудиться,v,6.2,75,89,313,чуд-1,221.0,2,3,0
11343,зал,s,206.3,100,95,3980,зал,220.7,4,3,0
11344,зала,s,4.3,85,91,231,зал,220.7,4,3,0
11401,зальчик,s,1.1,51,86,68,зал,220.7,4,3,0
11400,зальце,s,0.5,19,59,21,зал,220.7,4,3,0
5192,восторг,s,56.2,99,95,1807,торг-2,220.3,2,5,0
43065,торжественный,a,30.7,100,95,1459,торг-2,220.3,2,4,0
43066,торжество,s,29.0,100,94,1374,торг-2,220.3,3,5,0
43063,торжественно,adv,22.3,100,94,1033,торг-2,220.3,2,4,0
5196,восторженный,a,12.8,97,94,639,торг-2,220.3,2,5,0
5663,вторжение,s,10.7,98,91,570,торг-2,220.3,4,1,0
43067,торжествовать,v,9.3,96,93,561,торг-2,220.3,3,4,0
5194,восторженно,adv,7.8,92,92,423,торг-2,220.3,2,5,0
36377,расторжение,s,6.2,62,53,186,торг-2,220.3,1,2,0
5193,восторгаться,v,4.1,89,91,253,торг-2,220.3,2,5,0
10216,естественно,adv,100.8,100,96,4030,ес-1,220.0,1,3,0
10220,естественный,a,98.7,100,93,3831,ес-1,220.0,2,4,0
10221,естество,s,4.8,87,80,250,ес-1,220.0,1,3,0
21871,неестественный,a,4.4,93,93,300,ес-1,220.0,2,2,0
10219,естественность,s,4.0,82,89,241,ес-1,220.0,1,4,0
46809,чай,s,106.8,100,93,2178,ча(j)-2,219.3,5,4,0
26578,отчаяние,s,38.1,100,93,1274,ча(j)-2,219.3,2,1,0
26581,отчаянный,a,22.4,98,94,1024,ча(j)-2,219.3,3,2,0
26579,отчаянно,adv,16.6,98,92,743,ча(j)-2,219.3,2,2,0
23114,нечаянно,adv,8.1,92,90,414,ча(j)-2,219.3,1,3,0
26583,отчаяться,v,5.7,97,93,398,ча(j)-2,219.3,2,1,0
21571,невзначай,adv,4.6,86,90,292,ча(j)-2,219.3,1,3,0
23115,нечаянный,a,3.4,79,88,203,ча(j)-2,219.3,1,3,0
46871,чаяние,s,3.4,85,92,251,ча(j)-2,219.3,1,3,0
46872,чаять,v,3.3,85,91,232,ча(j)-2,219.3,1,3,0
9693,дочь,s,142.4,100,95,2662,доч,218.5,3,4,0
9690,дочка,s,54.1,97,93,1557,доч,218.5,3,5,0
9686,дочерний,a,9.5,82,89,516,доч,218.5,1,3,0
9684,доченька,s,4.2,69,79,175,доч,218.5,3,5,0
9692,дочурка,s,3.2,58,47,92,доч,218.5,3,5,0
9683,доча,s,1.3,35,60,54,доч,218.5,3,4,0
26868,падчерица,s,1.3,45,80,59,доч,218.5,3,2,0
44214,удочерение,s,0.9,19,61,27,доч,218.5,2,4,0
9691,дочкин,a,0.8,43,84,53,доч,218.5,1,3,0
44215,удочерить,v,0.8,45,85,56,доч,218.5,2,4,0
435,активный,a,85.7,100,91,4309,актив,218.2,2,4,0
434,активность,s,58.5,100,83,2084,актив,218.2,1,4,0
422,актив,s,32.7,90,89,1100,актив,218.2,1,3,0
425,активизация,s,7.3,72,86,498,актив,218.2,1,4,0
430,активист,s,6.3,88,90,407,актив,218.2,2,3,0
426,активизировать,v,4.9,71,89,388,актив,218.2,1,3,0
424,активация,s,3.7,29,71,153,актив,218.2,1,3,0
13621,интерактивный,a,3.4,49,81,176,актив,218.2,2,3,0
428,активированный,a,1.6,40,71,65,актив,218.2,1,3,0
429,активировать,v,1.3,35,75,73,актив,218.2,1,3,0
28754,плотный,a,37.5,100,95,1524,плот-2,217.8,3,3,0
5292,вплоть,adv,33.6,100,94,1976,плот-2,217.8,1,3,0
28759,плоть,s,26.9,96,85,974,плот-2,217.8,4,3,0
28752,плотно,adv,23.4,100,94,1079,плот-2,217.8,2,3,0
5025,воплощение,s,20.6,98,89,1071,плот-2,217.8,2,3,0
28753,плотность,s,20.0,90,78,801,плот-2,217.8,1,3,0
5291,вплотную,adv,15.5,98,94,828,плот-2,217.8,2,3,0
5021,воплотить,v,11.1,96,92,774,плот-2,217.8,2,4,0
5023,воплощать,v,5.8,89,91,403,плот-2,217.8,2,4,0
5022,воплотиться,v,4.2,89,89,298,плот-2,217.8,2,4,0
15386,колено,s,102.8,100,92,2028,колен,216.3,5,3,0
30152,поколение,s,96.2,100,94,3571,колен,216.3,1,3,0
15382,коленка,s,12.6,90,91,587,колен,216.3,5,3,0
15385,коленный,a,1.9,65,84,102,колен,216.3,3,3,0
15389,коленчатый,a,1.2,36,73,57,колен,216.3,3,3,0
15388,коленце,s,0.8,44,84,60,колен,216.3,3,3,0
20681,наколенник,s,0.4,29,81,32,колен,216.3,4,3,0
29396,подколенный,a,0.4,12,29,12,колен,216.3,2,3,0
45434,федеральный,a,208.9,88,80,5181,федер,216.0,1,3,0
45435,федеративный,a,6.4,71,80,241,федер,216.0,1,3,0
3842,веселый,a,97.7,99,94,2515,весел-1,215.9,2,5,0
3840,весело,adv,59.2,99,92,1606,весел-1,215.9,2,5,0
3843,веселье,s,14.2,97,95,738,весел-1,215.9,3,5,0
3839,веселиться,v,11.0,97,94,620,весел-1,215.9,4,5,0
21561,невеселый,a,5.4,87,91,340,весел-1,215.9,2,2,0
28929,повеселеть,v,4.6,73,89,281,весел-1,215.9,2,4,0
3838,веселить,v,3.4,86,92,242,весел-1,215.9,2,4,0
35281,развеселиться,v,2.8,58,86,177,весел-1,215.9,3,5,0
35280,развеселить,v,2.4,76,90,181,весел-1,215.9,2,5,0
3841,веселость,s,2.3,71,90,165,весел-1,215.9,2,4,0
47286,чужой,a,159.6,100,95,3627,чуд-2,215.8,2,2,0
47280,чуждый,a,22.4,99,94,1106,чуд-2,215.8,1,2,0
26609,отчуждение,s,8.5,96,87,429,чуд-2,215.8,1,1,0
47275,чужак,s,4.4,94,92,270,чуд-2,215.8,3,2,0
47276,чужбина,s,2.7,80,88,176,чуд-2,215.8,3,2,0
47285,чужое,s,2.4,81,92,193,чуд-2,215.8,1,2,0
26611,отчужденность,s,2.0,73,90,147,чуд-2,215.8,1,2,0
26610,отчужденно,adv,1.5,58,89,110,чуд-2,215.8,1,2,0
26612,отчужденный,a,1.5,63,89,117,чуд-2,215.8,1,2,0
26606,отчудить,v,1.2,65,87,95,чуд-2,215.8,2,2,0
12688,золотой,a,123.5,100,96,3478,злат,215.6,4,4,0
12682,золото,s,56.2,100,94,1698,злат,215.6,5,4,0
12677,золотистый,a,11.3,99,93,588,злат,215.6,4,4,0
12694,золоченый,a,4.2,87,90,246,злат,215.6,4,4,0
30036,позолотить,v,4.1,86,91,255,злат,215.6,4,3,0
30035,позолота,s,2.8,81,88,176,злат,215.6,4,4,0
12679,золотиться,v,1.3,49,84,89,злат,215.6,3,4,0
12558,златой,a,0.9,52,88,69,злат,215.6,4,4,0
12678,золотить,v,0.9,44,85,68,злат,215.6,4,3,0
12557,злато,s,0.7,38,83,50,злат,215.6,5,4,0
9413,доля,s,111.4,100,92,4314,дол-1,215.2,2,3,0
32341,преодолеть,v,30.8,100,95,1736,дол-1,215.2,2,4,0
32340,преодоление,s,17.2,94,90,1017,дол-1,215.2,1,4,0
32338,преодолевать,v,14.5,98,95,920,дол-1,215.2,2,4,0
24676,одолеть,v,11.0,95,94,648,дол-1,215.2,2,4,0
22531,непреодолимый,a,7.3,97,93,493,дол-1,215.2,1,2,0
24675,одолевать,v,6.0,92,93,394,дол-1,215.2,2,2,0
9410,долька,s,4.2,67,77,138,дол-1,215.2,4,3,0
22282,неодолимый,a,2.6,80,90,177,дол-1,215.2,1,3,0
23600,обездолить,v,1.8,66,85,141,дол-1,215.2,2,1,0
44098,угроза,s,74.5,100,94,3027,грож,214.9,2,1,0
7895,грозить,v,34.9,99,96,1790,грож,214.9,2,1,0
7899,грозный,a,28.3,100,95,1214,грож,214.9,3,1,0
44095,угрожать,v,22.6,100,95,1218,грож,214.9,2,1,0
7893,гроза,s,15.7,97,88,632,грож,214.9,5,2,0
7898,грозно,adv,8.9,86,90,460,грож,214.9,2,1,0
32667,пригрозить,v,6.2,92,93,396,грож,214.9,2,1,0
44096,угрожающе,adv,5.5,76,89,303,грож,214.9,2,1,0
29116,погрозить,v,5.1,63,86,283,грож,214.9,3,2,0
44097,угрожающий,a,5.0,96,94,352,грож,214.9,2,1,0
30076,пока,adv,213.4,100,96,7762,пока-2,214.9,1,3,0
30093,покамест,adv,1.0,47,83,61,пока-2,214.9,1,3,0
30214,покуль,adv,0.5,6,51,6,пока-2,214.9,1,3,0
