Number,Lemma,imageability,emotional_valence,is_profane
28132,периодизация,1,3,0
25708,осторожно,1,4,0
25710,осторожный,1,4,0
41441,стража,4,3,0
41400,сторож,5,3,0
25709,осторожность,1,4,0
21212,насторожиться,3,2,0
21208,настороженно,3,2,0
41440,страж,4,3,0
21205,настораживать,2,2,0
21211,насторожить,3,2,0
6983,герой,4,5,0
6980,героиня,4,5,0
6982,героический,3,5,0
6976,героизм,2,5,0
6981,героически,3,5,0
6987,геройство,2,5,0
6986,геройский,3,5,0
6985,геройски,3,5,0
6977,героика,2,4,0
755,антигерой,3,2,0
26914,палец,5,3,0
26939,пальчик,5,4,0
26938,пальцевой,3,3,0
1978,берег,5,4,0
20220,набережная,5,4,0
28831,побережье,5,4,0
32513,прибрежный,4,3,0
1980,береговой,4,3,0
1678,безбрежный,4,4,0
1988,бережок,5,4,0
25740,острый,4,3,0
25720,остро,3,3,0
25735,острота,2,3,0
24051,обострение,2,2,0
30890,поощрять,2,4,0
13192,изощренный,2,3,0
25717,острие,5,3,0
30886,поощрение,2,4,0
11607,заостренный,4,3,0
24055,обостриться,2,2,0
20151,мыть,5,3,0
20129,мыло,5,3,0
6098,вымыть,5,3,0
30744,помойка,5,1,0
20153,мыться,4,3,0
39782,смыть,4,3,0
30788,помыть,4,3,0
44569,умыться,4,3,0
34005,промыть,4,3,0
19599,мойка,4,3,0
26840,ощущение,1,3,0
26838,ощущать,2,3,0
26837,ощутить,2,3,0
26839,ощущаться,1,3,0
26836,ощутимый,2,3,0
26835,ощутимо,1,3,0
22378,неощутимый,1,3,0
32116,предощущение,1,3,0
4524,внешний,2,3,0
4520,внешне,1,3,0
4525,внешность,3,3,0
12978,извне,2,3,0
4594,вовне,2,3,0
3180,бумага,5,3,0
3181,бумажка,5,3,0
3183,бумажный,4,3,0
3182,бумажник,5,3,0
3184,бумажонка,5,2,0
9907,дурак,2,1,1
9927,дурной,2,2,0
9906,дура,2,1,1
9909,дурацкий,2,1,1
9912,дурачок,2,2,1
32707,придурок,2,1,1
9931,дурочка,2,2,1
9934,дурь,2,2,0
9926,дурно,1,2,0
9922,дурить,2,2,0
14315,камень,5,3,0
14311,каменный,4,3,0
14325,камешек,5,3,0
14340,камушек,5,3,0
24806,окаменеть,4,2,0
14307,каменистый,4,3,0
14314,каменщик,4,3,0
14308,каменка,3,3,0
14336,камский,1,3,0
14306,каменеть,4,2,0
42657,терпеть,2,2,0
42655,терпение,1,4,0
31519,потерпеть,2,2,0
22919,нетерпение,1,2,0
42653,терпеливо,2,4,0
22917,нетерпеливо,2,2,0
31518,потерпевший,2,2,0
42654,терпеливый,2,4,0
22918,нетерпеливый,2,2,0
32440,претерпеть,1,2,0
41308,стихи,2,4,0
41306,стих,2,4,0
41315,стиховой,1,3,0
42469,телефон,5,3,0
42474,телефонный,3,3,0
42471,телефонист,4,3,0
42476,телефончик,5,4,0
43520,трубка,5,3,0
43516,труба,5,3,0
43525,трубочка,5,3,0
43522,трубный,3,3,0
43519,трубить,4,3,0
43518,трубач,4,3,0
43527,трубчатый,4,3,0
36404,раструб,4,3,0
27291,патрубок,4,3,0
34454,протрубить,4,3,0
18849,мелкий,2,3,0
18877,мелочь,3,3,0
18884,мельница,5,3,0
18834,мел,5,3,0
18890,мельчайший,2,3,0
19673,молоть,4,3,0
13089,измельчить,4,3,0
18876,мелочный,1,2,0
26158,отмель,4,3,0
13088,измельчение,2,3,0
19530,мобильный,2,3,0
19528,мобильник,5,3,0
19529,мобильность,1,3,0
19522,мобила,4,3,0
998,армия,4,2,0
994,армейский,3,2,0
993,армеец,4,3,0
11653,запах,3,3,0
27310,пахнуть,3,3,0
36055,распахнуть,4,3,0
36056,распахнуться,4,3,0
27314,пахучий,4,3,0
36053,распахивать,4,3,0
34061,пропахнуть,3,2,0
36054,распахиваться,4,3,0
30905,попахивать,2,2,0
20995,нараспашку,4,3,0
34481,профессиональный,1,4,0
34482,профессия,2,3,0
34475,профессионал,2,4,0
34477,профессионализм,1,4,0
34479,профессионально,1,4,0
22630,непрофессиональный,1,2,0
22628,непрофессионал,1,2,0
22629,непрофессионализм,1,2,0
34476,профессионализация,1,3,0
34478,профессионалка,2,3,0
31939,праздник,4,5,0
31943,праздничный,3,5,0
44729,упражнение,3,3,0
31946,праздновать,4,5,0
31945,празднование,3,5,0
31950,праздный,2,2,0
44732,упразднить,1,2,0
26300,отпраздновать,4,5,0
31938,празднество,4,5,0
31094,порожний,3,3,0
6454,вытереть,4,3,0
6464,вытирать,4,3,0
41301,стирать,4,3,0
41242,стереть,4,3,0
31515,потереть,4,3,0
42622,тереть,4,3,0
41303,стирка,4,3,0
41298,стиральный,3,3,0
31538,потирать,4,3,0
34358,протереть,4,3,0
47264,чудо,3,5,0
47255,чудесный,2,5,0
47267,чудовищный,3,1,0
47265,чудовище,5,1,0
47263,чудный,2,4,0
33408,причудливый,3,3,0
47250,чудак,3,2,0
47269,чудом,1,4,0
47258,чудиться,2,3,0
31781,почудиться,2,3,0
11343,зал,4,3,0
11344,зала,4,3,0
11401,зальчик,4,3,0
11400,зальце,4,3,0
5192,восторг,2,5,0
43065,торжественный,2,4,0
43066,торжество,3,5,0
43063,торжественно,2,4,0
5196,восторженный,2,5,0
5663,вторжение,4,1,0
43067,торжествовать,3,4,0
5194,восторженно,2,5,0
36377,расторжение,1,2,0
5193,восторгаться,2,5,0
10216,естественно,1,3,0
10220,естественный,2,4,0
10221,естество,1,3,0
21871,неестественный,2,2,0
10219,естественность,1,4,0
46809,чай,5,4,0
26578,отчаяние,2,1,0
26581,отчаянный,3,2,0
26579,отчаянно,2,2,0
23114,нечаянно,1,3,0
26583,отчаяться,2,1,0
21571,невзначай,1,3,0
23115,нечаянный,1,3,0
46871,чаяние,1,3,0
46872,чаять,1,3,0
9693,дочь,3,4,0
9690,дочка,3,5,0
9686,дочерний,1,3,0
9684,доченька,3,5,0
9692,дочурка,3,5,0
9683,доча,3,4,0
26868,падчерица,3,2,0
44214,удочерение,2,4,0
9691,дочкин,1,3,0
44215,удочерить,2,4,0
435,активный,2,4,0
434,активность,1,4,0
422,актив,1,3,0
425,активизация,1,4,0
430,активист,2,3,0
426,активизировать,1,3,0
424,активация,1,3,0
13621,интерактивный,2,3,0
428,активированный,1,3,0
429,активировать,1,3,0
28754,плотный,3,3,0
5292,вплоть,1,3,0
28759,плоть,4,3,0
28752,плотно,2,3,0
5025,воплощение,2,3,0
28753,плотность,1,3,0
5291,вплотную,2,3,0
5021,воплотить,2,4,0
5023,воплощать,2,4,0
5022,воплотиться,2,4,0
15386,колено,5,3,0
30152,поколение,1,3,0
15382,коленка,5,3,0
15385,коленный,3,3,0
15389,коленчатый,3,3,0
15388,коленце,3,3,0
20681,наколенник,4,3,0
29396,подколенный,2,3,0
45434,федеральный,1,3,0
45435,федеративный,1,3,0
3842,веселый,2,5,0
3840,весело,2,5,0
3843,веселье,3,5,0
3839,веселиться,4,5,0
21561,невеселый,2,2,0
28929,повеселеть,2,4,0
3838,веселить,2,4,0
35281,развеселиться,3,5,0
35280,развеселить,2,5,0
3841,веселость,2,4,0
47286,чужой,2,2,0
47280,чуждый,1,2,0
26609,отчуждение,1,1,0
47275,чужак,3,2,0
47276,чужбина,3,2,0
47285,чужое,1,2,0
26611,отчужденность,1,2,0
26610,отчужденно,1,2,0
26612,отчужденный,1,2,0
26606,отчудить,2,2,0
12688,золотой,4,4,0
12682,золото,5,4,0
12677,золотистый,4,4,0
12694,золоченый,4,4,0
30036,позолотить,4,3,0
30035,позолота,4,4,0
12679,золотиться,3,4,0
12558,златой,4,4,0
12678,золотить,4,3,0
12557,злато,5,4,0
9413,доля,2,3,0
32341,преодолеть,2,4,0
32340,преодоление,1,4,0
32338,преодолевать,2,4,0
24676,одолеть,2,4,0
22531,непреодолимый,1,2,0
24675,одолевать,2,2,0
9410,долька,4,3,0
22282,неодолимый,1,3,0
23600,обездолить,2,1,0
44098,угроза,2,1,0
7895,грозить,2,1,0
7899,грозный,3,1,0
44095,угрожать,2,1,0
7893,гроза,5,2,0
7898,грозно,2,1,0
32667,пригрозить,2,1,0
44096,угрожающе,2,1,0
29116,погрозить,3,2,0
44097,угрожающий,2,1,0
30076,пока,1,3,0
30093,покамест,1,3,0
30214,покуль,1,3,0
13946,испугаться,3,1,0
34764,пугать,3,1,0
13943,испуганно,3,1,0
13942,испуг,2,1,0
20972,напугать,3,1,0
13944,испуганный,3,1,0
34765,пугаться,3,1,0
13945,испугать,3,1,0
27946,перепугать,3,1,0
27947,перепугаться,3,1,0
18674,махнуть,4,3,0
18670,махать,4,3,0
35567,размах,3,3,0
35568,размахивать,4,3,0
26154,отмахнуться,3,2,0
30682,помахать,4,4,0
11424,замахать,3,3,0
4089,взмахнуть,4,3,0
33960,промах,2,2,0
39627,смахивать,3,3,0
301,администрация,1,3,0
298,административный,1,3,0
299,администратор,2,3,0
302,администрирование,1,3,0
292,административно,1,3,0
300,администраторша,2,3,0
42671,территория,3,3,0
42670,территориальный,1,3,0
42669,территориально,1,3,0
34749,публика,3,3,0
25290,опубликовать,1,3,0
34751,публикация,2,3,0
34752,публиковать,1,3,0
34753,публиковаться,1,3,0
25289,опубликование,1,3,0
22315,неопубликованный,1,3,0
34750,публикатор,1,3,0
40696,спина,5,3,0
40697,спинка,4,3,0
40699,спинной,3,3,0
40695,спин,1,3,0
40701,спиновый,1,3,0
45589,фильм,4,4,0
29930,пожар,5,1,0
10273,жара,4,2,0
10281,жаркий,4,3,0
10282,жарко,3,3,0
10272,жар,4,3,0
29934,пожарный,4,4,0
10276,жареный,4,4,0
10277,жарить,4,3,0
29933,пожарник,4,3,0
29330,поджарить,4,4,0
26816,ошибка,2,2,0
26815,ошибиться,2,2,0
26814,ошибаться,2,2,0
26820,ошибочный,1,2,0
6559,вышибить,4,1,0
26818,ошибочно,1,2,0
45266,ушибить,4,1,0
45265,ушиб,4,1,0
1850,безошибочный,1,4,0
42063,сшибить,4,1,0
46855,частый,1,3,0
12289,зачастую,1,3,0
46851,частота,1,3,0
46840,частенько,1,3,0
46854,частушка,3,4,0
46869,чаща,5,2,0
23112,нечасто,1,3,0
12288,зачастить,2,3,0
45200,участиться,1,3,0
46852,частотный,1,3,0
24501,огонь,5,4,0
24500,огонек,5,4,0
24479,огненный,4,3,0
24473,огневой,3,2,0
24487,огниво,4,3,0
24354,объект,2,3,0
24363,объектный,1,3,0
36573,реализация,1,3,0
36576,реализовать,1,4,0
36577,реализоваться,1,4,0
36574,реализм,1,3,0
36586,реалия,1,3,0
36582,реалистический,1,3,0
36572,реал,1,3,0
36578,реализовывать,1,4,0
36580,реалист,2,3,0
40524,соцреализм,1,3,0
46539,царь,4,3,0
46530,царский,3,4,0
46535,царство,3,3,0
46527,царить,2,4,0
46528,царица,4,4,0
5240,воцариться,2,3,0
46522,царевич,4,3,0
46536,царствование,2,3,0
46534,царствие,2,3,0
46533,царственный,2,4,0
48743,яркий,4,4,0
48744,ярко,3,4,0
48764,ярость,2,1,0
48762,яростно,2,1,0
48763,яростный,2,1,0
48738,яр,5,3,0
48767,ярый,2,2,0
48752,яркость,2,4,0
23152,неяркий,2,3,0
35839,разъяренный,3,1,0
6451,вытащить,4,3,0
42345,тащить,4,2,0
42322,таскать,4,2,0
6449,вытаскивать,4,3,0
31500,потащить,4,3,0
33269,притащить,4,2,0
42346,тащиться,3,3,0
41161,стащить,4,1,0
12093,затащить,4,2,0
45042,утащить,4,1,0
1300,база,2,3,0
1315,базовый,1,3,0
1312,базироваться,1,3,0
1311,базирование,1,3,0
1313,базис,1,3,0
1314,базисный,1,3,0
27480,перебазироваться,2,3,0
23698,обида,2,1,0
23700,обидеться,2,1,0
23699,обидеть,2,1,0
23708,обижаться,2,1,0
23701,обидно,1,1,0
23707,обижать,2,1,0
23702,обидный,1,1,0
1814,безобидный,1,4,0
23709,обиженно,2,1,0
23710,обиженный,2,1,0
23348,номер,2,3,0
23349,номерной,2,3,0
23350,номерок,2,3,0
4822,возмутиться,2,2,0
39763,смутный,1,2,0
20089,мутный,3,2,0
39765,смущать,2,2,0
39761,смутиться,2,2,0
4824,возмущаться,2,2,0
4825,возмущение,1,2,0
39760,смутить,2,2,0
4821,возмутить,2,2,0
39767,смущение,1,2,0
46672,цепь,5,3,0
46671,цепочка,5,3,0
5713,вцепиться,4,2,0
46669,цепляться,4,2,0
12278,зацепиться,4,3,0
46670,цепной,3,3,0
12277,зацепить,4,3,0
42033,сцепление,3,3,0
46665,цепкий,2,4,0
26746,оцепенение,2,1,0
13999,истина,1,4,0
14002,истинный,1,4,0
30064,поистине,1,4,0
13996,истец,2,3,0
14000,истинно,1,4,0
4877,воистину,1,4,0
22026,неистовый,2,2,0
14001,истинность,1,4,0
22023,неистово,2,2,0
14007,истово,2,3,0
8693,десяток,2,3,0
8691,десятка,2,3,0
8679,десятая,1,3,0
8692,десятник,2,3,0
8689,десятина,2,3,0
8690,десятичный,1,3,0
3575,вдесятеро,1,3,0
44156,удесятерить,1,3,0
23391,нос,5,3,0
23404,носок,4,3,0
23402,носовой,3,3,0
23393,носик,5,4,0
27844,переносица,4,3,0
23392,носатый,3,2,0
27848,переносье,4,3,0
29522,подносик,4,3,0
641,анализ,1,3,0
643,анализировать,1,3,0
33444,проанализировать,1,3,0
644,анализироваться,1,3,0
642,анализатор,2,3,0
6318,выскочить,4,3,0
5519,вскочить,4,3,0
39009,скакать,4,3,0
29717,подскочить,4,3,0
6314,выскакивать,4,3,0
5499,вскакивать,4,3,0
34206,проскочить,4,3,0
39060,скачок,4,3,0
26430,отскочить,4,3,0
40379,соскочить,4,3,0
10821,завтра,1,3,0
10822,завтрак,4,4,0
10825,завтрашний,1,3,0
10823,завтракать,4,4,0
20563,назавтра,1,3,0
29974,позавтракать,4,4,0
31286,послезавтрашний,1,3,0
19624,молитва,3,4,0
19631,молиться,3,4,0
44541,умолять,3,2,0
19630,молить,3,2,0
4093,взмолиться,3,2,0
19694,мольба,2,2,0
19627,молитвенный,3,4,0
23013,неумолимый,1,1,0
30749,помолиться,3,4,0
19615,молебен,4,3,0
19818,мороз,5,2,0
19814,мороженое,5,5,0
11456,замерзнуть,4,1,0
18942,мерзкий,2,1,0
19825,морозный,4,3,0
11513,заморозить,4,3,0
18938,мерзавец,2,1,1
18946,мерзнуть,4,1,0
18948,мерзость,2,1,0
11454,замерзать,4,1,0
17823,ловить,4,3,0
44426,уловить,2,3,0
17830,ловушка,5,2,0
17826,ловкий,3,4,0
22122,неловкость,1,2,0
22120,неловкий,2,2,0
22996,неуловимый,1,3,0
44400,улавливать,1,3,0
17829,ловля,3,3,0
17828,ловкость,1,4,0
19247,милый,2,5,0
19245,милость,2,4,0
19212,миленький,2,5,0
30725,помиловать,2,4,0
44495,умиление,2,5,0
19243,милостивый,2,4,0
19209,милая,2,5,0
19233,мило,1,5,0
19211,милейший,2,5,0
19244,милостыня,4,2,0
43053,торговля,2,3,0
43056,торговый,2,3,0
43049,торговать,3,3,0
43047,торг,3,3,0
43051,торговец,4,3,0
43050,торговаться,4,2,0
43052,торговка,4,2,0
43048,торгаш,3,1,1
31566,поторговаться,4,2,0
6470,выторговать,3,3,0
24031,оборудование,2,3,0
40255,сооружение,3,3,0
25444,орудие,5,3,0
24032,оборудовать,2,3,0
40252,соорудить,3,3,0
25446,орудовать,3,2,0
25445,орудийный,3,3,0
40253,сооружать,3,3,0
27852,переоборудовать,2,3,0
27851,переоборудование,1,3,0
17082,кусок,5,3,0
17083,кусочек,5,3,0
11334,закусить,4,3,0
17077,кусать,4,2,0
13860,искушение,2,2,0
44395,укусить,4,1,0
11337,закусывать,4,3,0
27763,перекусить,4,4,0
44394,укус,4,1,0
26093,откусить,4,3,0
31607,потрясти,4,3,0
43595,трястись,4,2,0
31602,потрясать,3,4,0
43594,трясти,4,3,0
31605,потрясение,2,4,0
43597,тряхнуть,4,3,0
31604,потрясающий,2,5,0
41623,стряхнуть,4,3,0
5613,встряхнуть,4,3,0
12183,затрястись,4,2,0
31956,практика,2,3,0
31964,практический,1,3,0
31959,практиковать,2,3,0
31960,практиковаться,2,3,0
31962,практицизм,1,3,0
12161,затрата,1,2,0
45132,утратить,2,1,0
43272,тратить,2,2,0
31571,потратить,2,3,0
45131,утрата,2,1,0
43271,трата,1,2,0
43273,тратиться,2,2,0
12162,затратить,2,3,0
45133,утрачивать,2,1,0
14054,истратить,2,2,0
31831,поэт,3,4,0
31837,поэтический,2,4,0
31834,поэтесса,3,4,0
31835,поэтика,1,3,0
31840,поэтичный,2,4,0
31839,поэтичность,1,4,0
45826,фотография,5,3,0
45813,фото,5,3,0
45823,фотографировать,4,3,0
45834,фотомодель,4,4,0
45838,фотопортрет,4,3,0
45841,фоторобот,4,2,0
45816,фотоателье,4,3,0
45847,фотохудожник,3,3,0
45817,фотобиеннале,2,3,0
45819,фотовспышка,4,3,0
45939,функция,1,3,0
45935,функциональный,1,3,0
45937,функционирование,1,3,0
45938,функционировать,1,3,0
45936,функционер,2,2,0
45932,функционально,1,3,0
45933,функциональность,1,3,0
9048,дисфункция,1,1,0
45931,функционал,1,3,0
43179,традиция,2,3,0
43178,традиционный,1,3,0
43176,традиционно,1,3,0
22933,нетрадиционный,1,3,0
43174,традиционалист,2,3,0
43173,традиционализм,1,3,0
43175,традиционалистский,1,3,0
43177,традиционность,1,3,0
7886,гроб,5,1,0
41736,сугроб,5,3,0
7812,гребень,4,3,0
7715,грабить,4,1,0
29104,погреб,4,3,0
24519,ограбить,4,1,0
7713,грабитель,4,1,0
7831,грести,4,3,0
24520,ограбление,4,1,0
29107,погребение,4,1,0
17324,левый,2,3,0
39413,слева,2,3,0
20727,налево,2,3,0
4428,влево,2,3,0
17323,левша,3,3,0
17309,левак,2,2,0
17316,лево,1,3,0
17310,леветь,1,3,0
17312,левизна,1,3,0
30386,полковник,4,3,0
30382,полк,4,2,0
29621,подполковник,4,3,0
30390,полковой,3,2,0
25172,ополчение,4,2,0
30630,полчище,4,1,0
25171,ополченец,4,3,0
25173,ополчиться,3,1,0
30387,полковничий,2,3,0
30389,полководческий,2,3,0
15395,колесо,5,3,0
15505,кольцо,5,4,0
15511,коляска,5,4,0
15397,колея,4,2,0
15504,кольцевой,3,3,0
15396,колечко,5,4,0
15394,колесный,3,3,0
24854,околица,4,3,0
15393,колесница,5,3,0
15507,кольчуга,4,3,0
5375,врач,4,4,0
5376,врачебный,2,3,0
5380,врачиха,4,2,0
5379,врачевать,3,4,0
5377,врачевание,2,4,0
5378,врачеватель,3,4,0
36322,рассыпаться,4,2,0
31483,посыпаться,4,2,0
42108,сыпаться,4,2,0
6440,высыпать,4,3,0
40279,сопка,5,3,0
31482,посыпать,4,3,0
42107,сыпать,4,3,0
36321,рассыпать,4,3,0
21255,насыпь,4,3,0
37299,россыпь,4,4,0
16575,крест,5,3,0
24900,окрестность,3,3,0
27745,перекресток,5,3,0
16586,крестный,3,3,0
16601,крещение,4,4,0
16581,креститься,4,4,0
24901,окрестный,2,3,0
39258,скрестить,4,3,0
16580,крестить,4,4,0
27743,перекреститься,4,4,0
17566,лечение,2,4,0
17415,лекарство,4,4,0
17567,лечить,3,4,0
17414,лекарственный,2,3,0
17568,лечиться,3,4,0
17565,лечебный,2,4,0
6041,вылечить,3,5,0
17416,лекарь,3,3,0
21989,неизлечимый,1,1,0
17562,лечебница,4,3,0
39816,снег,5,4,0
39829,снежный,4,4,0
11977,заснеженный,5,4,0
39830,снежок,5,4,0
39826,снежинка,5,4,0
39819,снеговой,4,3,0
29729,подснежник,5,5,0
39817,снегирь,5,4,0
39827,снежник,4,3,0
2163,бесснежный,3,2,0
20010,мука,2,1,0
20111,мучить,3,1,0
20109,мучительный,2,1,0
20108,мучительно,2,1,0
20112,мучиться,3,1,0
20100,мучаться,3,1,0
20101,мучение,2,1,0
20102,мученик,3,2,0
11541,замучить,3,1,0
13114,измучить,3,1,0
34538,процент,1,3,0
34539,процентный,1,3,0
2139,беспроцентный,1,4,0
22633,непроцентный,1,3,0
3328,бюджет,1,3,0
3331,бюджетный,1,3,0
3330,бюджетник,2,3,0
4495,внебюджетный,1,3,0
18783,межбюджетный,1,3,0
7633,госбюджет,1,3,0
3329,бюджетирование,1,3,0
9403,доллар,4,3,0
9404,долларовый,3,3,0
41527,стремиться,2,4,0
41528,стремление,1,4,0
41526,стремительный,3,4,0
44998,устремиться,3,4,0
44997,устремить,2,3,0
45002,устремляться,2,4,0
44999,устремление,1,4,0
41525,стремительность,1,4,0
45000,устремленность,1,4,0
45001,устремлять,2,3,0
38723,серьезный,1,3,0
38722,серьезность,1,3,0
22770,несерьезный,1,2,0
37473,рыба,5,3,0
37474,рыбак,4,3,0
37486,рыбный,4,3,0
37484,рыбка,5,4,0
37475,рыбалка,5,4,0
37481,рыбий,4,3,0
37476,рыбацкий,3,3,0
37482,рыбина,5,3,0
37478,рыбачить,4,4,0
37480,рыбешка,5,3,0
17658,линия,3,3,0
17656,линейный,1,3,0
17653,линейка,5,3,0
22116,нелинейный,1,3,0
13173,изолиния,2,3,0
17654,линейно,1,3,0
17655,линейность,1,3,0
22115,нелинейность,1,3,0
35534,разлиновать,3,3,0
12482,зеленый,4,4,0
12483,зелень,4,4,0
12479,зеленоватый,4,3,0
12477,зеленеть,4,4,0
12485,зелье,4,2,0
24753,озеленение,3,4,0
30012,позеленеть,3,3,0
11105,зазеленеть,4,4,0
12484,зело,1,3,0
24754,озеленить,3,4,0
23734,обком,2,2,0
15513,ком,4,3,0
15622,комок,4,3,0
15579,комический,2,4,0
39172,скомкать,4,2,0
15560,коми,1,3,0
15623,комочек,4,3,0
15562,комик,3,4,0
15581,комичный,2,4,0
15514,кома,2,1,0
41229,степень,1,3,0
31392,постепенный,1,3,0
41226,степенно,1,3,0
41228,степенный,2,3,0
41227,степенной,1,3,0
25695,остепениться,2,3,0
10400,жесткий,3,2,0
10404,жестокий,2,1,0
10401,жестко,2,2,0
10406,жестокость,1,1,0
10405,жестоко,1,1,0
10403,жесткость,2,2,0
24705,ожесточенный,3,1,0
44259,ужесточение,1,2,0
10407,жесточайший,2,1,0
24702,ожесточение,1,1,0
27015,пара,2,3,0
27131,парочка,2,3,0
20851,напарник,3,3,0
27107,парный,2,3,0
30900,попарно,1,3,0
20852,напарница,3,3,0
40581,спарить,4,3,0
27106,парность,1,3,0
40580,спаривание,4,3,0
45630,фирма,2,3,0
45633,фирменный,2,4,0
45632,фирмач,3,2,0
45634,фирмочка,2,2,0
10323,железный,4,3,0
10325,железо,5,3,0
10319,железка,5,3,0
10329,железяка,5,2,0
10320,железно,1,4,0
10318,железистый,2,3,0
10324,железняк,4,3,0
19303,министр,3,3,0
48119,экс-министр,3,3,0
19302,министерша,3,2,0
6653,газ,4,3,0
6670,газовый,3,3,0
6665,газификация,2,3,0
6669,газовик,3,3,0
6662,газированный,4,4,0
6664,газировка,5,4,0
8384,дегазация,1,3,0
6654,газануть,4,3,0
6663,газировать,3,3,0
10851,загазованность,2,1,0
2021,беседа,3,4,0
39892,собеседник,3,3,0
2023,беседовать,3,4,0
2022,беседка,5,4,0
28834,побеседовать,3,4,0
39894,собеседование,4,3,0
39893,собеседница,3,3,0
30982,попробовать,2,3,0
33475,пробовать,2,3,0
33445,проба,2,3,0
33474,пробный,1,3,0
25237,опробовать,2,3,0
33459,пробирка,5,3,0
13940,испробовать,2,3,0
27933,перепробовать,2,3,0
25236,опробование,1,3,0
33476,пробоваться,1,3,0
36808,река,5,4,0
37032,речка,5,4,0
37034,речной,4,3,0
37036,речушка,5,3,0
11861,заречный,3,3,0
37033,речник,3,3,0
18798,междуречье,4,3,0
11862,заречье,4,3,0
33120,приречный,4,3,0
37035,речонка,5,2,0
24364,объем,1,3,0
24369,объемный,3,3,0
24365,объемистый,3,3,0
24368,объемность,1,3,0
24367,объемно,1,3,0
16800,крутой,3,4,0
16795,крутить,4,3,0
16796,крутиться,4,3,0
16799,круто,1,5,0
39289,скрутить,4,2,0
30201,покрутить,4,3,0
11305,закрутить,4,3,0
36015,раскрутить,4,4,0
11306,закрутиться,4,3,0
16794,крутизна,2,4,0
3880,ветер,5,3,0
3886,ветерок,5,4,0
3893,ветреный,3,2,0
3897,ветровой,3,3,0
5796,выветриться,3,2,0
3901,ветряной,4,3,0
33518,проветривание,3,4,0
33519,проветривать,3,4,0
1683,безветренный,4,3,0
33521,проветрить,3,4,0
28541,плакать,4,1,0
11700,заплакать,4,1,0
28636,плач,3,1,0
36086,расплакаться,4,1,0
30933,поплакать,4,1,0
25133,оплакивать,3,1,0
28639,плачущий,3,1,0
11699,заплаканный,4,1,0
28638,плачевный,1,1,0
28542,плакаться,3,2,0
38760,сжечь,4,1,0
11076,зажечь,4,4,0
10413,жечь,4,2,0
11081,зажигалка,5,3,0
11084,зажигать,4,4,0
38762,сжигать,4,1,0
23676,обжечь,4,1,0
10297,жгучий,4,2,0
29335,поджечь,4,1,0
23681,обжигать,4,2,0
17035,курить,4,2,0
11333,закурить,4,2,0
24955,окурок,5,1,0
30225,покурить,4,2,0
17033,курировать,1,3,0
17026,курение,3,2,0
11332,закуривать,4,2,0
32856,прикурить,4,3,0
6027,выкурить,4,2,0
17018,куратор,2,3,0
43819,тяжелый,2,2,0
12390,звезда,5,4,0
12393,звездный,4,4,0
12399,звездочка,5,4,0
40082,созвездие,5,4,0
18804,межзвездный,4,3,0
41856,суперзвезда,4,5,0
1773,беззвездный,4,2,0
12391,звездануть,4,2,0
12400,звездчатый,3,3,0
4937,волос,5,3,0
4940,волосок,5,3,0
4938,волосатый,4,2,0
4943,волосяной,3,3,0
4939,волосик,5,4,0
25255,опростоволоситься,2,2,0
1699,безволосый,3,2,0
2270,бизнес,2,3,0
8394,дед,3,3,0
8403,дедушка,3,4,0
31935,прадед,3,3,0
8396,дедов,1,3,0
8404,дедушкин,1,3,0
8398,дедовщина,2,1,0
8397,дедовский,2,3,0
31936,прадедушка,3,4,0
8402,дедуля,3,4,0
8399,дедок,3,3,0
18575,мастер,3,4,0
18583,мастерская,4,3,0
18586,мастерство,1,4,0
18584,мастерски,1,4,0
18576,мастерить,4,4,0
18577,мастерица,3,4,0
39624,смастерить,4,4,0
18581,мастеровой,3,3,0
29469,подмастерье,3,3,0
18574,мастак,2,4,0
19956,мрачный,2,1,0
41831,сумерки,5,2,0
19946,мрак,4,1,0
19952,мрачно,2,1,0
18978,мерцать,4,4,0
23881,обморок,4,1,0
41842,сумрак,4,2,0
41844,сумрачный,3,2,0
19834,морочить,2,2,0
41830,сумеречный,4,2,0
19229,миллион,1,3,0
19230,миллионер,3,4,0
19232,миллионный,1,3,0
19231,миллионерша,3,4,0
19249,мильон,1,3,0
23667,обещать,1,4,0
30869,пообещать,1,4,0
23665,обещание,1,4,0
23662,обет,2,3,0
23664,обетованный,1,4,0
23668,обещаться,1,3,0
23663,обетование,1,4,0
20839,наобещать,1,2,0
23666,обещанное,1,3,0
26992,папа,3,5,0
27001,папин,1,4,0
26996,папаша,3,3,0
27010,папский,1,3,0
26993,папаня,3,4,0
26998,папенька,3,4,0
26997,папашка,3,2,0
27012,папуля,3,5,0
39883,собака,5,3,0
39886,собачий,4,2,0
39888,собачка,5,4,0
39890,собачонка,5,2,0
31318,по-собачьи,3,2,0
39889,собачник,3,3,0
33172,присобачить,4,2,0
21169,насобачиться,2,3,0
39887,собачиться,4,1,0
14895,кино,4,3,0
14944,киношник,3,3,0
19109,механизм,3,3,0
19115,механический,2,3,0
19110,механик,4,3,0
19111,механика,2,3,0
19114,механически,2,3,0
19106,механизация,2,3,0
19107,механизированный,3,3,0
19105,механизатор,4,3,0
19108,механизировать,3,3,0
19113,механистический,1,3,0
38411,северный,3,3,0
38410,север,4,3,0
38423,северянин,4,3,0
3783,вероятно,1,3,0
21557,невероятный,2,4,0
