Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane,ranking_score
42215,такси,s,30.6,96,93,885,такси,30.6,5,3,0,1507.1
16904,кукла,s,25.3,100,93,778,кукл,36.7,5,3,0,1506.650117
28767,площадь,s,145.2,100,95,4265,плоск,280.1,5,4,0,1504.173333
17175,ладонь,s,92.7,100,90,1577,ладон,108.9,5,3,0,1501.422079
15004,кисть,s,26.1,100,93,980,кист,31.8,5,3,0,1500.832807
43488,тропа,s,16.6,97,91,590,троп,48.3,5,3,0,1499.10502
2850,бочка,s,26.6,98,92,827,боч-1,29.9,5,3,0,1498.706205
9802,дрова,s,25.8,99,93,875,дров,30.0,5,3,0,1497.372994
32397,пресс,s,7.2,93,91,412,пресс,106.6,5,3,0,1496.96453
48709,якорь,s,25.9,91,28,274,якор,29.6,5,3,0,1496.908926
43026,топор,s,25.5,99,91,810,топор,30.0,5,3,0,1496.805217
17161,лагерь,s,88.6,100,93,1735,лагер,110.0,5,3,0,1496.165494
10649,забота,s,60.5,100,96,2423,забот,159.8,5,4,0,1494.97644
28816,победа,s,124.0,100,94,4032,бед,714.2,4,5,0,1492.775
17691,лист,s,127.6,100,92,2933,лист,234.9,4,3,0,1492.511256
7194,глина,s,18.4,100,92,702,глин,37.6,5,3,0,1492.05998
47436,шахта,s,20.7,98,90,552,шахт,33.1,5,3,0,1491.615132
2685,бокал,s,26.1,96,92,708,бокал,26.1,5,4,0,1491.35
1646,бедро,s,24.3,98,92,771,бедёр,27.8,5,3,0,1490.969033
9401,долина,s,18.9,100,93,739,дл,491.4,5,4,0,1489.114406
43706,туфля,s,23.2,95,92,777,туфел,27.4,5,4,0,1488.244433
42469,телефон,s,167.8,100,94,3648,телефон,225.8,5,3,0,1486.628965
28428,пирог,s,16.3,97,93,738,пирог,35.7,5,4,0,1484.429838
37464,ручей,s,21.3,99,88,681,руч-2,27.3,5,4,0,1484.399363
17957,лошадь,s,80.9,100,92,1549,лош,109.5,5,4,0,1482.359611
36602,ребро,s,21.7,100,87,801,ребер,25.1,5,3,0,1481.683582
13825,искра,s,17.9,99,92,767,искор,29.3,5,4,0,1480.154585
3134,букет,s,20.5,98,94,844,букет,23.3,5,4,0,1476.493219
16104,корень,s,63.7,100,91,2363,корен,131.5,5,3,0,1474.570483
19607,мокрый,a,61.3,99,91,1465,мач-2,135.5,5,3,0,1473.414246
37533,рычаг,s,18.9,98,95,983,рычаг,21.1,5,3,0,1469.894045
37331,рояль,s,19.7,93,91,556,рояль,19.7,5,3,0,1468.95
42628,терка,s,1.7,58,82,88,тер-1,221.0,5,3,0,1467.840438
517,алмаз,s,16.7,96,87,512,алмаз,22.4,5,4,0,1467.694017
41387,стопа,s,11.7,96,83,484,стоп,30.3,5,3,0,1465.899526
4306,висок,s,18.0,93,90,702,висок,19.6,5,3,0,1465.740399
27165,парус,s,15.2,97,89,519,парус,23.0,5,3,0,1465.441577
31762,почка,s,16.2,100,89,694,почеч,19.8,5,3,0,1462.684209
36868,рельс,s,16.5,98,93,725,рельс,18.8,5,3,0,1461.643734
46810,чайка,s,17.6,95,92,646,чаеч,17.6,5,3,0,1461.6
14685,катер,s,17.0,92,87,429,катер,17.5,5,4,0,1460.368659
17006,купол,s,17.2,98,92,619,купол,17.2,5,3,0,1460.2
37634,салат,s,15.4,95,91,596,салат,18.2,5,4,0,1458.595478
47115,чешуя,s,4.1,75,89,201,чес-1,68.1,5,3,0,1458.483523
24436,овраг,s,15.8,95,87,482,овраг,16.8,5,3,0,1457.023153
28102,перец,s,15.2,96,77,461,перец,17.0,5,4,0,1456.261888
3103,будка,s,15.6,91,89,556,будк,16.4,5,3,0,1455.982497
17639,лимон,s,11.7,97,92,474,лимон,21.8,5,4,0,1455.897093
45953,футбол,s,27.4,96,90,1004,"фут,бол-2",2967.4,4,3,0,1455.430208
16312,костюм,s,81.3,100,95,2012,костюм,88.8,5,3,0,1454.901863
31222,поселок,s,55.7,100,94,1747,сел,594.3,5,3,0,1454.85238
47976,щетка,s,9.9,97,93,490,щет,21.3,5,3,0,1450.824773
47828,штора,s,12.4,90,91,519,штор,16.2,5,3,0,1449.60625
14831,кепка,s,12.1,91,91,500,кеп,16.3,5,3,0,1449.15351
6674,газон,s,13.1,95,87,546,газон,14.8,5,4,0,1448.73428
5189,восток,s,78.5,100,93,2586,тач-1,1017.0,4,3,0,1447.649987
34924,пчела,s,10.3,94,87,388,пчел,17.0,5,3,0,1446.313875
19362,миска,s,12.1,88,88,407,мис,12.7,5,3,0,1443.387297
47294,чулок,s,12.0,94,91,513,чулок,12.8,5,3,0,1443.377413
16079,копье,s,10.0,95,86,349,коп,14.5,5,3,0,1442.145581
14329,камин,s,11.2,93,91,422,камин,12.7,5,4,0,1441.742544
4346,вишня,s,7.5,94,87,344,вишен,18.0,5,4,0,1440.666325
35874,ракета,s,62.9,99,90,1138,ракет,101.3,5,4,0,1439.470103
34811,пульт,s,11.2,94,91,450,пульт,11.2,5,3,0,1439.2
7996,груша,s,10.6,98,90,460,груш,11.8,5,4,0,1439.14371
47636,шишка,s,9.4,96,92,458,шиш,13.2,5,3,0,1438.986921
42817,тиски,s,2.5,82,91,177,тис,46.5,5,3,0,1437.736753
39718,смола,s,7.5,95,90,373,смал,15.0,5,3,0,1437.123106
14357,канат,s,9.0,96,84,342,канат,12.4,5,3,0,1436.974315
41018,стакан,s,72.8,100,93,1566,стакан,85.6,5,3,0,1436.822972
34648,прядь,s,6.5,87,89,319,пря-1,15.6,5,3,0,1435.244148
7585,горох,s,6.4,95,92,336,горох,15.5,5,3,0,1434.859719
3850,весло,s,9.9,86,84,280,весел-2,9.9,5,3,0,1434.65
37346,рубин,s,9.0,84,73,230,рубин,10.7,5,4,0,1434.346397
937,арбуз,s,9.1,90,89,315,арбуз,10.3,5,4,0,1433.884989
17631,лилия,s,9.2,88,82,276,лил,9.7,5,4,0,1433.063424
45313,факел,s,9.2,96,91,357,факел,9.6,5,4,0,1432.892552
16884,кудри,s,5.5,86,89,290,кудр,15.4,5,4,0,1432.211411
47668,шланг,s,9.2,95,89,367,шланг,9.2,5,3,0,1432.2
3274,бухта,s,8.4,90,89,262,бухт,9.5,5,4,0,1431.265796
40128,сокол,s,8.2,94,91,394,сокол,9.3,5,4,0,1430.56444
37126,робот,s,8.7,94,85,278,робот,8.7,5,3,0,1430.45
7262,глыба,s,8.5,94,88,379,глыб,8.5,5,3,0,1429.75
1283,бабушка,s,101.8,100,92,1927,баб,289.5,5,5,0,1429.178722
7861,грива,s,5.3,82,89,282,грив,12.8,5,3,0,1428.827764
14615,каска,s,8.1,89,88,309,каск,8.1,5,3,0,1428.35
1403,банан,s,7.3,95,91,325,банан,8.6,5,5,0,1427.731841
14442,капот,s,7.5,90,93,418,капот,7.5,5,3,0,1426.25
17345,легкий,a,202.1,100,97,5500,легк,374.5,4,3,0,1425.335114
27074,парик,s,7.2,87,91,309,парик,7.2,5,3,0,1425.2
10485,жилет,s,5.0,84,90,253,жилет,10.3,5,3,0,1425.117225
34826,пупок,s,4.1,68,76,175,пуп,11.9,5,3,0,1424.447444
47102,чехол,s,6.1,95,91,330,чехл,7.3,5,3,0,1423.355781
39466,слива,s,5.5,90,82,259,слив,7.7,5,4,0,1422.776907
18684,мачта,s,6.5,86,86,238,мачт,6.5,5,3,0,1422.75
14137,кабан,s,5.3,88,88,237,кабан,6.8,5,3,0,1421.011663
17657,линза,s,6.0,96,88,253,линз,6.0,5,3,0,1421
47736,шорты,s,5.5,85,81,233,шорт,6.5,5,3,0,1420.926956
14847,кефир,s,5.9,84,84,257,кефир,5.9,5,3,0,1420.65
14343,камыш,s,5.3,78,88,223,камыш,6.4,5,3,0,1420.384308
574,амбар,s,4.9,80,85,175,амбар,6.9,5,3,0,1420.351228
6694,гайка,s,5.2,86,90,264,гаеч,6.4,5,3,0,1420.191087
47339,шалаш,s,5.3,82,89,209,шалаш,5.9,5,3,0,1419.571855
43740,тыква,s,5.0,84,87,199,тыкв,5.8,5,3,0,1418.848077
42961,томат,s,4.0,84,85,180,томат,6.9,5,4,0,1418.387496
47983,щипцы,s,1.8,69,89,113,щип,15.0,5,3,0,1418.186533
45706,фляга,s,3.5,65,82,143,фляг,7.3,5,3,0,1417.691453
27121,паром,s,4.4,75,83,148,паром,5.7,5,3,0,1417.527978
15462,колос,s,3.9,78,85,176,колаш,6.4,5,4,0,1417.485994
10325,железо,s,28.6,100,94,1079,желез-1,183.7,5,3,0,1417.449718
37414,рулон,s,4.3,89,90,223,рулон,5.5,5,3,0,1417.020943
17251,лапша,s,4.8,85,89,261,лапш,4.8,5,3,0,1416.8
47333,шайба,s,4.8,68,84,163,шайб,4.8,5,3,0,1416.8
3250,бутон,s,4.6,70,63,159,бутон,4.6,5,4,0,1416.1
44375,укроп,s,4.6,82,80,189,укроп,4.6,5,3,0,1416.1
37340,рубашка,s,45.9,99,92,1288,руб,600.6,5,3,0,1415.086888
675,ангар,s,3.5,74,81,146,ангар,4.6,5,3,0,1414.043682
43762,тюбик,s,3.9,78,81,186,тюбик,3.9,5,3,0,1413.65
2347,бисер,s,3.2,82,91,212,бисер,4.7,5,4,0,1413.573504
45589,фильм,s,196.8,100,88,3009,фильм,211.2,4,4,0,1413.555156
18144,лямка,s,3.8,85,92,239,лям,3.8,5,3,0,1413.3
46259,хобот,s,3.4,65,78,138,хобот,4.2,5,3,0,1413.226111
24949,окунь,s,3.5,69,85,130,окун,4.0,5,3,0,1413.095801
10411,жетон,s,3.4,69,69,120,жетон,4.1,5,3,0,1413.067708
8162,дамба,s,3.7,73,84,151,дамб,3.7,5,3,0,1412.95
28497,пицца,s,3.3,69,83,137,пицц,4.1,5,5,0,1412.874102
17943,лотос,s,3.6,77,89,160,лотос,3.6,5,4,0,1412.6
17579,лиана,s,3.5,75,85,152,лиан,3.5,5,3,0,1412.25
2577,бобер,s,2.6,64,76,96,бобёр,4.3,5,3,0,1411.702777
23499,оазис,s,3.3,85,89,206,оазис,3.3,5,4,0,1411.55
10045,дятел,s,3.1,74,79,128,дятел,3.1,5,3,0,1410.85
23754,облако,s,43.0,99,92,1273,облак,114.8,5,4,0,1410.778557
6739,гамак,s,2.9,62,82,104,гамак,2.9,5,4,0,1410.15
10235,жабра,s,2.9,53,58,103,жабер,2.9,5,3,0,1410.15
10504,жираф,s,2.6,70,86,125,жираф,3.1,5,3,0,1409.936549
9905,дупло,s,2.6,66,87,132,дупл,2.6,5,3,0,1409.1
15350,кокон,s,2.5,75,80,130,кокон,2.5,5,3,0,1408.75
36703,редис,s,1.5,42,68,57,редис,3.8,5,3,0,1408.356135
24973,олива,s,0.8,37,78,43,олив,6.9,5,4,0,1408.223138
3496,вафля,s,1.5,47,70,70,вафел,2.9,5,4,0,1407.299829
12467,зебра,s,1.9,70,87,116,зебр,1.9,5,3,0,1406.65
14780,квартира,s,290.9,100,95,4447,квартир,315.8,5,3,0,1406.188815
15351,кокос,s,1.0,46,85,53,кокос,3.0,5,3,0,1406.062178
46338,хомяк,s,1.1,45,82,56,хомяк,2.5,5,4,0,1405.804093
9776,дрель,s,1.4,45,79,63,дрель,1.4,5,3,0,1404.9
18383,манго,s,1.1,35,82,54,манго,1.1,5,3,0,1403.85
45611,финик,s,0.9,40,83,56,финик,1.3,5,3,0,1403.785829
43642,тунец,s,0.7,27,71,32,тунец,0.7,5,3,0,1402.45
1568,батут,s,0.5,30,75,37,батут,0.5,5,4,0,1401.75
12539,зефир,s,0.5,37,84,40,зефир,0.5,5,4,0,1401.75
15244,коала,s,0.4,15,63,16,коал,0.4,5,4,0,1401.4
14568,карта,s,103.0,100,95,2632,карт,388.0,4,4,0,1399.684929
48644,яблоко,s,53.0,100,93,1733,ябло,76.7,5,4,0,1391.27441
23322,новый,a,1217.5,100,96,21161,нов,2063.5,1,3,0,1386.898807
18156,магазин,s,147.2,100,95,3858,магазин,157.0,5,4,0,1380.052628
418,актер,s,114.4,99,87,1827,акт,328.9,4,4,0,1378.911231
14151,кабинет,s,148.5,100,95,2907,кабинет,152.3,5,3,0,1375.969995
31926,правый,a,210.4,100,96,4655,прав,3998.4,2,3,0,1375.806149
41400,сторож,s,14.4,95,91,566,стерег,234.2,5,3,0,1374.219172
8619,деревня,s,125.1,100,94,2571,дерев-1,163.6,5,3,0,1357.651716
2802,борода,s,31.7,99,92,967,бород,85.8,5,3,0,1356.456831
45229,ученый,s,117.4,100,92,3235,ук,1733.3,3,4,0,1353.294048
16152,корова,s,44.8,100,92,1274,коров,55.8,5,3,0,1349.9952
26936,пальто,s,48.6,99,90,1019,пальт,51.2,5,3,0,1349.64919
16299,костер,s,48.0,100,91,1160,костер,50.9,5,4,0,1348.28621
17037,курица,s,33.1,100,91,1046,кур-2,67.7,5,3,0,1342.013485
41736,сугроб,s,11.1,90,90,459,граб-1,194.0,5,3,0,1339.214223
14728,качели,s,5.1,91,90,257,кат-1,419.2,5,4,0,1338.712941
43823,тянуть,v,68.5,98,94,2104,тя,883.7,4,3,0,1338.106395
15305,кожа,s,109.5,100,90,2319,кож,164.4,4,3,0,1336.683147
17885,локоть,s,40.2,99,91,1141,локач,51.2,5,3,0,1336.10349
17060,куртка,s,41.0,97,91,997,курт,46.4,5,3,0,1330.849532
40918,среда,s,142.4,100,89,4881,серед,1014.4,3,3,0,1330.232822
15199,клюшка,s,1.9,48,77,74,клюк-1,888.7,5,3,0,1323.27518
7432,голубь,s,13.7,98,92,550,голуб,121.7,5,3,0,1322.497388
38216,свиток,s,2.6,71,83,123,ви,629.5,5,3,0,1321.368447
16048,копать,v,13.2,98,92,560,кап-2,116.7,5,3,0,1317.745318
17367,лед,s,62.5,100,91,1477,лед-2,137.0,4,3,0,1316.401999
45733,фонарь,s,32.9,99,92,1036,фонар,45.5,5,3,0,1316.071314
28342,пиджак,s,38.1,96,92,1054,пиджак,38.1,5,3,0,1314.3
4638,водопад,s,7.3,95,88,356,"па-1,вод-2",2101.0,5,4,0,1309.609633
14975,кирпич,s,27.7,98,94,1044,кирпич,45.7,5,3,0,1306.738044
16077,копыто,s,10.7,94,89,471,кап-2,116.7,5,3,0,1306.010424
3805,вертолет,s,38.7,97,89,872,"вер-2,лет-2",1638.8,5,3,0,1303.672751
16086,корабль,s,112.5,99,75,1763,корабел,130.6,5,3,0,1303.031558
15230,кнопка,s,33.0,99,92,1091,кнопк,33.0,5,3,0,1299
46539,царь,s,74.7,100,88,1484,цар,207.1,4,3,0,1297.519768
18729,медаль,s,32.2,100,94,1390,медаль,32.7,5,4,0,1297.347111
36878,ремень,s,28.4,99,92,933,рем,34.3,5,3,0,1293.632687
1371,балкон,s,28.2,100,93,915,балкон,31.9,5,3,0,1289.978998
19636,молния,s,26.9,99,90,897,молн,33.4,5,3,0,1289.922967
33365,прицеп,s,4.2,81,88,182,цеп,204.9,5,3,0,1288.006932
6825,гвоздь,s,24.2,98,92,911,гвожд,35.5,5,3,0,1287.931223
1989,береза,s,20.3,99,91,706,берез,40.9,5,4,0,1286.443218
10643,забор,s,48.3,99,92,1380,бер,2792.9,3,3,0,1285.491777
10044,дядя,s,107.5,100,90,1479,дяд,136.5,4,3,0,1284.54102
16115,коридор,s,110.8,100,93,2041,коридор,116.0,5,3,0,1283.425475
7716,грабли,s,3.7,89,92,249,граб-1,194.0,5,3,0,1280.375369
17911,лопата,s,19.5,99,92,710,лопат,34.4,5,3,0,1277.699421
34658,прямой,a,134.8,100,95,5124,прям,377.3,4,5,0,1276.565119
40728,спичка,s,20.3,99,91,762,спиц,29.9,5,3,0,1273.910283
47044,чеснок,s,8.5,89,87,331,чес-1,68.1,5,3,0,1272.177905
42948,толстый,a,84.4,99,93,2115,толст,140.0,5,3,0,1271.753565
42419,телега,s,17.8,96,89,544,телег,28.9,5,3,0,1268.042487
42566,тень,s,94.3,100,94,2393,тен,144.5,4,3,0,1266.927832
13569,институт,s,226.5,100,94,5848,институт,240.6,5,3,0,1266.887138
14604,карьер,s,8.2,94,83,347,карьер,59.4,5,3,0,1266.209667
37532,рыцарь,s,18.9,99,86,573,рыцар,25.5,5,4,0,1265.860079
29844,подушка,s,39.5,100,93,1301,ух-1,286.2,5,4,0,1265.811258
24550,огурец,s,18.9,99,91,689,огур,23.9,5,4,0,1263.760411
7957,груз,s,45.7,99,91,1571,груж,294.1,4,3,0,1263.730439
28538,плакат,s,20.2,99,93,889,плакат,21.9,5,3,0,1263.098494
45743,фонтан,s,18.4,98,92,784,фонтан,22.2,5,4,0,1260.632664
4911,волна,s,95.4,100,95,2763,волн-1,268.8,4,3,0,1260.475798
907,аптека,s,15.1,98,90,626,аптек,24.9,5,4,0,1258.171385
45590,фильтр,s,14.6,99,86,557,фильтр,25.6,5,3,0,1257.998621
17305,лебедь,s,14.9,97,91,575,лебед,23.9,5,4,0,1256.612631
18179,магнит,s,6.0,94,66,252,магнит,59.3,5,3,0,1256.587985
37543,рюкзак,s,17.2,91,89,423,рюкзак,18.6,5,3,0,1253.658923
41150,статуя,s,16.1,99,91,582,стату,19.8,5,3,0,1253.563234
14155,каблук,s,16.3,95,91,659,каблук,19.4,5,3,0,1253.347727
7606,горшок,s,16.3,97,93,693,горш-1,18.8,5,3,0,1252.516283
41609,струна,s,13.8,98,92,575,струн,18.4,5,3,0,1247.804602
38214,свитер,s,15.0,95,92,592,свитер,15.9,5,3,0,1246.330336
26931,пальма,s,14.3,99,90,577,пальм,16.3,5,4,0,1245.801856
40196,солома,s,9.8,98,91,408,солом,23.5,5,3,0,1245.526915
42646,термос,s,3.7,82,90,206,"терм,ос-2",60.4,5,3,0,1244.847742
2565,блюдце,s,5.3,87,89,295,блюд-2,40.1,5,3,0,1243.735226
46935,чердак,s,13.4,92,90,527,чердак,15.5,5,3,0,1243.235402
41848,сундук,s,12.5,93,91,456,сундук,15.4,5,3,0,1241.623311
38944,сирень,s,8.2,92,89,335,сирен,21.9,5,4,0,1240.202239
16122,корица,s,2.0,55,82,95,кор-1,88.7,5,4,0,1239.957477
44216,удочка,s,8.8,93,90,379,уд,18.8,5,3,0,1238.587044
17012,купюра,s,12.7,96,90,491,купюр,12.7,5,3,0,1238.1
16165,корона,s,9.4,96,86,384,корон,16.9,5,4,0,1237.811903
47713,шнурок,s,7.5,90,91,359,шнур,18.4,5,3,0,1235.24202
35178,радуга,s,8.1,93,93,451,радуг,16.4,5,5,0,1234.576871
21419,начало,s,361.4,100,95,11142,ч-1,1872.3,2,3,0,1233.880361
18274,малина,s,7.2,97,86,306,малин,16.9,5,4,0,1233.092597
43023,тополь,s,9.8,94,91,417,топол,12.2,5,3,0,1232.803049
8006,грядка,s,8.1,92,93,410,гряд-1,14.5,5,3,0,1232.512305
43640,тундра,s,10.0,85,72,205,тундр,11.6,5,3,0,1232.310989
18640,матрас,s,8.0,91,89,313,матрас,13.3,5,3,0,1230.945113
20058,мускул,s,7.2,94,91,406,мускул,14.5,5,3,0,1230.652895
1510,бархат,s,5.4,90,91,289,бархат,19.2,5,4,0,1230.547013
18117,люстра,s,9.9,93,91,477,люстр,9.9,5,3,0,1229.7
34666,пряник,s,7.0,96,91,342,прян,13.3,5,4,0,1228.946502
7595,горсть,s,6.8,88,90,386,горст,13.4,5,3,0,1228.637039
30668,помада,s,9.1,88,87,345,помад,9.7,5,3,0,1228.185635
15476,колпак,s,8.1,93,91,381,колпак,10.5,5,3,0,1227.666767
48576,юг,s,39.5,100,95,1663,юг,133.8,4,3,0,1227.14412
45363,фанера,s,5.8,95,90,308,фанер,14.1,5,3,0,1227.129689
38718,серьга,s,5.7,86,90,307,серёж,14.2,5,3,0,1226.989998
7845,гречка,s,1.4,55,83,83,грек,57.2,5,3,0,1226.846229
15181,клумба,s,8.7,91,86,400,клумб,8.7,5,4,0,1226.1
10357,жемчуг,s,5.1,90,88,237,жемчуг,14.8,5,5,0,1226.063768
40343,сорока,s,5.8,79,58,158,сорок-3,11.3,5,3,0,1224.287034
45958,футляр,s,8.0,92,88,323,футляр,8.0,5,3,0,1224
16873,кувшин,s,6.8,92,90,284,кувшин,9.3,5,3,0,1223.857074
18374,мамонт,s,7.4,81,74,183,мамонт,8.5,5,3,0,1223.792856
38042,свекла,s,7.4,95,89,314,свекл,8.5,5,3,0,1223.792856
7763,гранат,s,2.5,74,80,142,гранат,24.0,5,4,0,1223.2379
43502,трость,s,5.0,82,89,202,тращ,10.3,5,3,0,1221.52905
5699,вулкан,s,6.0,94,91,299,вулкан,7.9,5,3,0,1220.654297
1379,баллон,s,6.2,85,86,232,баллон,7.6,5,3,0,1220.593203
45945,фургон,s,6.2,80,80,193,фургон,6.7,5,3,0,1219.33546
45401,фартук,s,6.1,85,90,321,фартук,6.8,5,3,0,1219.321491
6728,галоша,s,4.9,79,85,195,галош,8.3,5,3,0,1219.131911
45675,флейта,s,5.8,85,88,236,флейт,6.6,5,4,0,1218.56125
17929,лоскут,s,4.1,83,90,227,лоскут,8.8,5,3,0,1218.019989
14749,каштан,s,4.6,83,89,184,каштан,7.1,5,4,0,1217.144678
42375,творог,s,5.0,89,88,266,твораж,6.1,5,4,0,1216.568042
7210,глобус,s,5.5,89,91,259,глобус,5.5,5,3,0,1216.5
28175,персик,s,4.8,81,81,191,персик,6.0,5,4,0,1216.099689
47800,штанга,s,4.2,73,84,179,штанг,6.3,5,3,0,1215.431785
37136,ровный,a,36.9,99,95,1538,рав,1140.3,4,3,0,1215.380882
28347,пижама,s,4.7,76,88,218,пижам,5.2,5,4,0,1214.831049
14248,кактус,s,4.6,81,84,183,кактус,4.6,5,3,0,1213.8
45724,фольга,s,4.3,90,88,223,фольг,4.3,5,3,0,1212.9
15190,клюква,s,3.5,82,82,177,клюкв,4.9,5,3,0,1212.423768
45498,фиалка,s,3.7,81,88,167,фиалк,4.4,5,4,0,1212.104545
1396,бамбук,s,2.6,75,88,142,бамбук,5.5,5,3,0,1211.344602
7894,гроздь,s,3.7,87,92,262,грозд,3.7,5,4,0,1211.1
41477,страус,s,3.1,71,82,130,страус,4.3,5,3,0,1210.953082
658,ананас,s,3.6,83,90,185,ананас,3.6,5,4,0,1210.8
15559,комета,s,3.6,76,88,185,комет,3.6,5,3,0,1210.8
2782,бордюр,s,3.4,80,85,199,бордюр,3.8,5,3,0,1210.78332
48731,янтарь,s,2.3,71,84,118,янтар,5.6,5,4,0,1210.766615
9429,домино,s,3.4,77,89,184,домино,3.4,5,3,0,1210.2
44418,улитка,s,3.0,79,88,167,улит,3.6,5,3,0,1209.859006
14130,йогурт,s,3.2,68,86,160,йогурт,3.2,5,3,0,1209.6
16087,коралл,s,2.3,69,80,98,коралл,4.3,5,4,0,1209.434511
26849,павлин,s,2.4,70,80,115,пав,4.1,5,4,0,1209.410632
45412,фасоль,s,3.0,72,83,137,фасол,3.0,5,3,0,1209
17235,ландыш,s,2.9,75,86,162,ландыш,2.9,5,4,0,1208.7
43768,тюлень,s,2.6,58,79,93,тюлен,3.0,5,3,0,1208.378544
17935,лосось,s,1.7,58,86,89,лосос,2.8,5,3,0,1206.545227
16497,кратер,s,2.1,66,87,97,кратер,2.1,5,3,0,1206.3
15071,клевер,s,1.8,63,86,107,клевер,1.8,5,4,0,1205.4
1505,барсук,s,1.4,35,74,55,барсук,1.9,5,3,0,1204.892852
30856,пончик,s,1.5,40,64,50,пончик,1.5,5,4,0,1204.5
2936,брелок,s,1.4,57,86,90,брелок,1.4,5,3,0,1204.2
38532,сельдь,s,1.4,60,88,97,селёд,1.4,5,3,0,1204.2
6949,гепард,s,1.2,25,59,31,гепард,1.2,5,3,0,1203.6
926,арахис,s,0.7,28,73,37,арахис,0.7,5,3,0,1202.1
39017,скалка,s,0.7,42,86,54,скал-2,0.7,5,3,0,1202.1
20444,надежда,s,154.5,100,95,4436,де(j),5985.7,2,5,0,1202.075451
1278,бабочка,s,21.3,99,90,692,баб,289.5,5,5,0,1196.315276
41930,сухой,a,83.0,100,96,2529,сох-2,236.1,4,3,0,1189.953748
48743,яркий,a,93.9,100,97,3664,яр-1,207.1,4,4,0,1188.079863
34635,прыгать,v,38.5,99,93,1303,прыг,137.5,5,4,0,1181.895403
19593,мозг,s,84.5,100,92,2187,мозг-1,97.4,4,3,0,1162.884004
5790,вывеска,s,11.4,95,92,614,вес-1,358.6,5,3,0,1159.844456
47015,черный,a,337.5,100,95,5448,черн,439.7,3,3,0,1155.67675
27014,пар,s,26.2,99,92,1049,пар-1,122.8,4,3,0,1155.247997
42731,тетя,s,64.5,95,90,907,тет,120.1,4,3,0,1152.055677
31551,потолок,s,57.9,100,94,1747,тл-2,62.8,5,3,0,1150.750622
44441,улыбка,s,98.1,99,93,2015,лыб,342.7,4,5,0,1150.063478
14707,катушка,s,8.4,98,88,397,кат-1,419.2,5,3,0,1148.350935
16148,коробка,s,49.0,99,94,1634,короб-1,69.0,5,3,0,1145.365918
15511,коляска,s,16.8,96,90,528,кол-2,193.5,5,4,0,1142.539468
12423,звон,s,24.4,97,92,896,зван,293.6,4,3,0,1138.557883
26898,палатка,s,29.1,98,90,735,палат,105.3,5,3,0,1138.388719
17529,лестница,s,83.1,100,93,1827,лаз,323.9,5,3,0,1128.122477
5578,вспышка,s,23.6,98,92,907,пых,100.0,5,3,0,1121.449578
17740,лить,v,10.4,97,93,568,ле(j),620.5,4,3,0,1121.327248
3453,варенье,s,12.9,92,79,464,вар-1,173.2,5,4,0,1118.170428
46915,чемодан,s,42.8,92,92,1018,чемодан,51.9,5,3,0,1117.827204
12196,затылок,s,31.7,97,90,976,тыл,66.1,5,3,0,1114.438029
42310,тарелка,s,41.3,99,93,1254,тарел,44.3,5,3,0,1106.934267
15513,ком,s,11.2,98,92,571,ком,185.2,4,3,0,1104.947213
14192,кадр,s,64.5,100,93,2440,кадр,89.9,4,3,0,1104.592843
2842,ботинок,s,39.1,98,93,1180,бот-2,43.0,5,3,0,1102.509146
168,автомобиль,s,156.9,100,92,3453,"авто,мобиль",712.9,5,3,0,1101.668738
17653,линейка,s,8.6,95,93,459,лин-2,185.7,5,3,0,1099.906832
47985,щит,s,21.9,99,94,956,щит,350.5,5,2,0,1097.128123
2022,беседка,s,8.0,98,91,327,бесед,182.3,5,4,0,1095.472509
42613,теплый,a,104.0,100,95,3015,тепел,260.3,4,5,0,1093.599838
28775,плыть,v,42.5,97,92,1241,пла,292.2,4,3,0,1090.034133
3744,веревка,s,31.8,99,91,951,верв,39.8,5,3,0,1088.939586
34622,пружина,s,11.7,98,93,573,пруг,100.2,5,3,0,1085.598627
1541,бассейн,s,33.4,99,92,1162,бассейн,34.0,5,4,0,1084.246662
18734,медведь,s,33.4,98,92,967,медведь,33.4,5,3,0,1083.5
15364,колбаса,s,28.0,99,93,978,колбас,37.8,5,3,0,1081.33265
9991,дым,s,58.8,100,92,1491,дым-1,109.6,5,2,0,1080.624417
1137,асфальт,s,29.1,96,92,1079,асфальт,35.5,5,3,0,1080.352738
34941,пылесос,s,6.0,83,80,224,"пыл-2,сас",171.3,5,3,0,1080.1483
43195,трамвай,s,28.1,98,92,871,трамвай,35.6,5,3,0,1079.07117
37724,самокат,s,1.0,32,76,47,"сам,кат-1",965.6,5,3,0,1077.685262
21565,невеста,s,31.7,98,91,927,вед-1,1680.0,4,4,0,1076.931538
28580,пластик,s,6.8,95,88,388,пласт,136.0,5,3,0,1076.026311
46697,цех,s,37.9,98,94,1284,цех,39.8,4,3,0,1074.772724
42725,тетрадь,s,23.5,98,92,698,тетрад,37.0,5,3,0,1073.718213
39253,скрепка,s,2.3,63,81,105,креп,366.7,5,3,0,1072.603805
7726,град,s,12.4,97,89,599,"гораж,град-2",1490.6,5,2,0,1071.907631
46341,хор,s,35.1,99,94,1197,хор-2,41.2,4,4,0,1071.12548
40156,солдат,s,142.2,100,92,2170,солдат,172.3,4,3,0,1069.584433
