Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane,final_ranking_score
28580,пластик,s,6.8,95,88,388,пласт,136.0,5,3,0,430.410524
9859,дуб,s,17.8,98,89,668,дуб,51.6,5,3,0,430.306435
28642,плащ,s,27.7,98,91,829,плащ,33.1,5,3,0,430.279861
1371,балкон,s,28.2,100,93,915,балкон,31.9,5,3,0,429.992999
19636,молния,s,26.9,99,90,897,молн,33.4,5,3,0,429.974322
20207,мяч,s,26.4,98,88,754,мяч,34.0,5,3,0,429.959973
14737,каша,s,27.1,97,93,988,каш-2,33.1,5,3,0,429.950125
42725,тетрадь,s,23.5,98,92,698,тетрад,37.0,5,3,0,429.487285
33365,прицеп,s,4.2,81,88,182,цеп,204.9,5,3,0,429.335644
6825,гвоздь,s,24.2,98,92,911,гвожд,35.5,5,3,0,429.310408
34898,пух,s,10.4,98,93,561,пух,81.9,5,3,0,429.184928
10122,еж,s,7.5,94,86,308,еж,113.2,5,3,0,429.137605
39253,скрепка,s,2.3,63,81,105,креп,366.7,5,3,0,429.041522
1989,береза,s,20.3,99,91,706,берез,40.9,5,4,0,428.814406
15004,кисть,s,26.1,100,93,980,кист,31.8,5,3,0,428.809373
1419,банк,s,178.1,100,91,3259,банк,293.0,4,3,0,428.436643
48570,юбка,s,26.3,95,92,899,юбк,30.5,5,3,0,428.322253
43488,тропа,s,16.6,97,91,590,троп,48.3,5,3,0,428.31572
2850,бочка,s,26.6,98,92,827,боч-1,29.9,5,3,0,428.201773
12384,заяц,s,21.7,99,89,699,за(j),36.5,5,4,0,428.143383
41852,суп,s,27.2,99,89,873,суп-1,29.0,5,4,0,428.085583
16532,крем,s,24.5,93,72,510,крем,32.1,5,4,0,428.043716
14593,картофель,s,12.3,98,86,478,картоф,63.0,5,3,0,427.837026
9802,дрова,s,25.8,99,93,875,дров,30.0,5,3,0,427.820855
32397,пресс,s,7.2,93,91,412,пресс,106.6,5,3,0,427.704151
48709,якорь,s,25.9,91,28,274,якор,29.6,5,3,0,427.688265
43026,топор,s,25.5,99,91,810,топор,30.0,5,3,0,427.658633
43190,трактор,s,22.9,100,92,653,трактор,33.3,5,3,0,427.61467
31114,порошок,s,16.8,99,92,691,пораш,44.4,5,3,0,427.311536
7223,глубокий,a,137.3,100,96,4406,глуб,375.8,4,3,0,427.150479
42460,телескоп,s,3.8,72,83,163,"теле,скоп",193.8,5,3,0,427.137428
39540,слон,s,23.8,99,92,735,слон-1,30.3,5,3,0,426.85405
28791,пляж,s,25.4,99,94,853,пляж,28.3,5,4,0,426.810819
7716,грабли,s,3.7,89,92,249,граб-1,194.0,5,3,0,426.79179
7194,глина,s,18.4,100,92,702,глин,37.6,5,3,0,426.302852
47436,шахта,s,20.7,98,90,552,шахт,33.1,5,3,0,426.175752
2685,бокал,s,26.1,96,92,708,бокал,26.1,5,4,0,426.1
1646,бедро,s,24.3,98,92,771,бедёр,27.8,5,3,0,425.991152
17911,лопата,s,19.5,99,92,710,лопат,34.4,5,3,0,425.899807
28204,перчатка,s,19.8,96,93,795,перст,33.5,5,3,0,425.754611
3693,велосипед,s,23.1,99,93,842,велосипед,28.3,5,4,0,425.568144
34658,прямой,a,134.8,100,95,5124,прям,377.3,4,5,0,425.521706
24441,овца,s,17.5,98,90,671,ов,36.8,5,3,0,425.377155
43706,туфля,s,23.2,95,92,777,туфел,27.4,5,4,0,425.212695
33459,пробирка,s,3.4,79,85,186,проб,182.2,5,3,0,424.889355
15085,клей,s,10.4,96,85,441,кле(j),59.1,5,3,0,424.791934
18021,лыжа,s,18.3,95,91,655,лыж-1,33.2,5,4,0,424.648732
40728,спичка,s,20.3,99,91,762,спиц,29.9,5,3,0,424.636761
15438,колодец,s,23.9,97,75,646,колодез,25.2,5,4,0,424.541394
29744,подсолнух,s,2.4,71,88,140,солн,248.5,5,5,0,424.421302
28428,пирог,s,16.3,97,93,738,пирог,35.7,5,4,0,424.122811
37464,ручей,s,21.3,99,88,681,руч-2,27.3,5,4,0,424.114104
15175,клубника,s,4.5,86,90,247,клуб-1,129.2,5,4,0,424.112238
47044,чеснок,s,8.5,89,87,331,чес-1,68.1,5,3,0,424.059302
47868,шуба,s,18.7,97,92,677,шуб,30.7,5,4,0,423.960175
16421,кран,s,23.3,100,90,905,кран-1,24.6,5,3,0,423.941178
15441,колокол,s,15.8,97,92,554,колокол,36.2,5,3,0,423.915685
43505,тротуар,s,23.1,92,92,802,тротуар,23.9,5,3,0,423.496595
25397,орел,s,19.7,99,94,821,орёл,27.7,5,4,0,423.360009
37095,рисунок,s,179.2,100,76,2764,рис-2,278.4,4,4,0,423.359083
36602,ребро,s,21.7,100,87,801,ребер,25.1,5,3,0,423.338166
23405,носорог,s,2.1,70,89,116,"нос-1,рог",253.8,5,3,0,423.08636
13825,искра,s,17.9,99,92,767,искор,29.3,5,4,0,422.90131
42419,телега,s,17.8,96,89,544,телег,28.9,5,3,0,422.680829
14604,карьер,s,8.2,94,83,347,карьер,59.4,5,3,0,422.069889
37532,рыцарь,s,18.9,99,86,573,рыцар,25.5,5,4,0,421.95336
3134,букет,s,20.5,98,94,844,букет,23.3,5,4,0,421.855205
15959,конфета,s,19.6,97,92,747,конфет,24.3,5,5,0,421.82384
34774,пуговица,s,19.8,99,91,806,пугов,23.7,5,3,0,421.66241
42159,таблетка,s,21.2,100,91,711,таблетк,21.7,5,3,0,421.448543
16642,кристалл,s,15.7,96,80,526,кристалл,29.1,5,4,0,421.374518
24550,огурец,s,18.9,99,91,689,огур,23.9,5,4,0,421.25347
28538,плакат,s,20.2,99,93,889,плакат,21.9,5,3,0,421.032831
19898,мотоцикл,s,18.4,96,91,607,мотоцикл,22.7,5,3,0,420.437221
3652,веко,s,20.3,99,92,868,век-2,20.3,5,3,0,420.3
45743,фонтан,s,18.4,98,92,784,фонтан,22.2,5,4,0,420.210888
23611,обезьяна,s,17.4,98,92,622,обезьян,23.2,5,3,0,420.091789
18215,мазь,s,5.5,91,89,261,маз,73.1,5,3,0,420.051185
47670,шлем,s,13.2,96,92,502,шелом,30.4,5,3,0,420.031974
37533,рычаг,s,18.9,98,95,983,рычаг,21.1,5,3,0,419.969727
27388,пена,s,15.6,98,94,712,пен-1,25.5,5,3,0,419.944924
37331,рояль,s,19.7,93,91,556,рояль,19.7,5,3,0,419.7
907,аптека,s,15.1,98,90,626,аптек,24.9,5,4,0,419.390462
42628,терка,s,1.7,58,82,88,тер-1,221.0,5,3,0,419.382982
517,алмаз,s,16.7,96,87,512,алмаз,22.4,5,4,0,419.341148
45590,фильтр,s,14.6,99,86,557,фильтр,25.6,5,3,0,419.332874
4324,витрина,s,19.0,98,94,815,витрин,19.0,5,3,0,419
17305,лебедь,s,14.9,97,91,575,лебед,23.9,5,4,0,418.870877
18179,магнит,s,6.0,94,66,252,магнит,59.3,5,3,0,418.862662
41387,стопа,s,11.7,96,83,484,стоп,30.3,5,3,0,418.828436
4306,висок,s,18.0,93,90,702,висок,19.6,5,3,0,418.782971
27165,парус,s,15.2,97,89,519,парус,23.0,5,3,0,418.697593
42771,тигр,s,15.2,99,83,486,тигр,22.3,5,3,0,418.410866
38568,семечко,s,6.9,93,91,373,сем-3,49.0,5,4,0,418.387496
28377,пила,s,9.2,97,90,372,пил,36.1,5,3,0,418.22416
42169,табуретка,s,14.6,89,89,551,табурет,22.6,5,3,0,418.164801
43371,треугольник,s,14.5,98,87,608,треугольн,22.4,5,3,0,418.022209
31762,почка,s,16.2,100,89,694,почеч,19.8,5,3,0,417.909774
37543,рюкзак,s,17.2,91,89,423,рюкзак,18.6,5,3,0,417.886308
41150,статуя,s,16.1,99,91,582,стату,19.8,5,3,0,417.854411
14155,каблук,s,16.3,95,91,659,каблук,19.4,5,3,0,417.782576
9953,душ,s,16.1,97,93,671,душ-2,19.5,5,3,0,417.718634
28416,пирамида,s,16.0,99,91,644,пирамид,19.5,5,3,0,417.663522
36868,рельс,s,16.5,98,93,725,рельс,18.8,5,3,0,417.612496
41007,стадион,s,17.6,98,91,712,стадион,17.6,5,3,0,417.6
46810,чайка,s,17.6,95,92,646,чаеч,17.6,5,3,0,417.6
7606,горшок,s,16.3,97,93,693,горш-1,18.8,5,3,0,417.505428
16829,крюк,s,9.1,92,90,411,крюк,33.1,5,3,0,417.355403
19914,мочалка,s,2.2,73,89,145,мач-2,135.5,5,3,0,417.265573
20040,муравей,s,12.1,92,81,343,мурав,24.6,5,3,0,417.252826
14685,катер,s,17.0,92,87,429,катер,17.5,5,4,0,417.248188
36945,ресница,s,16.4,93,90,611,реснит,18.1,5,3,0,417.229045
17006,купол,s,17.2,98,92,619,купол,17.2,5,3,0,417.2
14641,кастрюля,s,15.9,96,90,583,кастрюл,18.6,5,3,0,417.197093
46912,челюсть,s,17.1,97,90,652,челюст,17.1,5,3,0,417.1
8098,гусь,s,13.6,96,91,550,гус,21.3,5,3,0,417.019988
46949,черепаха,s,6.3,85,88,263,череп,45.5,5,4,0,416.930741
37634,салат,s,15.4,95,91,596,салат,18.2,5,4,0,416.741565
47115,чешуя,s,4.1,75,89,201,чес-1,68.1,5,3,0,416.709578
19191,микроскоп,s,6.0,93,87,278,"микро,скоп",46.4,5,3,0,416.685323
28988,поворот,s,55.3,100,96,1993,ворач,847.8,4,3,0,416.52561
35886,раковина,s,13.9,96,89,535,рак-1,19.2,5,3,0,416.336462
24436,овраг,s,15.8,95,87,482,овраг,16.8,5,3,0,416.292329
16055,копилка,s,2.2,74,87,151,кап-3,118.8,5,4,0,416.166632
3367,ваза,s,14.3,100,93,660,ваз,18.2,5,3,0,416.132576
28102,перец,s,15.2,96,77,461,перец,17.0,5,4,0,416.074825
41649,ступень,s,31.8,100,94,1229,ступ-1,1467.4,4,3,0,416.016944
3103,будка,s,15.6,91,89,556,будк,16.4,5,3,0,415.994999
13278,икра,s,15.5,95,92,593,икор,16.5,5,4,0,415.992186
17639,лимон,s,11.7,97,92,474,лимон,21.8,5,4,0,415.970598
41609,струна,s,13.8,98,92,575,струн,18.4,5,3,0,415.934867
42183,таз,s,13.4,98,87,483,таз,18.8,5,3,0,415.871988
29390,подкова,s,3.7,80,90,195,ков,67.9,5,4,0,415.850237
5043,воробей,s,14.5,95,72,454,вороб,17.0,5,4,0,415.700318
47489,шелк,s,8.4,98,94,459,шелк,29.1,5,4,0,415.634577
37850,сани,s,12.6,91,89,348,сан-2,19.3,5,3,0,415.59423
46722,цилиндр,s,12.5,95,91,487,цилиндр,19.4,5,3,0,415.572412
45087,утка,s,13.1,98,93,535,ут,18.4,5,3,0,415.525463
47723,шоколад,s,10.9,95,93,524,шоколад,22.1,5,4,0,415.520631
38214,свитер,s,15.0,95,92,592,свитер,15.9,5,3,0,415.443445
18105,люк,s,15.2,93,90,486,люк,15.6,5,3,0,415.398701
26931,пальма,s,14.3,99,90,577,пальм,16.3,5,4,0,415.267285
2297,бинокль,s,10.6,91,88,343,"бин,окль",21.9,5,3,0,415.236141
40196,солома,s,9.8,98,91,408,солом,23.5,5,3,0,415.175638
23362,нора,s,13.1,95,76,406,нор,17.4,5,3,0,415.097682
14260,календарь,s,15.0,100,93,779,календарь,15.0,5,3,0,415
42646,термос,s,3.7,82,90,206,"терм,ос-2",60.4,5,3,0,414.949247
3245,бутерброд,s,14.4,95,92,610,бутерброд,14.8,5,4,0,414.59863
41173,стебель,s,13.3,94,82,475,стеб,16.0,5,3,0,414.587666
2565,блюдце,s,5.3,87,89,295,блюд-2,40.1,5,3,0,414.578409
47976,щетка,s,9.9,97,93,490,щет,21.3,5,3,0,414.521364
46935,чердак,s,13.4,92,90,527,чердак,15.5,5,3,0,414.411801
47828,штора,s,12.4,90,91,519,штор,16.2,5,3,0,414.173214
43636,тумбочка,s,12.1,91,90,469,тумб,16.6,5,3,0,414.172509
4253,виноград,s,10.4,99,92,476,виноград,19.1,5,4,0,414.09397
36461,расческа,s,2.9,71,89,161,чес-1,68.1,5,3,0,414.053114
14831,кепка,s,12.1,91,91,500,кеп,16.3,5,3,0,414.04386
3482,вата,s,8.2,96,91,428,ват,24.0,5,3,0,414.028542
18135,лягушка,s,10.5,96,92,445,ляг,18.6,5,3,0,413.974978
6674,газон,s,13.1,95,87,546,газон,14.8,5,4,0,413.92408
41848,сундук,s,12.5,93,91,456,сундук,15.4,5,3,0,413.874437
34929,пшеница,s,10.4,98,90,376,пшен,18.5,5,3,0,413.870833
10549,жук,s,11.7,91,80,384,жук,16.4,5,3,0,413.852076
9881,дуга,s,12.2,98,89,556,дуг,15.7,5,3,0,413.839798
2524,блин,s,12.8,92,82,569,блин,14.9,5,4,0,413.810141
19905,мох,s,8.9,93,90,362,мох,21.3,5,3,0,413.768442
16378,кошелек,s,11.4,93,93,639,кошел,16.4,5,3,0,413.673332
38944,сирень,s,8.2,92,89,335,сирен,21.9,5,4,0,413.400746
11343,зал,s,206.3,100,95,3980,зал,220.7,4,3,0,413.37856
17686,лиса,s,8.7,93,86,329,лис,20.5,5,3,0,413.354774
2541,блокнот,s,12.8,92,91,493,блокнот,13.9,5,3,0,413.338666
15129,клин,s,8.7,96,93,431,клин-1,20.4,5,3,0,413.322162
16122,корица,s,2.0,55,82,95,кор-1,88.7,5,4,0,413.319159
38459,сейф,s,13.1,94,91,452,сейф,13.5,5,3,0,413.298496
34924,пчела,s,10.3,94,87,388,пчел,17.0,5,3,0,413.232536
39048,скатерть,s,12.7,90,91,584,скатер,13.7,5,3,0,413.190527
44216,удочка,s,8.8,93,90,379,уд,18.8,5,3,0,412.862348
45386,фара,s,12.8,92,92,590,фара,12.8,5,3,0,412.8
17012,купюра,s,12.7,96,90,491,купюр,12.7,5,3,0,412.7
16165,корона,s,9.4,96,86,384,корон,16.9,5,4,0,412.603968
27057,парашют,s,9.9,93,90,313,парашют,15.7,5,4,0,412.467157
19362,миска,s,12.1,88,88,407,мис,12.7,5,3,0,412.39637
47294,чулок,s,12.0,94,91,513,чулок,12.8,5,3,0,412.393547
16079,копье,s,10.0,95,86,349,коп,14.5,5,3,0,412.041595
43095,торт,s,11.6,94,92,467,торт,12.5,5,4,0,412.041595
3240,бусы,s,4.3,80,88,214,бус,33.4,5,4,0,411.984156
3737,верблюд,s,11.2,95,83,366,верблюд,12.8,5,3,0,411.973304
14329,камин,s,11.2,93,91,422,камин,12.7,5,4,0,411.926441
16338,котлета,s,11.2,97,92,490,котлет,12.5,5,4,0,411.83216
8086,гусеница,s,10.6,93,79,317,гусениц,13.1,5,3,0,411.783887
47713,шнурок,s,7.5,90,91,359,шнур,18.4,5,3,0,411.74734
37644,салфетка,s,11.3,99,93,528,салфет,12.1,5,3,0,411.69316
4346,вишня,s,7.5,94,87,344,вишен,18.0,5,4,0,411.61895
35178,радуга,s,8.1,93,93,451,радуг,16.4,5,5,0,411.525624
17910,лопасть,s,11.5,74,24,138,лопаст,11.5,5,3,0,411.5
19812,морковь,s,8.8,93,78,313,морков,14.9,5,4,0,411.450764
15005,кит,s,10.7,95,83,376,кит,12.1,5,4,0,411.378488
21419,начало,s,361.4,100,95,11142,ч-1,1872.3,2,3,0,411.293454
34811,пульт,s,11.2,94,91,450,пульт,11.2,5,3,0,411.2
7996,груша,s,10.6,98,90,460,груш,11.8,5,4,0,411.183917
47636,шишка,s,9.4,96,92,458,шиш,13.2,5,3,0,411.13912
18274,малина,s,7.2,97,86,306,малин,16.9,5,4,0,411.030866
43023,тополь,s,9.8,94,91,417,топол,12.2,5,3,0,410.93435
30996,попугай,s,10.0,96,82,337,попуга(j),11.8,5,4,0,410.86278
8006,грядка,s,8.1,92,93,410,гряд-1,14.5,5,3,0,410.837435
42817,тиски,s,2.5,82,91,177,тис,46.5,5,3,0,410.781929
43640,тундра,s,10.0,85,72,205,тундр,11.6,5,3,0,410.77033
40702,спираль,s,9.5,99,88,398,спираль,11.9,5,3,0,410.632497
39718,смола,s,7.5,95,90,373,смал,15.0,5,3,0,410.606602
18225,мак,s,6.3,99,89,299,мак-1,17.8,5,4,0,410.589618
14357,канат,s,9.0,96,84,342,канат,12.4,5,3,0,410.56409
47407,шарф,s,9.6,92,92,435,шарф,11.3,5,3,0,410.415373
15027,клавиша,s,10.1,94,91,433,клавиш,10.6,5,3,0,410.34698
5065,воронка,s,9.1,91,87,359,ворон-2,11.7,5,3,0,410.31843
18640,матрас,s,8.0,91,89,313,матрас,13.3,5,3,0,410.315038
20058,мускул,s,7.2,94,91,406,мускул,14.5,5,3,0,410.217632
1510,бархат,s,5.4,90,91,289,бархат,19.2,5,4,0,410.182338
34648,прядь,s,6.5,87,89,319,пря-1,15.6,5,3,0,410.069757
3721,вентилятор,s,5.6,92,86,261,вентил,17.8,5,3,0,409.983987
7585,горох,s,6.4,95,92,336,горох,15.5,5,3,0,409.95992
3850,весло,s,9.9,86,84,280,весел-2,9.9,5,3,0,409.9
18117,люстра,s,9.9,93,91,477,люстр,9.9,5,3,0,409.9
2299,бинт,s,7.6,85,88,293,бинт,12.8,5,3,0,409.863062
25516,осел,s,7.5,94,79,316,осёл,12.9,5,3,0,409.836158
37346,рубин,s,9.0,84,73,230,рубин,10.7,5,4,0,409.813256
937,арбуз,s,9.1,90,89,315,арбуз,10.3,5,4,0,409.681426
34666,пряник,s,7.0,96,91,342,прян,13.3,5,4,0,409.648834
7595,горсть,s,6.8,88,90,386,горст,13.4,5,3,0,409.54568
45152,утюг,s,8.7,93,88,380,утюг,10.4,5,3,0,409.512098
17457,лепесток,s,9.5,97,91,413,лепест,9.5,5,4,0,409.5
17631,лилия,s,9.2,88,82,276,лил,9.7,5,4,0,409.446693
43482,трон,s,8.7,94,89,360,трон,10.2,5,4,0,409.420191
42295,тапочка,s,9.4,86,91,452,тапоч,9.4,5,3,0,409.4
45313,факел,s,9.2,96,91,357,факел,9.6,5,4,0,409.397872
30668,помада,s,9.1,88,87,345,помад,9.7,5,3,0,409.395212
859,апельсин,s,7.6,97,93,401,апельсин,11.5,5,4,0,409.348797
2575,боб,s,8.6,87,86,299,боб,10.0,5,3,0,409.273618
15476,колпак,s,8.1,93,91,381,колпак,10.5,5,3,0,409.222256
16884,кудри,s,5.5,86,89,290,кудр,15.4,5,4,0,409.20326
47668,шланг,s,9.2,95,89,367,шланг,9.2,5,3,0,409.2
39941,сова,s,8.5,91,77,251,сов-1,9.8,5,4,0,409.126883
12708,зонт,s,5.1,91,90,235,зонт,16.1,5,3,0,409.061457
45363,фанера,s,5.8,95,90,308,фанер,14.1,5,3,0,409.04323
39155,сковорода,s,5.8,86,89,261,сковород,14.0,5,3,0,409.011104
38718,серьга,s,5.7,86,90,307,серёж,14.2,5,3,0,408.996666
7845,гречка,s,1.4,55,83,83,грек,57.2,5,3,0,408.948743
3274,бухта,s,8.4,90,89,262,бухт,9.5,5,4,0,408.933085
37221,рой,s,3.6,87,91,224,ре-1,22.1,5,3,0,408.919641
40128,сокол,s,8.2,94,91,394,сокол,9.3,5,4,0,408.732697
15181,клумба,s,8.7,91,86,400,клумб,8.7,5,4,0,408.7
37126,робот,s,8.7,94,85,278,робот,8.7,5,3,0,408.7
10357,жемчуг,s,5.1,90,88,237,жемчуг,14.8,5,5,0,408.687923
365,аквариум,s,8.3,95,90,371,аквариум,8.9,5,4,0,408.594766
16396,краб,s,7.9,82,69,229,краб,9.3,5,3,0,408.571464
7262,глыба,s,8.5,94,88,379,глыб,8.5,5,3,0,408.5
16911,кукуруза,s,6.8,91,86,262,кукуруз,10.4,5,3,0,408.409518
40191,соловей,s,7.9,96,89,349,солов-1,8.9,5,4,0,408.385106
27386,пельмень,s,8.0,96,87,289,пельмен,8.7,5,4,0,408.342661
3159,булочка,s,4.7,83,90,239,булк,14.7,5,5,0,408.312039
42992,тоннель,s,8.3,91,90,374,тоннель,8.3,5,3,0,408.3
7861,грива,s,5.3,82,89,282,грив,12.8,5,3,0,408.236504
8804,джунгли,s,8.2,93,88,377,джунгл,8.2,5,3,0,408.2
14615,каска,s,8.1,89,88,309,каск,8.1,5,3,0,408.1
40343,сорока,s,5.8,79,58,158,сорок-3,11.3,5,3,0,408.095678
12785,ива,s,5.2,86,90,264,ив,12.4,5,3,0,408.029944
14144,кабачок,s,4.2,84,85,171,"кабак,кабач-2",15.2,5,3,0,407.989994
16873,кувшин,s,6.8,92,90,284,кувшин,9.3,5,3,0,407.952358
18374,мамонт,s,7.4,81,74,183,мамонт,8.5,5,3,0,407.930952
38042,свекла,s,7.4,95,89,314,свекл,8.5,5,3,0,407.930952
1403,банан,s,7.3,95,91,325,банан,8.6,5,5,0,407.923383
37522,рысь,s,5.5,76,85,215,рыс-1,11.4,5,3,0,407.918333
8511,дельфин,s,7.6,80,72,182,дельфин,8.1,5,4,0,407.846018
7763,гранат,s,2.5,74,80,142,гранат,24.0,5,4,0,407.745967
17936,лось,s,6.5,86,87,215,лос-1,8.7,5,3,0,407.519973
14442,капот,s,7.5,90,93,418,капот,7.5,5,3,0,407.5
18003,лупа,s,2.9,78,90,168,луп,18.3,5,3,0,407.284916
27074,парик,s,7.2,87,91,309,парик,7.2,5,3,0,407.2
10485,жилет,s,5.0,84,90,253,жилет,10.3,5,3,0,407.17635
43502,трость,s,5.0,82,89,202,тращ,10.3,5,3,0,407.17635
3637,веер,s,6.6,91,92,385,веер,7.5,5,3,0,407.035624
15093,клен,s,6.2,83,86,277,клен,7.9,5,3,0,406.998571
34826,пупок,s,4.1,68,76,175,пуп,11.9,5,3,0,406.984984
2893,браслет,s,6.7,91,89,290,браслет,7.1,5,4,0,406.897101
5699,вулкан,s,6.0,94,91,299,вулкан,7.9,5,3,0,406.884766
1379,баллон,s,6.2,85,86,232,баллон,7.6,5,3,0,406.864401
17267,ласточка,s,6.4,93,91,358,ласт-2,7.2,5,4,0,406.788225
47102,чехол,s,6.1,95,91,330,чехл,7.3,5,3,0,406.67308
1439,бант,s,5.2,78,90,257,бант,8.5,5,4,0,406.648308
41503,стрекоза,s,4.1,77,84,177,стрек-2,10.5,5,4,0,406.56125
14471,караван,s,6.2,87,87,262,караван,6.9,5,3,0,406.540642
39466,слива,s,5.5,90,82,259,слив,7.7,5,4,0,406.507688
18684,мачта,s,6.5,86,86,238,мачт,6.5,5,3,0,406.5
45945,фургон,s,6.2,80,80,193,фургон,6.7,5,3,0,406.445153
45401,фартук,s,6.1,85,90,321,фартук,6.8,5,3,0,406.440497
13433,индейка,s,1.9,59,84,97,инд-1,21.6,5,3,0,406.406247
37264,ромашка,s,6.4,97,91,341,ромаш,6.4,5,4,0,406.4
6728,галоша,s,4.9,79,85,195,галош,8.3,5,3,0,406.377304
45675,флейта,s,5.8,85,88,236,флейт,6.6,5,4,0,406.187083
48107,экскаватор,s,5.7,83,81,209,экскав,6.6,5,3,0,406.133514
37078,рис,s,4.8,84,88,230,рис-1,7.6,5,3,0,406.039868
17929,лоскут,s,4.1,83,90,227,лоскут,8.8,5,3,0,406.006663
14137,кабан,s,5.3,88,88,237,кабан,6.8,5,3,0,406.003332
16727,крот,s,6.0,66,69,135,крот-2,6.0,5,3,0,406
17461,лепешка,s,6.0,87,91,312,лепеш,6.0,5,3,0,406
17657,линза,s,6.0,96,88,253,линз,6.0,5,3,0,406
47363,шампунь,s,6.0,83,73,193,шампунь,6.0,5,3,0,406
47736,шорты,s,5.5,85,81,233,шорт,6.5,5,3,0,405.97913
14847,кефир,s,5.9,84,84,257,кефир,5.9,5,3,0,405.9
14343,камыш,s,5.3,78,88,223,камыш,6.4,5,3,0,405.824088
574,амбар,s,4.9,80,85,175,амбар,6.9,5,3,0,405.814637
47524,шершавый,a,5.8,85,89,359,шерш,5.8,5,3,0,405.8
6694,гайка,s,5.2,86,90,264,гаеч,6.4,5,3,0,405.768882
47990,щука,s,5.3,86,88,220,щук,6.2,5,3,0,405.732364
14749,каштан,s,4.6,83,89,184,каштан,7.1,5,4,0,405.714893
16851,куб,s,5.7,90,87,278,куб-2,5.7,5,3,0,405.7
15278,ковш,s,4.8,84,85,214,ковш,6.6,5,3,0,405.628499
15489,колыбель,s,4.5,88,91,286,колыб,7.0,5,4,0,405.612486
47339,шалаш,s,5.3,82,89,209,шалаш,5.9,5,3,0,405.591959
42375,творог,s,5.0,89,88,266,твораж,6.1,5,4,0,405.522681
3152,булавка,s,4.9,87,89,270,булав,6.2,5,3,0,405.511806
7210,глобус,s,5.5,89,91,259,глобус,5.5,5,3,0,405.5
14602,карусель,s,5.5,90,90,272,карусель,5.5,5,4,0,405.5
47641,шкатулка,s,5.3,90,90,254,шкатул,5.7,5,4,0,405.496362
45497,фея,s,5.4,85,85,191,фе,5.4,5,5,0,405.4
16726,кроссовок,s,2.8,72,89,178,кросс,10.4,5,3,0,405.396295
40213,сом,s,2.9,58,79,94,сом,10.0,5,3,0,405.385165
43740,тыква,s,5.0,84,87,199,тыкв,5.8,5,3,0,405.385165
13482,иней,s,4.5,79,89,246,ин-2,6.4,5,4,0,405.366563
28175,персик,s,4.8,81,81,191,персик,6.0,5,4,0,405.366563
7307,гном,s,5.0,74,76,151,гном,5.7,5,4,0,405.338539
32986,принтер,s,5.3,87,76,214,принтер,5.3,5,3,0,405.3
19056,метеорит,s,3.1,71,79,109,метеор,9.0,5,3,0,405.282045
1605,баян,s,4.7,77,83,197,баян,5.9,5,4,0,405.265928
42961,томат,s,4.0,84,85,180,томат,6.9,5,4,0,405.25357
47983,щипцы,s,1.8,69,89,113,щип,15.0,5,3,0,405.196152
47800,штанга,s,4.2,73,84,179,штанг,6.3,5,3,0,405.143928
37136,ровный,a,36.9,99,95,1538,рав,1140.3,4,3,0,405.126961
16914,кукушка,s,4.6,82,87,201,куку,5.7,5,3,0,405.120547
14558,карнавал,s,5.1,84,90,258,карнавал,5.1,5,5,0,405.1
45706,фляга,s,3.5,65,82,143,фляг,7.3,5,3,0,405.054701
27121,паром,s,4.4,75,83,148,паром,5.7,5,3,0,405.007994
14463,капюшон,s,5.0,77,88,225,капюшон,5.0,5,3,0,405
43770,тюльпан,s,5.0,82,85,234,тюльпан,5.0,5,4,0,405
15462,колос,s,3.9,78,85,176,колаш,6.4,5,4,0,404.995998
47525,шест,s,4.6,86,91,231,шест-1,5.4,5,3,0,404.983974
28347,пижама,s,4.7,76,88,218,пижам,5.2,5,4,0,404.943683
7121,гиря,s,4.4,82,88,219,гир,5.4,5,3,0,404.874423
37414,рулон,s,4.3,89,90,223,рулон,5.5,5,3,0,404.863127
17251,лапша,s,4.8,85,89,261,лапш,4.8,5,3,0,404.8
47333,шайба,s,4.8,68,84,163,шайб,4.8,5,3,0,404.8
37434,русалка,s,4.2,80,87,177,русал,5.4,5,4,0,404.762352
48794,ящерица,s,3.6,77,74,158,ящер,6.0,5,3,0,404.64758
3250,бутон,s,4.6,70,63,159,бутон,4.6,5,4,0,404.6
14248,кактус,s,4.6,81,84,183,кактус,4.6,5,3,0,404.6
44375,укроп,s,4.6,82,80,189,укроп,4.6,5,3,0,404.6
13258,изюм,s,3.4,80,91,180,изюм,6.2,5,4,0,404.591296
8939,динозавр,s,3.1,77,90,186,"дино,завр",6.7,5,3,0,404.557412
24682,одуванчик,s,4.5,87,90,221,одуванчик,4.5,5,4,0,404.5
48464,эскалатор,s,4.4,84,89,188,эскалатор,4.4,5,3,0,404.4
39201,скорлупа,s,3.7,88,91,232,скорлуп,5.1,5,3,0,404.343961
45724,фольга,s,4.3,90,88,223,фольг,4.3,5,3,0,404.3
351,айсберг,s,4.2,88,87,216,айсберг,4.2,5,3,0,404.2
38973,сито,s,3.6,83,81,194,сит,4.9,5,3,0,404.2
27331,паяльник,s,1.3,50,82,69,па(j)-3,13.5,5,3,0,404.189272
37627,саксофон,s,3.6,67,68,119,саксофон,4.8,5,4,0,404.156922
15190,клюква,s,3.5,82,82,177,клюкв,4.9,5,3,0,404.141256
